Date,Home,Away
2010-04-01,Phoenix,Los Angeles
2010-04-01,Tijuana,Oakland
2010-04-01,Merida,Dallas
2010-04-01,Atlanta,Birmingham
2010-04-01,Calgary,Vancouver
2010-04-02,Denver,Seattle
2010-04-02,San Antonio,Monterrey
2010-04-02,Nashville,Charlotte
2010-04-02,Phoenix,Los Angeles
2010-04-02,Tijuana,Oakland
2010-04-02,Merida,Dallas
2010-04-02,Atlanta,Birmingham
2010-04-02,Calgary,Vancouver
2010-04-03,Denver,Seattle
2010-04-03,San Antonio,Monterrey
2010-04-03,Nashville,Charlotte
2010-04-03,Phoenix,Los Angeles
2010-04-03,Tijuana,Oakland
2010-04-03,Merida,Dallas
2010-04-03,Atlanta,Birmingham
2010-04-03,Calgary,Vancouver
2010-04-04,Denver,Seattle
2010-04-04,San Antonio,Monterrey
2010-04-04,Nashville,Charlotte
2010-04-05,Monterrey,Dallas
2010-04-04,Phoenix,Oakland
2010-04-05,Denver,Vancouver
2010-04-05,Seattle,Calgary
2010-04-05,Nashville,Birmingham
2010-04-05,Charlotte,Atlanta
2010-04-05,Tijuana,Los Angeles
2010-04-05,Merida,San Antonio
2010-04-06,Monterrey,Dallas
2010-04-05,Phoenix,Oakland
2010-04-06,Denver,Vancouver
2010-04-06,Seattle,Calgary
2010-04-06,Nashville,Birmingham
2010-04-06,Charlotte,Atlanta
2010-04-06,Tijuana,Los Angeles
2010-04-06,Merida,San Antonio
2010-04-07,Monterrey,Dallas
2010-04-06,Phoenix,Oakland
2010-04-07,Denver,Vancouver
2010-04-07,Seattle,Calgary
2010-04-07,Nashville,Birmingham
2010-04-07,Charlotte,Atlanta
2010-04-07,Tijuana,Los Angeles
2010-04-07,Merida,San Antonio
2010-04-08,Birmingham,Charlotte
2010-04-08,Atlanta,Nashville
2010-04-08,Oakland,Los Angeles
2010-04-08,Monterrey,Merida
2010-04-08,Calgary,Seattle
2010-04-08,Tijuana,Phoenix
2010-04-08,San Antonio,Dallas
2010-04-08,Vancouver,Denver
2010-04-09,Birmingham,Charlotte
2010-04-09,Atlanta,Nashville
2010-04-09,Oakland,Los Angeles
2010-04-09,Monterrey,Merida
2010-04-09,Calgary,Seattle
2010-04-09,Tijuana,Phoenix
2010-04-09,San Antonio,Dallas
2010-04-09,Vancouver,Denver
2010-04-10,Birmingham,Charlotte
2010-04-10,Atlanta,Nashville
2010-04-10,Oakland,Los Angeles
2010-04-10,Monterrey,Merida
2010-04-10,Calgary,Seattle
2010-04-10,Tijuana,Phoenix
2010-04-10,San Antonio,Dallas
2010-04-10,Vancouver,Denver
2010-04-11,Los Angeles,Phoenix
2010-04-11,Vancouver,Calgary
2010-04-11,Seattle,Denver
2010-04-11,Monterrey,San Antonio
2010-04-11,Nashville,Atlanta
2010-04-11,Charlotte,Birmingham
2010-04-11,Oakland,Tijuana
2010-04-11,Dallas,Merida
2010-04-12,Los Angeles,Phoenix
2010-04-12,Vancouver,Calgary
2010-04-12,Seattle,Denver
2010-04-12,Monterrey,San Antonio
2010-04-12,Nashville,Atlanta
2010-04-12,Charlotte,Birmingham
2010-04-12,Oakland,Tijuana
2010-04-12,Dallas,Merida
2010-04-13,Los Angeles,Phoenix
2010-04-13,Vancouver,Calgary
2010-04-13,Seattle,Denver
2010-04-13,Monterrey,San Antonio
2010-04-13,Nashville,Atlanta
2010-04-13,Charlotte,Birmingham
2010-04-13,Oakland,Tijuana
2010-04-13,Dallas,Merida
2010-04-14,San Antonio,Merida
2010-04-14,Denver,Calgary
2010-04-14,Dallas,Monterrey
2010-04-14,Oakland,Phoenix
2010-04-14,Charlotte,Nashville
2010-04-15,Los Angeles,Tijuana
2010-04-15,Vancouver,Seattle
2010-04-15,Birmingham,Atlanta
2010-04-15,San Antonio,Merida
2010-04-15,Denver,Calgary
2010-04-15,Dallas,Monterrey
