Date,Home,Away
2010-04-01,Chicago,St. Louis
2010-04-01,Pittsburgh,Toronto
2010-04-01,Indianapolis,Akron
2010-04-01,Boston,Montreal
2010-04-01,Winnipeg,St. Paul
2010-04-02,Columbus,Detroit
2010-04-02,"Washington, D.C.",Philadelphia
2010-04-02,New Haven,New York
2010-04-02,Chicago,St. Louis
2010-04-02,Pittsburgh,Toronto
2010-04-02,Indianapolis,Akron
2010-04-02,Boston,Montreal
2010-04-02,Winnipeg,St. Paul
2010-04-03,Columbus,Detroit
2010-04-03,"Washington, D.C.",Philadelphia
2010-04-03,New Haven,New York
2010-04-03,Chicago,St. Louis
2010-04-03,Pittsburgh,Toronto
2010-04-03,Indianapolis,Akron
2010-04-03,Boston,Montreal
2010-04-03,Winnipeg,St. Paul
2010-04-04,Columbus,Detroit
2010-04-04,"Washington, D.C.",Philadelphia
2010-04-04,New Haven,New York
2010-04-05,Philadelphia,Toronto
2010-04-05,Boston,New York
2010-04-05,Akron,Detroit
2010-04-04,St. Paul,St. Louis
2010-04-05,Pittsburgh,"Washington, D.C."
2010-04-05,Columbus,Indianapolis
2010-04-05,Winnipeg,Chicago
2010-04-05,New Haven,Montreal
2010-04-06,Philadelphia,Toronto
2010-04-06,Boston,New York
2010-04-06,Akron,Detroit
2010-04-05,St. Paul,St. Louis
2010-04-06,Pittsburgh,"Washington, D.C."
2010-04-06,Columbus,Indianapolis
2010-04-06,Winnipeg,Chicago
2010-04-06,New Haven,Montreal
2010-04-07,Philadelphia,Toronto
2010-04-07,Boston,New York
2010-04-07,Akron,Detroit
2010-04-06,St. Paul,St. Louis
2010-04-07,Pittsburgh,"Washington, D.C."
2010-04-07,Columbus,Indianapolis
2010-04-07,Winnipeg,Chicago
2010-04-07,New Haven,Montreal
2010-04-08,Philadelphia,Pittsburgh
2010-04-08,"Washington, D.C.",Toronto
2010-04-08,New York,Boston
2010-04-08,Winnipeg,St. Louis
2010-04-08,Detroit,Akron
2010-04-08,Indianapolis,Columbus
2010-04-08,St. Paul,Chicago
2010-04-08,Montreal,New Haven
2010-04-09,Philadelphia,Pittsburgh
2010-04-09,"Washington, D.C.",Toronto
2010-04-09,New York,Boston
2010-04-09,Winnipeg,St. Louis
2010-04-09,Detroit,Akron
2010-04-09,Indianapolis,Columbus
2010-04-09,St. Paul,Chicago
2010-04-09,Montreal,New Haven
2010-04-10,Philadelphia,Pittsburgh
2010-04-10,"Washington, D.C.",Toronto
2010-04-10,New York,Boston
2010-04-10,Winnipeg,St. Louis
2010-04-10,Detroit,Akron
2010-04-10,Indianapolis,Columbus
2010-04-10,St. Paul,Chicago
2010-04-10,Montreal,New Haven
2010-04-11,New York,New Haven
2010-04-11,Detroit,Columbus
2010-04-11,Philadelphia,"Washington, D.C."
2010-04-11,Chicago,Winnipeg
2010-04-11,St. Louis,St. Paul
2010-04-11,Toronto,Pittsburgh
2010-04-11,Montreal,Boston
2010-04-11,Akron,Indianapolis
2010-04-12,New York,New Haven
2010-04-12,Detroit,Columbus
2010-04-12,Philadelphia,"Washington, D.C."
2010-04-12,Chicago,Winnipeg
2010-04-12,St. Louis,St. Paul
2010-04-12,Toronto,Pittsburgh
2010-04-12,Montreal,Boston
2010-04-12,Akron,Indianapolis
2010-04-13,New York,New Haven
2010-04-13,Detroit,Columbus
2010-04-13,Philadelphia,"Washington, D.C."
2010-04-13,Chicago,Winnipeg
2010-04-13,St. Louis,St. Paul
2010-04-13,Toronto,Pittsburgh
2010-04-13,Montreal,Boston
2010-04-13,Akron,Indianapolis
2010-04-14,"Washington, D.C.",Pittsburgh
2010-04-14,St. Paul,Winnipeg
2010-04-14,Akron,Columbus
2010-04-14,Boston,New Haven
2010-04-14,Detroit,Indianapolis
2010-04-15,St. Louis,Chicago
2010-04-15,New York,Montreal
2010-04-15,Toronto,Philadelphia
2010-04-15,"Washington, D.C.",Pittsburgh
2010-04-15,St. Paul,Winnipeg
2010-04-15,Akron,Columbus
2010-04-15,Boston,New Haven
2010-04-15,Detroit,Indianapolis
2010-04-16,St. Louis,Chicago
2010-04-16,New York,Montreal
2010-04-16,Toronto,Philadelphia
2010-04-16,"Washington, D.C.",Pittsburgh
2010-04-16,St. Paul,Winnipeg
2010-04-16,Akron,Columbus
2010-04-16,Boston,New Haven
2010-04-16,Detroit,Indianapolis
2010-04-17,St. Louis,Chicago
2010-04-17,New York,Montreal
2010-04-17,Toronto,Philadelphia
2010-04-18,Toronto,"Washington, D.C."
2010-04-17,Columbus,Akron
2010-04-18,Chicago,St. Paul
2010-04-17,New Haven,Boston
2010-04-18,Pittsburgh,Philadelphia
2010-04-18,Indianapolis,Detroit
2010-04-18,St. Louis,Winnipeg
2010-04-18,Montreal,New York
2010-04-19,Toronto,"Washington, D.C."
2010-04-18,Columbus,Akron
2010-04-19,Chicago,St. Paul
2010-04-18,New Haven,Boston
2010-04-19,Pittsburgh,Philadelphia
2010-04-19,Indianapolis,Detroit
2010-04-19,St. Louis,Winnipeg
2010-04-19,Montreal,New York
2010-04-20,Toronto,"Washington, D.C."
2010-04-19,Columbus,Akron
2010-04-20,Chicago,St. Paul
2010-04-19,New Haven,Boston
2010-04-20,Pittsburgh,Philadelphia
2010-04-20,Indianapolis,Detroit
2010-04-20,St. Louis,Winnipeg
2010-04-20,Montreal,New York
2010-04-21,New York,St. Paul
2010-04-21,Columbus,Pittsburgh
2010-04-21,Detroit,Philadelphia
2010-04-21,Winnipeg,Montreal
2010-04-21,New Haven,St. Louis
2010-04-21,"Washington, D.C.",Indianapolis
2010-04-21,Akron,Toronto
2010-04-21,Boston,Chicago
2010-04-22,New York,St. Paul
2010-04-22,Columbus,Pittsburgh
2010-04-22,Detroit,Philadelphia
2010-04-22,Winnipeg,Montreal
2010-04-22,New Haven,St. Louis
2010-04-22,"Washington, D.C.",Indianapolis
2010-04-22,Akron,Toronto
2010-04-22,Boston,Chicago
2010-04-23,New York,St. Paul
2010-04-23,Columbus,Pittsburgh
2010-04-23,Detroit,Philadelphia
2010-04-23,Winnipeg,Montreal
2010-04-23,New Haven,St. Louis
2010-04-23,"Washington, D.C.",Indianapolis
2010-04-23,Akron,Toronto
2010-04-23,Boston,Chicago
2010-04-24,New Haven,Winnipeg
2010-04-24,Indianapolis,"Washington, D.C."
2010-04-24,Columbus,Philadelphia
2010-04-24,St. Paul,Montreal
2010-04-24,New York,St. Louis
2010-04-25,Akron,Pittsburgh
2010-04-25,Toronto,Detroit
2010-04-25,Chicago,Boston
2010-04-25,New Haven,Winnipeg
2010-04-25,Indianapolis,"Washington, D.C."
2010-04-25,Columbus,Philadelphia
2010-04-25,St. Paul,Montreal
2010-04-25,New York,St. Louis
2010-04-26,Akron,Pittsburgh
2010-04-26,Toronto,Detroit
2010-04-26,Chicago,Boston
2010-04-26,New Haven,Winnipeg
2010-04-26,Indianapolis,"Washington, D.C."
2010-04-26,Columbus,Philadelphia
2010-04-26,St. Paul,Montreal
2010-04-26,New York,St. Louis
2010-04-27,Akron,Pittsburgh
2010-04-27,Toronto,Detroit
2010-04-27,Chicago,Boston
2010-04-27,Philadelphia,Indianapolis
2010-04-28,Chicago,New York
