Date,Home,Away
2010-04-01,Vancouver,Calgary
2010-04-01,Dallas,Monterrey
2010-04-01,Charlotte,Birmingham
2010-04-01,Oakland,Los Angeles
2010-04-01,Denver,Seattle
2010-04-02,Merida,San Antonio
2010-04-02,Phoenix,Tijuana
2010-04-02,Nashville,Atlanta
2010-04-02,Vancouver,Calgary
2010-04-02,Dallas,Monterrey
2010-04-02,Charlotte,Birmingham
2010-04-02,Oakland,Los Angeles
2010-04-02,Denver,Seattle
2010-04-03,Merida,San Antonio
2010-04-03,Phoenix,Tijuana
2010-04-03,Nashville,Atlanta
2010-04-03,Vancouver,Calgary
2010-04-03,Dallas,Monterrey
2010-04-03,Charlotte,Birmingham
2010-04-03,Oakland,Los Angeles
2010-04-03,Denver,Seattle
2010-04-04,Merida,San Antonio
2010-04-04,Phoenix,Tijuana
2010-04-04,Nashville,Atlanta
2010-04-05,Atlanta,Birmingham
2010-04-05,Phoenix,Los Angeles
2010-04-05,Nashville,Charlotte
2010-04-04,Calgary,Vancouver
2010-04-04,Monterrey,Dallas
2010-04-05,Tijuana,Oakland
2010-04-05,Seattle,Denver
2010-04-05,San Antonio,Merida
2010-04-06,Atlanta,Birmingham
2010-04-06,Phoenix,Los Angeles
2010-04-06,Nashville,Charlotte
2010-04-05,Calgary,Vancouver
2010-04-05,Monterrey,Dallas
2010-04-06,Tijuana,Oakland
2010-04-06,Seattle,Denver
2010-04-06,San Antonio,Merida
2010-04-07,Atlanta,Birmingham
2010-04-07,Phoenix,Los Angeles
2010-04-07,Nashville,Charlotte
2010-04-06,Calgary,Vancouver
2010-04-06,Monterrey,Dallas
2010-04-07,Tijuana,Oakland
2010-04-07,Seattle,Denver
2010-04-07,San Antonio,Merida
2010-04-08,Monterrey,San Antonio
2010-04-08,Oakland,Tijuana
2010-04-08,Birmingham,Nashville
2010-04-08,Calgary,Seattle
2010-04-08,Dallas,Merida
2010-04-08,Atlanta,Charlotte
2010-04-08,Los Angeles,Phoenix
2010-04-08,Denver,Vancouver
2010-04-09,Monterrey,San Antonio
2010-04-09,Oakland,Tijuana
2010-04-09,Birmingham,Nashville
2010-04-09,Calgary,Seattle
2010-04-09,Dallas,Merida
2010-04-09,Atlanta,Charlotte
2010-04-09,Los Angeles,Phoenix
2010-04-09,Denver,Vancouver
2010-04-10,Monterrey,San Antonio
2010-04-10,Oakland,Tijuana
2010-04-10,Birmingham,Nashville
2010-04-10,Calgary,Seattle
2010-04-10,Dallas,Merida
2010-04-10,Atlanta,Charlotte
2010-04-10,Los Angeles,Phoenix
2010-04-10,Denver,Vancouver
2010-04-11,Tijuana,Phoenix
2010-04-11,Dallas,San Antonio
2010-04-11,Monterrey,Merida
2010-04-11,Birmingham,Charlotte
2010-04-11,Vancouver,Denver
2010-04-11,Seattle,Calgary
2010-04-11,Atlanta,Nashville
2010-04-11,Los Angeles,Oakland
2010-04-12,Tijuana,Phoenix
2010-04-12,Dallas,San Antonio
2010-04-12,Monterrey,Merida
2010-04-12,Birmingham,Charlotte
2010-04-12,Vancouver,Denver
2010-04-12,Seattle,Calgary
2010-04-12,Atlanta,Nashville
2010-04-12,Los Angeles,Oakland
2010-04-13,Tijuana,Phoenix
2010-04-13,Dallas,San Antonio
2010-04-13,Monterrey,Merida
2010-04-13,Birmingham,Charlotte
2010-04-13,Vancouver,Denver
2010-04-13,Seattle,Calgary
2010-04-13,Atlanta,Nashville
2010-04-13,Los Angeles,Oakland
2010-04-14,Birmingham,Atlanta
2010-04-14,Tijuana,Los Angeles
2010-04-14,Seattle,Vancouver
2010-04-14,Oakland,Phoenix
2010-04-14,Calgary,Denver
2010-04-15,Merida,Monterrey
2010-04-15,Charlotte,Nashville
2010-04-15,San Antonio,Dallas
2010-04-15,Birmingham,Atlanta
2010-04-15,Tijuana,Los Angeles
2010-04-15,Seattle,Vancouver
2010-04-15,Oakland,Phoenix
2010-04-15,Calgary,Denver
2010-04-16,Merida,Monterrey
2010-04-16,Charlotte,Nashville
2010-04-16,San Antonio,Dallas
2010-04-16,Birmingham,Atlanta
2010-04-16,Tijuana,Los Angeles
2010-04-16,Seattle,Vancouver
2010-04-16,Oakland,Phoenix
2010-04-16,Calgary,Denver
2010-04-17,Merida,Monterrey
2010-04-17,Charlotte,Nashville
2010-04-17,San Antonio,Dallas
2010-04-17,Vancouver,Seattle
2010-04-17,Phoenix,Oakland
2010-04-18,San Antonio,Monterrey
2010-04-18,Merida,Dallas
2010-04-18,Charlotte,Atlanta
2010-04-18,Nashville,Birmingham
2010-04-18,Denver,Calgary
2010-04-18,Los Angeles,Tijuana
2010-04-18,Vancouver,Seattle
2010-04-18,Phoenix,Oakland
2010-04-19,San Antonio,Monterrey
2010-04-19,Merida,Dallas
2010-04-19,Charlotte,Atlanta
2010-04-19,Nashville,Birmingham
2010-04-19,Denver,Calgary
2010-04-19,Los Angeles,Tijuana
2010-04-19,Vancouver,Seattle
2010-04-19,Phoenix,Oakland
2010-04-20,San Antonio,Monterrey
2010-04-20,Merida,Dallas
2010-04-20,Charlotte,Atlanta
2010-04-20,Nashville,Birmingham
2010-04-20,Denver,Calgary
2010-04-20,Los Angeles,Tijuana
2010-04-21,Monterrey,Los Angeles
2010-04-21,Denver,Charlotte
2010-04-21,Oakland,Dallas
2010-04-21,Calgary,Birmingham
