Date,Home,Away
2010-04-01,Detroit,Akron
2010-04-01,Toronto,Philadelphia
2010-04-01,Columbus,Indianapolis
2010-04-01,Winnipeg,Chicago
2010-04-01,"Washington, D.C.",Pittsburgh
2010-04-02,New York,Boston
2010-04-02,Montreal,New Haven
2010-04-02,St. Louis,St. Paul
2010-04-02,Detroit,Akron
2010-04-02,Toronto,Philadelphia
2010-04-02,Columbus,Indianapolis
2010-04-02,Winnipeg,Chicago
2010-04-02,"Washington, D.C.",Pittsburgh
2010-04-03,New York,Boston
2010-04-03,Montreal,New Haven
2010-04-03,St. Louis,St. Paul
2010-04-03,Detroit,Akron
2010-04-03,Toronto,Philadelphia
2010-04-03,Columbus,Indianapolis
2010-04-03,Winnipeg,Chicago
2010-04-03,"Washington, D.C.",Pittsburgh
2010-04-04,New York,Boston
2010-04-04,Montreal,New Haven
2010-04-04,St. Louis,St. Paul
2010-04-05,St. Paul,Chicago
2010-04-04,Indianapolis,Detroit
2010-04-04,Columbus,Akron
2010-04-05,New York,Montreal
2010-04-04,Toronto,"Washington, D.C."
2010-04-05,St. Louis,Winnipeg
2010-04-05,Philadelphia,Pittsburgh
2010-04-05,Boston,New Haven
2010-04-06,St. Paul,Chicago
2010-04-05,Indianapolis,Detroit
2010-04-05,Columbus,Akron
2010-04-06,New York,Montreal
2010-04-05,Toronto,"Washington, D.C."
2010-04-06,St. Louis,Winnipeg
2010-04-06,Philadelphia,Pittsburgh
2010-04-06,Boston,New Haven
2010-04-07,St. Paul,Chicago
2010-04-06,Indianapolis,Detroit
2010-04-06,Columbus,Akron
2010-04-07,New York,Montreal
2010-04-06,Toronto,"Washington, D.C."
2010-04-07,St. Louis,Winnipeg
2010-04-07,Philadelphia,Pittsburgh
2010-04-07,Boston,New Haven
2010-04-07,Detroit,Columbus
2010-04-08,Philadelphia,Toronto
2010-04-08,St. Paul,Winnipeg
2010-04-08,Pittsburgh,"Washington, D.C."
2010-04-08,Montreal,Boston
2010-04-08,New Haven,New York
2010-04-08,Indianapolis,Akron
2010-04-08,Chicago,St. Louis
2010-04-08,Detroit,Columbus
2010-04-09,Philadelphia,Toronto
2010-04-09,St. Paul,Winnipeg
2010-04-09,Pittsburgh,"Washington, D.C."
2010-04-09,Montreal,Boston
2010-04-09,New Haven,New York
2010-04-09,Indianapolis,Akron
2010-04-09,Chicago,St. Louis
2010-04-09,Detroit,Columbus
2010-04-10,Philadelphia,Toronto
2010-04-10,St. Paul,Winnipeg
2010-04-10,Pittsburgh,"Washington, D.C."
2010-04-10,Montreal,Boston
2010-04-10,New Haven,New York
2010-04-10,Indianapolis,Akron
2010-04-10,Chicago,St. Louis
2010-04-11,Boston,Montreal
2010-04-11,Pittsburgh,Toronto
2010-04-11,Akron,Columbus
2010-04-11,Chicago,Winnipeg
2010-04-11,St. Paul,St. Louis
2010-04-11,Philadelphia,"Washington, D.C."
2010-04-11,New York,New Haven
2010-04-11,Detroit,Indianapolis
2010-04-12,Boston,Montreal
2010-04-12,Pittsburgh,Toronto
2010-04-12,Akron,Columbus
2010-04-12,Chicago,Winnipeg
2010-04-12,St. Paul,St. Louis
2010-04-12,Philadelphia,"Washington, D.C."
2010-04-12,New York,New Haven
2010-04-12,Detroit,Indianapolis
2010-04-13,Boston,Montreal
2010-04-13,Pittsburgh,Toronto
2010-04-13,Akron,Columbus
2010-04-13,Chicago,Winnipeg
2010-04-13,St. Paul,St. Louis
2010-04-13,Philadelphia,"Washington, D.C."
2010-04-13,New York,New Haven
2010-04-13,Detroit,Indianapolis
2010-04-14,Pittsburgh,Philadelphia
2010-04-14,New Haven,Montreal
2010-04-14,Chicago,St. Paul
2010-04-14,Akron,Detroit
2010-04-14,Indianapolis,Columbus
2010-04-15,Winnipeg,St. Louis
2010-04-15,Boston,New York
2010-04-15,"Washington, D.C.",Toronto
2010-04-15,Pittsburgh,Philadelphia
2010-04-15,New Haven,Montreal
2010-04-15,Chicago,St. Paul
2010-04-15,Akron,Detroit
2010-04-15,Indianapolis,Columbus
2010-04-16,Winnipeg,St. Louis
2010-04-16,Boston,New York
2010-04-16,"Washington, D.C.",Toronto
2010-04-16,Pittsburgh,Philadelphia
2010-04-16,New Haven,Montreal
2010-04-16,Chicago,St. Paul
2010-04-16,Akron,Detroit
2010-04-16,Indianapolis,Columbus
2010-04-17,Winnipeg,St. Louis
2010-04-17,Boston,New York
2010-04-17,"Washington, D.C.",Toronto
2010-04-18,Winnipeg,St. Paul
2010-04-17,Akron,Indianapolis
2010-04-18,Montreal,New York
2010-04-18,New Haven,Boston
2010-04-18,St. Louis,Chicago
2010-04-18,Toronto,Pittsburgh
2010-04-18,Columbus,Detroit
2010-04-18,"Washington, D.C.",Philadelphia
2010-04-19,Winnipeg,St. Paul
2010-04-18,Akron,Indianapolis
2010-04-19,Montreal,New York
2010-04-19,New Haven,Boston
2010-04-19,St. Louis,Chicago
2010-04-19,Toronto,Pittsburgh
2010-04-19,Columbus,Detroit
2010-04-19,"Washington, D.C.",Philadelphia
2010-04-20,Winnipeg,St. Paul
2010-04-19,Akron,Indianapolis
2010-04-20,Montreal,New York
2010-04-20,New Haven,Boston
2010-04-20,St. Louis,Chicago
2010-04-20,Toronto,Pittsburgh
2010-04-20,Columbus,Detroit
2010-04-20,"Washington, D.C.",Philadelphia
2010-04-21,New York,St. Paul
2010-04-21,Boston,Winnipeg
2010-04-21,"Washington, D.C.",Columbus
2010-04-21,St. Louis,New Haven
2010-04-21,Philadelphia,Akron
2010-04-21,Detroit,Pittsburgh
2010-04-21,Montreal,Chicago
2010-04-21,Indianapolis,Toronto
2010-04-22,New York,St. Paul
2010-04-22,Boston,Winnipeg
2010-04-22,"Washington, D.C.",Columbus
2010-04-22,St. Louis,New Haven
2010-04-22,Philadelphia,Akron
2010-04-22,Detroit,Pittsburgh
2010-04-22,Montreal,Chicago
2010-04-22,Indianapolis,Toronto
2010-04-23,New York,St. Paul
2010-04-23,Boston,Winnipeg
2010-04-23,"Washington, D.C.",Columbus
2010-04-23,St. Louis,New Haven
2010-04-23,Philadelphia,Akron
2010-04-23,Detroit,Pittsburgh
2010-04-23,Montreal,Chicago
2010-04-23,Indianapolis,Toronto
2010-04-24,Chicago,New York
2010-04-24,Akron,Philadelphia
2010-04-24,Pittsburgh,Columbus
2010-04-24,Winnipeg,Boston
2010-04-24,Toronto,Detroit
2010-04-25,Indianapolis,"Washington, D.C."
2010-04-25,Montreal,St. Louis
2010-04-25,St. Paul,New Haven
2010-04-25,Chicago,New York
2010-04-25,Akron,Philadelphia
2010-04-25,Pittsburgh,Columbus
2010-04-25,Winnipeg,Boston
2010-04-25,Toronto,Detroit
2010-04-26,Indianapolis,"Washington, D.C."
2010-04-26,Montreal,St. Louis
2010-04-26,St. Paul,New Haven
2010-04-26,Chicago,New York
2010-04-26,Akron,Philadelphia
2010-04-26,Pittsburgh,Columbus
2010-04-26,Winnipeg,Boston
2010-04-26,Toronto,Detroit
2010-04-27,Indianapolis,"Washington, D.C."
2010-04-27,Montreal,St. Louis
2010-04-27,St. Paul,New Haven
2010-04-28,New Haven,Chicago
2010-04-28,St. Paul,Boston
2010-04-27,Philadelphia,Columbus
2010-04-27,Pittsburgh,Detroit
2010-04-27,Akron,Toronto
2010-04-28,St. Louis,New York
2010-04-28,Winnipeg,Montreal
2010-04-28,"Washington, D.C.",Indianapolis
2010-04-29,New Haven,Chicago
2010-04-29,St. Paul,Boston
2010-04-28,Philadelphia,Columbus
2010-04-28,Pittsburgh,Detroit
2010-04-28,Akron,Toronto
2010-04-29,St. Louis,New York
2010-04-29,Winnipeg,Montreal
2010-04-29,"Washington, D.C.",Indianapolis
2010-04-30,New Haven,Chicago
2010-04-30,St. Paul,Boston
2010-04-29,Philadelphia,Columbus
2010-04-29,Pittsburgh,Detroit
2010-04-29,Akron,Toronto
2010-04-30,St. Louis,New York
2010-04-30,Winnipeg,Montreal
2010-04-30,"Washington, D.C.",Indianapolis
2010-04-30,Philadelphia,Detroit
2010-05-01,Boston,St. Paul
2010-05-01,Winnipeg,New York
2010-05-01,Toronto,Indianapolis
2010-05-01,"Washington, D.C.",Akron
2010-05-01,Chicago,Montreal
2010-05-01,Columbus,Pittsburgh
2010-05-01,New Haven,St. Louis
2010-05-01,Philadelphia,Detroit
2010-05-02,Boston,St. Paul
2010-05-02,Winnipeg,New York
2010-05-02,Toronto,Indianapolis
2010-05-02,"Washington, D.C.",Akron
2010-05-02,Chicago,Montreal
2010-05-02,Columbus,Pittsburgh
2010-05-02,New Haven,St. Louis
2010-05-02,Philadelphia,Detroit
2010-05-03,Boston,St. Paul
2010-05-03,Winnipeg,New York
2010-05-03,Toronto,Indianapolis
2010-05-03,"Washington, D.C.",Akron
2010-05-03,Chicago,Montreal
2010-05-03,Columbus,Pittsburgh
2010-05-03,New Haven,St. Louis
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,Indianapolis,Winnipeg
2010-05-07,New Haven,Philadelphia
2010-05-07,Chicago,Akron
2010-05-07,Pittsburgh,Montreal
2010-05-07,Columbus,St. Paul
2010-05-08,Toronto,Boston
2010-05-08,New York,"Washington, D.C."
2010-05-08,Detroit,St. Louis
2010-05-08,Indianapolis,Winnipeg
2010-05-08,New Haven,Philadelphia
2010-05-08,Chicago,Akron
2010-05-08,Pittsburgh,Montreal
2010-05-08,Columbus,St. Paul
2010-05-09,Toronto,Boston
2010-05-09,New York,"Washington, D.C."
2010-05-09,Detroit,St. Louis
2010-05-09,Indianapolis,Winnipeg
2010-05-09,New Haven,Philadelphia
2010-05-09,Chicago,Akron
2010-05-09,Pittsburgh,Montreal
2010-05-09,Columbus,St. Paul
2010-05-10,Toronto,Boston
2010-05-10,New York,"Washington, D.C."
2010-05-10,Detroit,St. Louis
2010-05-10,Akron,Chicago
2010-05-10,Montreal,Philadelphia
2010-05-11,"Washington, D.C.",Boston
2010-05-10,St. Paul,Indianapolis
2010-05-10,Pittsburgh,New Haven
2010-05-11,Columbus,St. Louis
2010-05-11,New York,Toronto
2010-05-11,Detroit,Winnipeg
2010-05-11,Akron,Chicago
2010-05-11,Montreal,Philadelphia
2010-05-12,"Washington, D.C.",Boston
2010-05-11,St. Paul,Indianapolis
2010-05-11,Pittsburgh,New Haven
2010-05-12,Columbus,St. Louis
2010-05-12,New York,Toronto
2010-05-12,Detroit,Winnipeg
2010-05-12,Akron,Chicago
2010-05-12,Montreal,Philadelphia
2010-05-13,"Washington, D.C.",Boston
2010-05-12,St. Paul,Indianapolis
2010-05-12,Pittsburgh,New Haven
2010-05-13,Columbus,St. Louis
2010-05-13,New York,Toronto
2010-05-13,Detroit,Winnipeg
2010-05-14,Winnipeg,Akron
2010-05-14,Pittsburgh,Boston
2010-05-14,Indianapolis,St. Paul
2010-05-14,Philadelphia,Montreal
2010-05-14,"Washington, D.C.",New Haven
2010-05-15,Chicago,Columbus
2010-05-15,Toronto,New York
