Date,Home,Away
2010-04-01,Boston,New York
2010-04-01,Philadelphia,Toronto
2010-04-01,St. Paul,Winnipeg
2010-04-01,Columbus,Detroit
2010-04-01,New Haven,Montreal
2010-04-02,Indianapolis,Akron
2010-04-02,Chicago,St. Louis
2010-04-02,"Washington, D.C.",Pittsburgh
2010-04-02,Boston,New York
2010-04-02,Philadelphia,Toronto
2010-04-02,St. Paul,Winnipeg
2010-04-02,Columbus,Detroit
2010-04-02,New Haven,Montreal
2010-04-03,Indianapolis,Akron
2010-04-03,Chicago,St. Louis
2010-04-03,"Washington, D.C.",Pittsburgh
2010-04-03,Boston,New York
2010-04-03,Philadelphia,Toronto
2010-04-03,St. Paul,Winnipeg
2010-04-03,Columbus,Detroit
2010-04-03,New Haven,Montreal
2010-04-04,Indianapolis,Akron
2010-04-04,Chicago,St. Louis
2010-04-04,"Washington, D.C.",Pittsburgh
2010-04-05,St. Louis,Winnipeg
2010-04-05,Toronto,Pittsburgh
2010-04-04,Montreal,New Haven
2010-04-05,Akron,Detroit
2010-04-04,New York,Boston
2010-04-05,Chicago,St. Paul
2010-04-05,Indianapolis,Columbus
2010-04-05,Philadelphia,"Washington, D.C."
2010-04-06,St. Louis,Winnipeg
2010-04-06,Toronto,Pittsburgh
2010-04-05,Montreal,New Haven
2010-04-06,Akron,Detroit
2010-04-05,New York,Boston
2010-04-06,Chicago,St. Paul
2010-04-06,Indianapolis,Columbus
2010-04-06,Philadelphia,"Washington, D.C."
2010-04-07,St. Louis,Winnipeg
2010-04-07,Toronto,Pittsburgh
2010-04-06,Montreal,New Haven
2010-04-07,Akron,Detroit
2010-04-06,New York,Boston
2010-04-07,Chicago,St. Paul
2010-04-07,Indianapolis,Columbus
2010-04-07,Philadelphia,"Washington, D.C."
2010-04-07,New Haven,New York
2010-04-08,Pittsburgh,"Washington, D.C."
2010-04-07,Boston,Montreal
2010-04-08,Indianapolis,Detroit
2010-04-08,St. Paul,Chicago
2010-04-08,Toronto,Philadelphia
