Date,Home,Away
2010-04-01,Oakland,Tijuana
2010-04-01,Seattle,Calgary
2010-04-01,Dallas,Monterrey
2010-04-01,Nashville,Birmingham
2010-04-01,Phoenix,Los Angeles
2010-04-02,Merida,San Antonio
2010-04-02,Vancouver,Denver
2010-04-02,Atlanta,Charlotte
2010-04-02,Oakland,Tijuana
2010-04-02,Seattle,Calgary
2010-04-02,Dallas,Monterrey
2010-04-02,Nashville,Birmingham
2010-04-02,Phoenix,Los Angeles
2010-04-03,Merida,San Antonio
2010-04-03,Vancouver,Denver
2010-04-03,Atlanta,Charlotte
2010-04-03,Oakland,Tijuana
2010-04-03,Seattle,Calgary
2010-04-03,Dallas,Monterrey
2010-04-03,Nashville,Birmingham
2010-04-03,Phoenix,Los Angeles
2010-04-04,Merida,San Antonio
2010-04-04,Vancouver,Denver
2010-04-04,Atlanta,Charlotte
2010-04-05,Seattle,Denver
2010-04-05,Nashville,Atlanta
2010-04-05,Merida,Dallas
2010-04-05,Vancouver,Calgary
2010-04-04,Phoenix,Oakland
2010-04-05,Los Angeles,Tijuana
2010-04-05,Monterrey,San Antonio
2010-04-05,Charlotte,Birmingham
2010-04-06,Seattle,Denver
2010-04-06,Nashville,Atlanta
2010-04-06,Merida,Dallas
2010-04-06,Vancouver,Calgary
2010-04-05,Phoenix,Oakland
2010-04-06,Los Angeles,Tijuana
2010-04-06,Monterrey,San Antonio
2010-04-06,Charlotte,Birmingham
2010-04-07,Seattle,Denver
2010-04-07,Nashville,Atlanta
2010-04-07,Merida,Dallas
2010-04-07,Vancouver,Calgary
2010-04-06,Phoenix,Oakland
2010-04-07,Los Angeles,Tijuana
2010-04-07,Monterrey,San Antonio
2010-04-07,Charlotte,Birmingham
2010-04-08,Dallas,San Antonio
2010-04-08,Charlotte,Atlanta
2010-04-08,Tijuana,Phoenix
2010-04-08,Denver,Calgary
2010-04-08,Seattle,Vancouver
2010-04-08,Los Angeles,Oakland
2010-04-08,Birmingham,Nashville
2010-04-08,Merida,Monterrey
2010-04-09,Dallas,San Antonio
2010-04-09,Charlotte,Atlanta
2010-04-09,Tijuana,Phoenix
2010-04-09,Denver,Calgary
2010-04-09,Seattle,Vancouver
2010-04-09,Los Angeles,Oakland
2010-04-09,Birmingham,Nashville
2010-04-09,Merida,Monterrey
2010-04-10,Dallas,San Antonio
2010-04-10,Charlotte,Atlanta
2010-04-10,Tijuana,Phoenix
2010-04-10,Denver,Calgary
2010-04-10,Seattle,Vancouver
2010-04-10,Los Angeles,Oakland
2010-04-10,Birmingham,Nashville
2010-04-10,Merida,Monterrey
2010-04-11,Los Angeles,Phoenix
2010-04-11,Monterrey,Merida
2010-04-11,Charlotte,Nashville
2010-04-11,Denver,Seattle
2010-04-11,Birmingham,Atlanta
2010-04-11,San Antonio,Dallas
2010-04-11,Tijuana,Oakland
2010-04-11,Calgary,Vancouver
2010-04-12,Los Angeles,Phoenix
2010-04-12,Monterrey,Merida
2010-04-12,Charlotte,Nashville
2010-04-12,Denver,Seattle
2010-04-12,Birmingham,Atlanta
2010-04-12,San Antonio,Dallas
2010-04-12,Tijuana,Oakland
2010-04-12,Calgary,Vancouver
2010-04-13,Los Angeles,Phoenix
2010-04-13,Monterrey,Merida
2010-04-13,Charlotte,Nashville
2010-04-13,Denver,Seattle
2010-04-13,Birmingham,Atlanta
2010-04-13,San Antonio,Dallas
2010-04-13,Tijuana,Oakland
2010-04-13,Calgary,Vancouver
2010-04-14,San Antonio,Monterrey
2010-04-14,Calgary,Denver
2010-04-14,Atlanta,Birmingham
2010-04-14,Dallas,Merida
2010-04-14,Oakland,Phoenix
2010-04-15,Vancouver,Seattle
2010-04-15,Nashville,Charlotte
2010-04-15,Tijuana,Los Angeles
2010-04-15,San Antonio,Monterrey
2010-04-15,Calgary,Denver
2010-04-15,Atlanta,Birmingham
2010-04-15,Dallas,Merida
2010-04-15,Oakland,Phoenix
2010-04-16,Vancouver,Seattle
2010-04-16,Nashville,Charlotte
2010-04-16,Tijuana,Los Angeles
2010-04-16,San Antonio,Monterrey
2010-04-16,Calgary,Denver
2010-04-16,Atlanta,Birmingham
2010-04-16,Dallas,Merida
2010-04-16,Oakland,Phoenix
2010-04-17,Vancouver,Seattle
2010-04-17,Nashville,Charlotte
2010-04-17,Tijuana,Los Angeles
2010-04-17,San Antonio,Merida
2010-04-17,Monterrey,Dallas
2010-04-18,Atlanta,Nashville
2010-04-18,Calgary,Seattle
2010-04-18,Birmingham,Charlotte
2010-04-18,Phoenix,Tijuana
2010-04-18,Denver,Vancouver
2010-04-18,Oakland,Los Angeles
2010-04-18,San Antonio,Merida
2010-04-18,Monterrey,Dallas
2010-04-19,Atlanta,Nashville
2010-04-19,Calgary,Seattle
2010-04-19,Birmingham,Charlotte
2010-04-19,Phoenix,Tijuana
2010-04-19,Denver,Vancouver
2010-04-19,Oakland,Los Angeles
2010-04-19,San Antonio,Merida
2010-04-19,Monterrey,Dallas
2010-04-20,Atlanta,Nashville
2010-04-20,Calgary,Seattle
2010-04-20,Birmingham,Charlotte
2010-04-20,Phoenix,Tijuana
2010-04-20,Denver,Vancouver
2010-04-20,Oakland,Los Angeles
2010-04-21,San Antonio,Vancouver
2010-04-21,Los Angeles,Birmingham
2010-04-21,Dallas,Calgary
2010-04-21,Nashville,Tijuana
2010-04-21,Charlotte,Phoenix
2010-04-21,Seattle,Merida
2010-04-21,Monterrey,Denver
2010-04-21,Atlanta,Oakland
2010-04-22,San Antonio,Vancouver
2010-04-22,Los Angeles,Birmingham
2010-04-22,Dallas,Calgary
2010-04-22,Nashville,Tijuana
2010-04-22,Charlotte,Phoenix
2010-04-22,Seattle,Merida
2010-04-22,Monterrey,Denver
2010-04-22,Atlanta,Oakland
2010-04-23,San Antonio,Vancouver
2010-04-23,Los Angeles,Birmingham
2010-04-23,Dallas,Calgary
2010-04-23,Nashville,Tijuana
2010-04-23,Charlotte,Phoenix
2010-04-23,Seattle,Merida
2010-04-23,Monterrey,Denver
2010-04-23,Atlanta,Oakland
2010-04-24,Tijuana,Atlanta
2010-04-24,San Antonio,Seattle
2010-04-24,Vancouver,Merida
2010-04-24,Oakland,Nashville
2010-04-24,Dallas,Denver
2010-04-25,Calgary,Monterrey
2010-04-25,Phoenix,Charlotte
2010-04-25,Birmingham,Los Angeles
2010-04-25,Tijuana,Atlanta
2010-04-25,San Antonio,Seattle
2010-04-25,Vancouver,Merida
2010-04-25,Oakland,Nashville
2010-04-25,Dallas,Denver
2010-04-26,Calgary,Monterrey
2010-04-26,Phoenix,Charlotte
2010-04-26,Birmingham,Los Angeles
2010-04-26,Tijuana,Atlanta
2010-04-26,San Antonio,Seattle
2010-04-26,Vancouver,Merida
2010-04-26,Oakland,Nashville
2010-04-26,Dallas,Denver
2010-04-27,Calgary,Monterrey
2010-04-27,Phoenix,Charlotte
2010-04-27,Birmingham,Los Angeles
2010-04-27,Merida,Seattle
2010-04-28,Calgary,Dallas
2010-04-28,Los Angeles,Charlotte
2010-04-27,San Antonio,Denver
2010-04-28,Birmingham,Phoenix
2010-04-28,Atlanta,Tijuana
2010-04-28,Nashville,Oakland
2010-04-28,Monterrey,Vancouver
2010-04-28,Merida,Seattle
2010-04-29,Calgary,Dallas
2010-04-29,Los Angeles,Charlotte
2010-04-28,San Antonio,Denver
2010-04-29,Birmingham,Phoenix
2010-04-29,Atlanta,Tijuana
2010-04-29,Nashville,Oakland
2010-04-29,Monterrey,Vancouver
2010-04-29,Merida,Seattle
2010-04-30,Calgary,Dallas
2010-04-30,Los Angeles,Charlotte
2010-04-29,San Antonio,Denver
2010-04-30,Birmingham,Phoenix
2010-04-30,Atlanta,Tijuana
2010-04-30,Nashville,Oakland
2010-04-30,Monterrey,Vancouver
2010-05-01,Oakland,Charlotte
2010-05-01,Nashville,Los Angeles
2010-05-01,Seattle,Monterrey
2010-05-01,Denver,Dallas
2010-05-01,Atlanta,Phoenix
2010-05-01,Calgary,Merida
2010-05-01,Birmingham,Tijuana
2010-05-01,Vancouver,San Antonio
2010-05-02,Oakland,Charlotte
2010-05-02,Nashville,Los Angeles
2010-05-02,Seattle,Monterrey
2010-05-02,Denver,Dallas
2010-05-02,Atlanta,Phoenix
2010-05-02,Calgary,Merida
2010-05-02,Birmingham,Tijuana
2010-05-02,Vancouver,San Antonio
2010-05-03,Oakland,Charlotte
2010-05-03,Nashville,Los Angeles
2010-05-03,Seattle,Monterrey
2010-05-03,Denver,Dallas
2010-05-03,Atlanta,Phoenix
2010-05-03,Calgary,Merida
2010-05-03,Birmingham,Tijuana
2010-05-03,Vancouver,San Antonio
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,Vancouver,Tijuana
2010-05-07,Birmingham,Merida
2010-05-07,San Antonio,Charlotte
2010-05-07,Oakland,Denver
2010-05-07,Monterrey,Nashville
2010-05-08,Calgary,Phoenix
2010-05-08,Seattle,Los Angeles
2010-05-08,Atlanta,Dallas
2010-05-08,Vancouver,Tijuana
2010-05-08,Birmingham,Merida
2010-05-08,San Antonio,Charlotte
2010-05-08,Oakland,Denver
2010-05-08,Monterrey,Nashville
2010-05-09,Calgary,Phoenix
2010-05-09,Seattle,Los Angeles
2010-05-09,Atlanta,Dallas
2010-05-09,Vancouver,Tijuana
2010-05-09,Birmingham,Merida
2010-05-09,San Antonio,Charlotte
2010-05-09,Oakland,Denver
2010-05-09,Monterrey,Nashville
2010-05-10,Calgary,Phoenix
2010-05-10,Seattle,Los Angeles
2010-05-10,Atlanta,Dallas
2010-05-11,Dallas,Atlanta
2010-05-10,Merida,Birmingham
2010-05-10,Charlotte,Monterrey
2010-05-11,Denver,Los Angeles
2010-05-10,Oakland,Vancouver
2010-05-11,Tijuana,Calgary
2010-05-11,Nashville,San Antonio
2010-05-11,Phoenix,Seattle
2010-05-12,Dallas,Atlanta
2010-05-11,Merida,Birmingham
2010-05-11,Charlotte,Monterrey
2010-05-12,Denver,Los Angeles
2010-05-11,Oakland,Vancouver
2010-05-12,Tijuana,Calgary
2010-05-12,Nashville,San Antonio
2010-05-12,Phoenix,Seattle
2010-05-13,Dallas,Atlanta
2010-05-12,Merida,Birmingham
2010-05-12,Charlotte,Monterrey
2010-05-13,Denver,Los Angeles
2010-05-12,Oakland,Vancouver
2010-05-13,Tijuana,Calgary
2010-05-13,Nashville,San Antonio
2010-05-13,Phoenix,Seattle
2010-05-14,San Antonio,Nashville
2010-05-14,Tijuana,Denver
2010-05-14,Birmingham,Dallas
2010-05-14,Atlanta,Merida
2010-05-14,Los Angeles,Seattle
2010-05-15,Oakland,Calgary
2010-05-15,Monterrey,Charlotte
2010-05-15,Vancouver,Phoenix
2010-05-15,San Antonio,Nashville
2010-05-15,Tijuana,Denver
2010-05-15,Birmingham,Dallas
2010-05-15,Atlanta,Merida
2010-05-15,Los Angeles,Seattle
2010-05-16,Oakland,Calgary
2010-05-16,Monterrey,Charlotte
2010-05-16,Vancouver,Phoenix
2010-05-16,San Antonio,Nashville
2010-05-16,Tijuana,Denver
2010-05-16,Birmingham,Dallas
2010-05-16,Atlanta,Merida
2010-05-16,Los Angeles,Seattle
2010-05-17,Oakland,Calgary
2010-05-17,Monterrey,Charlotte
2010-05-17,Vancouver,Phoenix
2010-05-18,Vancouver,Los Angeles
2010-05-18,Charlotte,San Antonio
2010-05-17,Nashville,Merida
2010-05-18,Phoenix,Calgary
2010-05-18,Oakland,Seattle
2010-05-18,Monterrey,Atlanta
2010-05-18,Dallas,Birmingham
2010-05-18,Denver,Tijuana
2010-05-19,Vancouver,Los Angeles
2010-05-19,Charlotte,San Antonio
2010-05-18,Nashville,Merida
2010-05-19,Phoenix,Calgary
2010-05-19,Oakland,Seattle
2010-05-19,Monterrey,Atlanta
2010-05-19,Dallas,Birmingham
2010-05-19,Denver,Tijuana
2010-05-20,Vancouver,Los Angeles
2010-05-20,Charlotte,San Antonio
2010-05-19,Nashville,Merida
2010-05-20,Phoenix,Calgary
2010-05-20,Oakland,Seattle
2010-05-20,Monterrey,Atlanta
2010-05-20,Dallas,Birmingham
2010-05-20,Denver,Tijuana
2010-05-21,Phoenix,Denver
2010-05-21,Nashville,Monterrey
2010-05-21,Charlotte,Dallas
2010-05-21,Los Angeles,Vancouver
2010-05-21,Merida,Atlanta
2010-05-21,Seattle,Oakland
2010-05-21,San Antonio,Birmingham
2010-05-21,Calgary,Tijuana
2010-05-22,Phoenix,Denver
2010-05-22,Nashville,Monterrey
2010-05-22,Charlotte,Dallas
2010-05-22,Los Angeles,Vancouver
2010-05-22,Merida,Atlanta
2010-05-22,Seattle,Oakland
2010-05-22,San Antonio,Birmingham
2010-05-22,Calgary,Tijuana
2010-05-23,Phoenix,Denver
2010-05-23,Nashville,Monterrey
2010-05-23,Charlotte,Dallas
2010-05-23,Los Angeles,Vancouver
2010-05-23,Merida,Atlanta
2010-05-23,Seattle,Oakland
2010-05-23,San Antonio,Birmingham
2010-05-23,Calgary,Tijuana
2010-05-24,Monterrey,Birmingham
2010-05-24,Calgary,Oakland
2010-05-24,Merida,Charlotte
2010-05-24,Tijuana,Vancouver
2010-05-24,Seattle,Phoenix
2010-05-25,San Antonio,Atlanta
2010-05-25,Dallas,Nashville
2010-05-25,Los Angeles,Denver
2010-05-25,Monterrey,Birmingham
2010-05-25,Calgary,Oakland
2010-05-25,Merida,Charlotte
2010-05-25,Tijuana,Vancouver
2010-05-25,Seattle,Phoenix
2010-05-26,San Antonio,Atlanta
2010-05-26,Dallas,Nashville
2010-05-26,Los Angeles,Denver
2010-05-26,Monterrey,Birmingham
2010-05-26,Calgary,Oakland
2010-05-26,Merida,Charlotte
2010-05-26,Tijuana,Vancouver
2010-05-26,Seattle,Phoenix
2010-05-27,San Antonio,Atlanta
2010-05-27,Dallas,Nashville
2010-05-27,Los Angeles,Denver
2010-05-28,Nashville,Dallas
2010-05-28,Atlanta,San Antonio
2010-05-27,Phoenix,Vancouver
2010-05-27,Birmingham,Monterrey
2010-05-28,Denver,Oakland
2010-05-28,Los Angeles,Calgary
2010-05-28,Seattle,Tijuana
2010-05-28,Charlotte,Merida
2010-05-29,Nashville,Dallas
2010-05-29,Atlanta,San Antonio
2010-05-28,Phoenix,Vancouver
2010-05-28,Birmingham,Monterrey
2010-05-29,Denver,Oakland
2010-05-29,Los Angeles,Calgary
2010-05-29,Seattle,Tijuana
2010-05-29,Charlotte,Merida
2010-05-30,Nashville,Dallas
2010-05-30,Atlanta,San Antonio
2010-05-29,Phoenix,Vancouver
2010-05-29,Birmingham,Monterrey
2010-05-30,Denver,Oakland
2010-05-30,Los Angeles,Calgary
2010-05-30,Seattle,Tijuana
2010-05-30,Charlotte,Merida
2010-05-31,Birmingham,San Antonio
2010-05-31,Dallas,Charlotte
2010-05-31,Denver,Phoenix
2010-05-31,Calgary,Los Angeles
2010-05-31,Merida,Nashville
2010-05-31,Tijuana,Seattle
2010-05-31,Atlanta,Monterrey
2010-05-31,Vancouver,Oakland
2010-06-01,Birmingham,San Antonio
2010-06-01,Dallas,Charlotte
2010-06-01,Denver,Phoenix
2010-06-01,Calgary,Los Angeles
2010-06-01,Merida,Nashville
2010-06-01,Tijuana,Seattle
2010-06-01,Atlanta,Monterrey
2010-06-01,Vancouver,Oakland
2010-06-02,Birmingham,San Antonio
2010-06-02,Dallas,Charlotte
2010-06-02,Denver,Phoenix
2010-06-02,Calgary,Los Angeles
2010-06-02,Merida,Nashville
2010-06-02,Tijuana,Seattle
2010-06-02,Atlanta,Monterrey
2010-06-02,Vancouver,Oakland
2010-06-03,Denver,Los Angeles
2010-06-03,Oakland,Vancouver
2010-06-03,Merida,Atlanta
2010-06-03,Tijuana,Seattle
2010-06-03,Monterrey,Birmingham
2010-06-04,Nashville,San Antonio
2010-06-04,Calgary,Phoenix
2010-06-04,Charlotte,Dallas
2010-06-04,Denver,Los Angeles
2010-06-04,Oakland,Vancouver
2010-06-04,Merida,Atlanta
2010-06-04,Tijuana,Seattle
2010-06-04,Monterrey,Birmingham
2010-06-05,Nashville,San Antonio
2010-06-05,Calgary,Phoenix
2010-06-05,Charlotte,Dallas
2010-06-05,Denver,Los Angeles
2010-06-05,Oakland,Vancouver
2010-06-05,Merida,Atlanta
2010-06-05,Tijuana,Seattle
2010-06-05,Monterrey,Birmingham
2010-06-06,Nashville,San Antonio
2010-06-06,Calgary,Phoenix
2010-06-06,Charlotte,Dallas
