Date,Home,Away
2010-04-01,Indianapolis,Detroit
2010-04-01,Toronto,Pittsburgh
2010-04-01,Boston,New Haven
2010-04-01,St. Paul,Winnipeg
2010-04-01,Philadelphia,"Washington, D.C."
2010-04-02,St. Louis,Chicago
2010-04-02,New York,Montreal
2010-04-02,Columbus,Akron
2010-04-02,Indianapolis,Detroit
2010-04-02,Toronto,Pittsburgh
2010-04-02,Boston,New Haven
2010-04-02,St. Paul,Winnipeg
2010-04-02,Philadelphia,"Washington, D.C."
2010-04-03,St. Louis,Chicago
2010-04-03,New York,Montreal
2010-04-03,Columbus,Akron
2010-04-03,Indianapolis,Detroit
2010-04-03,Toronto,Pittsburgh
2010-04-03,Boston,New Haven
2010-04-03,St. Paul,Winnipeg
2010-04-03,Philadelphia,"Washington, D.C."
2010-04-04,St. Louis,Chicago
2010-04-04,New York,Montreal
2010-04-04,Columbus,Akron
2010-04-04,Pittsburgh,"Washington, D.C."
2010-04-05,Detroit,Akron
2010-04-05,St. Paul,St. Louis
2010-04-04,Philadelphia,Toronto
2010-04-05,Montreal,New York
2010-04-05,Winnipeg,Chicago
2010-04-05,New Haven,Boston
2010-04-05,Indianapolis,Columbus
2010-04-05,Pittsburgh,"Washington, D.C."
2010-04-06,Detroit,Akron
2010-04-06,St. Paul,St. Louis
2010-04-05,Philadelphia,Toronto
2010-04-06,Montreal,New York
2010-04-06,Winnipeg,Chicago
2010-04-06,New Haven,Boston
2010-04-06,Indianapolis,Columbus
2010-04-06,Pittsburgh,"Washington, D.C."
2010-04-07,Detroit,Akron
2010-04-07,St. Paul,St. Louis
2010-04-06,Philadelphia,Toronto
2010-04-07,Montreal,New York
2010-04-07,Winnipeg,Chicago
2010-04-07,New Haven,Boston
2010-04-07,Indianapolis,Columbus
2010-04-08,Indianapolis,Akron
2010-04-08,St. Paul,Chicago
2010-04-07,Toronto,"Washington, D.C."
2010-04-08,New Haven,New York
2010-04-08,St. Louis,Winnipeg
2010-04-08,Detroit,Columbus
2010-04-08,Montreal,Boston
2010-04-08,Philadelphia,Pittsburgh
2010-04-09,Indianapolis,Akron
2010-04-09,St. Paul,Chicago
2010-04-08,Toronto,"Washington, D.C."
2010-04-09,New Haven,New York
2010-04-09,St. Louis,Winnipeg
2010-04-09,Detroit,Columbus
2010-04-09,Montreal,Boston
2010-04-09,Philadelphia,Pittsburgh
2010-04-10,Indianapolis,Akron
2010-04-10,St. Paul,Chicago
2010-04-09,Toronto,"Washington, D.C."
2010-04-10,New Haven,New York
2010-04-10,St. Louis,Winnipeg
2010-04-10,Detroit,Columbus
2010-04-10,Montreal,Boston
2010-04-10,Philadelphia,Pittsburgh
2010-04-11,Akron,Indianapolis
2010-04-11,Chicago,St. Louis
2010-04-11,New York,Boston
2010-04-11,Winnipeg,St. Paul
2010-04-11,Toronto,Philadelphia
2010-04-11,"Washington, D.C.",Pittsburgh
2010-04-11,Montreal,New Haven
2010-04-11,Columbus,Detroit
2010-04-12,Akron,Indianapolis
2010-04-12,Chicago,St. Louis
2010-04-12,New York,Boston
2010-04-12,Winnipeg,St. Paul
2010-04-12,Toronto,Philadelphia
2010-04-12,"Washington, D.C.",Pittsburgh
2010-04-12,Montreal,New Haven
2010-04-12,Columbus,Detroit
2010-04-13,Akron,Indianapolis
2010-04-13,Chicago,St. Louis
2010-04-13,New York,Boston
2010-04-13,Winnipeg,St. Paul
2010-04-13,Toronto,Philadelphia
2010-04-13,"Washington, D.C.",Pittsburgh
2010-04-13,Montreal,New Haven
2010-04-13,Columbus,Detroit
2010-04-14,Pittsburgh,Philadelphia
2010-04-14,New Haven,Montreal
2010-04-14,Detroit,Indianapolis
2010-04-14,Boston,New York
2010-04-14,"Washington, D.C.",Toronto
2010-04-15,Chicago,St. Paul
2010-04-15,Winnipeg,St. Louis
2010-04-15,Akron,Columbus
2010-04-15,Pittsburgh,Philadelphia
2010-04-15,New Haven,Montreal
2010-04-15,Detroit,Indianapolis
2010-04-15,Boston,New York
2010-04-15,"Washington, D.C.",Toronto
2010-04-16,Chicago,St. Paul
2010-04-16,Winnipeg,St. Louis
2010-04-16,Akron,Columbus
2010-04-16,Pittsburgh,Philadelphia
2010-04-16,New Haven,Montreal
2010-04-16,Detroit,Indianapolis
2010-04-16,Boston,New York
2010-04-16,"Washington, D.C.",Toronto
2010-04-17,Chicago,St. Paul
2010-04-17,Winnipeg,St. Louis
2010-04-17,Akron,Columbus
2010-04-17,New York,New Haven
2010-04-18,Akron,Detroit
2010-04-17,"Washington, D.C.",Philadelphia
2010-04-18,St. Louis,St. Paul
2010-04-17,Pittsburgh,Toronto
2010-04-18,Chicago,Winnipeg
2010-04-18,Boston,Montreal
2010-04-18,Columbus,Indianapolis
2010-04-18,New York,New Haven
2010-04-19,Akron,Detroit
2010-04-18,"Washington, D.C.",Philadelphia
2010-04-19,St. Louis,St. Paul
2010-04-18,Pittsburgh,Toronto
2010-04-19,Chicago,Winnipeg
2010-04-19,Boston,Montreal
2010-04-19,Columbus,Indianapolis
2010-04-19,New York,New Haven
2010-04-20,Akron,Detroit
2010-04-19,"Washington, D.C.",Philadelphia
2010-04-20,St. Louis,St. Paul
2010-04-19,Pittsburgh,Toronto
2010-04-20,Chicago,Winnipeg
2010-04-20,Boston,Montreal
2010-04-20,Columbus,Indianapolis
2010-04-21,Columbus,Boston
2010-04-21,St. Louis,Pittsburgh
2010-04-21,Indianapolis,New York
2010-04-21,Montreal,Akron
2010-04-21,"Washington, D.C.",Chicago
2010-04-21,Philadelphia,Winnipeg
2010-04-21,Toronto,St. Paul
2010-04-21,Detroit,New Haven
2010-04-22,Columbus,Boston
2010-04-22,St. Louis,Pittsburgh
2010-04-22,Indianapolis,New York
2010-04-22,Montreal,Akron
2010-04-22,"Washington, D.C.",Chicago
2010-04-22,Philadelphia,Winnipeg
2010-04-22,Toronto,St. Paul
2010-04-22,Detroit,New Haven
2010-04-23,Columbus,Boston
2010-04-23,St. Louis,Pittsburgh
2010-04-23,Indianapolis,New York
2010-04-23,Montreal,Akron
2010-04-23,"Washington, D.C.",Chicago
2010-04-23,Philadelphia,Winnipeg
2010-04-23,Toronto,St. Paul
2010-04-23,Detroit,New Haven
2010-04-24,Boston,Akron
2010-04-24,Montreal,Columbus
2010-04-24,Chicago,"Washington, D.C."
2010-04-24,St. Paul,Pittsburgh
2010-04-24,Toronto,Winnipeg
2010-04-25,Detroit,New York
2010-04-25,Indianapolis,New Haven
2010-04-25,Philadelphia,St. Louis
2010-04-25,Boston,Akron
2010-04-25,Montreal,Columbus
2010-04-25,Chicago,"Washington, D.C."
2010-04-25,St. Paul,Pittsburgh
2010-04-25,Toronto,Winnipeg
2010-04-26,Detroit,New York
2010-04-26,Indianapolis,New Haven
2010-04-26,Philadelphia,St. Louis
2010-04-26,Boston,Akron
2010-04-26,Montreal,Columbus
2010-04-26,Chicago,"Washington, D.C."
2010-04-26,St. Paul,Pittsburgh
2010-04-26,Toronto,Winnipeg
2010-04-27,Detroit,New York
2010-04-27,Indianapolis,New Haven
2010-04-27,Philadelphia,St. Louis
2010-04-28,New Haven,Columbus
2010-04-28,Indianapolis,Montreal
2010-04-27,"Washington, D.C.",Winnipeg
2010-04-28,Chicago,Philadelphia
2010-04-28,Akron,New York
2010-04-28,Detroit,Boston
2010-04-28,Toronto,St. Louis
2010-04-28,Pittsburgh,St. Paul
2010-04-29,New Haven,Columbus
2010-04-29,Indianapolis,Montreal
2010-04-28,"Washington, D.C.",Winnipeg
2010-04-29,Chicago,Philadelphia
2010-04-29,Akron,New York
2010-04-29,Detroit,Boston
2010-04-29,Toronto,St. Louis
2010-04-29,Pittsburgh,St. Paul
2010-04-30,New Haven,Columbus
2010-04-30,Indianapolis,Montreal
2010-04-29,"Washington, D.C.",Winnipeg
2010-04-30,Chicago,Philadelphia
2010-04-30,Akron,New York
2010-04-30,Detroit,Boston
2010-04-30,Toronto,St. Louis
2010-04-30,Pittsburgh,St. Paul
2010-05-01,Akron,Boston
2010-05-01,Pittsburgh,St. Louis
2010-05-01,Montreal,Detroit
2010-04-30,Winnipeg,"Washington, D.C."
2010-05-01,Columbus,New York
2010-05-01,St. Paul,Philadelphia
2010-05-01,New Haven,Indianapolis
2010-05-01,Chicago,Toronto
2010-05-02,Akron,Boston
2010-05-02,Pittsburgh,St. Louis
2010-05-02,Montreal,Detroit
2010-05-01,Winnipeg,"Washington, D.C."
2010-05-02,Columbus,New York
2010-05-02,St. Paul,Philadelphia
2010-05-02,New Haven,Indianapolis
2010-05-02,Chicago,Toronto
2010-05-03,Akron,Boston
2010-05-03,Pittsburgh,St. Louis
2010-05-03,Montreal,Detroit
2010-05-02,Winnipeg,"Washington, D.C."
2010-05-03,Columbus,New York
