Date,Home,Away
2010-04-01,Phoenix,Los Angeles
2010-04-01,Seattle,Denver
2010-04-01,Tijuana,Oakland
2010-04-01,Vancouver,Calgary
2010-04-01,Charlotte,Atlanta
2010-04-02,Merida,Monterrey
2010-04-02,Dallas,San Antonio
2010-04-02,Nashville,Birmingham
2010-04-02,Phoenix,Los Angeles
2010-04-02,Seattle,Denver
2010-04-02,Tijuana,Oakland
2010-04-02,Vancouver,Calgary
2010-04-02,Charlotte,Atlanta
2010-04-03,Merida,Monterrey
2010-04-03,Dallas,San Antonio
2010-04-03,Nashville,Birmingham
2010-04-03,Phoenix,Los Angeles
2010-04-03,Seattle,Denver
2010-04-03,Tijuana,Oakland
2010-04-03,Vancouver,Calgary
2010-04-03,Charlotte,Atlanta
2010-04-04,Merida,Monterrey
2010-04-04,Dallas,San Antonio
2010-04-04,Nashville,Birmingham
2010-04-05,Birmingham,Atlanta
2010-04-04,Seattle,Calgary
2010-04-05,Merida,Dallas
2010-04-04,Denver,Vancouver
2010-04-04,Los Angeles,Phoenix
2010-04-05,San Antonio,Monterrey
2010-04-05,Oakland,Tijuana
2010-04-05,Nashville,Charlotte
2010-04-06,Birmingham,Atlanta
2010-04-05,Seattle,Calgary
2010-04-06,Merida,Dallas
2010-04-05,Denver,Vancouver
2010-04-05,Los Angeles,Phoenix
2010-04-06,San Antonio,Monterrey
2010-04-06,Oakland,Tijuana
2010-04-06,Nashville,Charlotte
2010-04-07,Birmingham,Atlanta
2010-04-06,Seattle,Calgary
2010-04-07,Merida,Dallas
2010-04-06,Denver,Vancouver
2010-04-06,Los Angeles,Phoenix
2010-04-07,San Antonio,Monterrey
2010-04-07,Oakland,Tijuana
2010-04-07,Nashville,Charlotte
2010-04-08,Oakland,Los Angeles
2010-04-07,Calgary,Seattle
2010-04-08,Charlotte,Birmingham
2010-04-08,Dallas,Merida
2010-04-08,Phoenix,Tijuana
2010-04-08,Nashville,Atlanta
2010-04-08,Vancouver,Denver
2010-04-08,Monterrey,San Antonio
2010-04-09,Oakland,Los Angeles
2010-04-08,Calgary,Seattle
2010-04-09,Charlotte,Birmingham
2010-04-09,Dallas,Merida
2010-04-09,Phoenix,Tijuana
2010-04-09,Nashville,Atlanta
2010-04-09,Vancouver,Denver
2010-04-09,Monterrey,San Antonio
2010-04-10,Oakland,Los Angeles
2010-04-09,Calgary,Seattle
2010-04-10,Charlotte,Birmingham
2010-04-10,Dallas,Merida
2010-04-10,Phoenix,Tijuana
2010-04-10,Nashville,Atlanta
2010-04-10,Vancouver,Denver
2010-04-10,Monterrey,San Antonio
2010-04-11,Dallas,Monterrey
2010-04-11,Charlotte,Nashville
2010-04-11,Calgary,Vancouver
2010-04-11,Oakland,Phoenix
2010-04-11,Los Angeles,Tijuana
2010-04-11,Merida,San Antonio
2010-04-11,Atlanta,Birmingham
2010-04-11,Denver,Seattle
2010-04-12,Dallas,Monterrey
2010-04-12,Charlotte,Nashville
2010-04-12,Calgary,Vancouver
2010-04-12,Oakland,Phoenix
2010-04-12,Los Angeles,Tijuana
2010-04-12,Merida,San Antonio
2010-04-12,Atlanta,Birmingham
2010-04-12,Denver,Seattle
2010-04-13,Dallas,Monterrey
2010-04-13,Charlotte,Nashville
2010-04-13,Calgary,Vancouver
2010-04-13,Oakland,Phoenix
2010-04-13,Los Angeles,Tijuana
2010-04-13,Merida,San Antonio
2010-04-13,Atlanta,Birmingham
2010-04-13,Denver,Seattle
2010-04-14,Atlanta,Nashville
2010-04-14,Seattle,Vancouver
2010-04-14,Los Angeles,Oakland
2010-04-14,Monterrey,Dallas
2010-04-14,Tijuana,Phoenix
2010-04-15,San Antonio,Merida
2010-04-15,Calgary,Denver
2010-04-15,Birmingham,Charlotte
2010-04-15,Atlanta,Nashville
2010-04-15,Seattle,Vancouver
2010-04-15,Los Angeles,Oakland
2010-04-15,Monterrey,Dallas
2010-04-15,Tijuana,Phoenix
2010-04-16,San Antonio,Merida
2010-04-16,Calgary,Denver
2010-04-16,Birmingham,Charlotte
2010-04-16,Atlanta,Nashville
2010-04-16,Seattle,Vancouver
2010-04-16,Los Angeles,Oakland
2010-04-16,Monterrey,Dallas
2010-04-16,Tijuana,Phoenix
2010-04-17,San Antonio,Merida
2010-04-17,Calgary,Denver
2010-04-17,Birmingham,Charlotte
2010-04-17,Vancouver,Seattle
2010-04-18,San Antonio,Dallas
2010-04-18,Atlanta,Charlotte
2010-04-18,Denver,Calgary
2010-04-18,Monterrey,Merida
2010-04-18,Birmingham,Nashville
2010-04-18,Phoenix,Oakland
2010-04-18,Tijuana,Los Angeles
2010-04-18,Vancouver,Seattle
2010-04-19,San Antonio,Dallas
2010-04-19,Atlanta,Charlotte
2010-04-19,Denver,Calgary
2010-04-19,Monterrey,Merida
2010-04-19,Birmingham,Nashville
2010-04-19,Phoenix,Oakland
