Date,Home,Away
2010-04-01,St. Paul,St. Louis
2010-04-01,Columbus,Detroit
2010-04-01,Philadelphia,"Washington, D.C."
2010-04-01,Chicago,Winnipeg
2010-04-01,Montreal,Boston
2010-04-02,Akron,Indianapolis
2010-04-02,New Haven,New York
2010-04-02,Toronto,Pittsburgh
2010-04-02,St. Paul,St. Louis
2010-04-02,Columbus,Detroit
2010-04-02,Philadelphia,"Washington, D.C."
2010-04-02,Chicago,Winnipeg
2010-04-02,Montreal,Boston
2010-04-03,Akron,Indianapolis
2010-04-03,New Haven,New York
2010-04-03,Toronto,Pittsburgh
2010-04-03,St. Paul,St. Louis
2010-04-03,Columbus,Detroit
2010-04-03,Philadelphia,"Washington, D.C."
2010-04-03,Chicago,Winnipeg
2010-04-03,Montreal,Boston
2010-04-04,Akron,Indianapolis
2010-04-04,New Haven,New York
2010-04-04,Toronto,Pittsburgh
2010-04-05,New York,New Haven
2010-04-05,Pittsburgh,Toronto
2010-04-05,Columbus,Akron
2010-04-04,St. Paul,Winnipeg
2010-04-05,Detroit,Indianapolis
2010-04-05,"Washington, D.C.",Philadelphia
2010-04-05,St. Louis,Chicago
2010-04-05,Boston,Montreal
2010-04-06,New York,New Haven
2010-04-06,Pittsburgh,Toronto
2010-04-06,Columbus,Akron
2010-04-05,St. Paul,Winnipeg
2010-04-06,Detroit,Indianapolis
2010-04-06,"Washington, D.C.",Philadelphia
2010-04-06,St. Louis,Chicago
2010-04-06,Boston,Montreal
2010-04-07,New York,New Haven
2010-04-07,Pittsburgh,Toronto
2010-04-07,Columbus,Akron
2010-04-06,St. Paul,Winnipeg
2010-04-07,Detroit,Indianapolis
2010-04-07,"Washington, D.C.",Philadelphia
2010-04-07,St. Louis,Chicago
2010-04-07,Boston,Montreal
2010-04-08,New York,Boston
2010-04-08,Akron,Columbus
2010-04-08,Toronto,"Washington, D.C."
2010-04-08,Philadelphia,Pittsburgh
2010-04-08,Winnipeg,Chicago
2010-04-08,St. Louis,St. Paul
2010-04-08,Indianapolis,Detroit
2010-04-08,New Haven,Montreal
2010-04-09,New York,Boston
2010-04-09,Akron,Columbus
