Date,Home,Away
2010-04-01,"Washington, D.C.",Toronto
2010-04-01,Detroit,Indianapolis
2010-04-01,Pittsburgh,Philadelphia
2010-04-01,New York,Boston
2010-04-01,St. Paul,St. Louis
2010-04-02,Chicago,Winnipeg
2010-04-02,Montreal,New Haven
2010-04-02,Akron,Columbus
2010-04-02,"Washington, D.C.",Toronto
2010-04-02,Detroit,Indianapolis
2010-04-02,Pittsburgh,Philadelphia
2010-04-02,New York,Boston
2010-04-02,St. Paul,St. Louis
2010-04-03,Chicago,Winnipeg
2010-04-03,Montreal,New Haven
2010-04-03,Akron,Columbus
2010-04-03,"Washington, D.C.",Toronto
2010-04-03,Detroit,Indianapolis
2010-04-03,Pittsburgh,Philadelphia
2010-04-03,New York,Boston
2010-04-03,St. Paul,St. Louis
2010-04-04,Chicago,Winnipeg
2010-04-04,Montreal,New Haven
2010-04-04,Akron,Columbus
2010-04-05,Akron,Indianapolis
2010-04-05,Boston,Montreal
2010-04-05,Columbus,Detroit
2010-04-05,Winnipeg,Chicago
2010-04-04,"Washington, D.C.",Pittsburgh
2010-04-05,New Haven,New York
2010-04-05,Philadelphia,Toronto
2010-04-05,St. Louis,St. Paul
2010-04-06,Akron,Indianapolis
2010-04-06,Boston,Montreal
2010-04-06,Columbus,Detroit
2010-04-06,Winnipeg,Chicago
2010-04-05,"Washington, D.C.",Pittsburgh
2010-04-06,New Haven,New York
2010-04-06,Philadelphia,Toronto
2010-04-06,St. Louis,St. Paul
2010-04-07,Akron,Indianapolis
2010-04-07,Boston,Montreal
2010-04-07,Columbus,Detroit
2010-04-07,Winnipeg,Chicago
2010-04-06,"Washington, D.C.",Pittsburgh
2010-04-07,New Haven,New York
2010-04-07,Philadelphia,Toronto
2010-04-07,St. Louis,St. Paul
2010-04-08,St. Louis,Winnipeg
2010-04-08,Toronto,Pittsburgh
2010-04-08,Montreal,Boston
2010-04-08,Columbus,Indianapolis
2010-04-08,Philadelphia,"Washington, D.C."
2010-04-08,Detroit,Akron
2010-04-08,Chicago,St. Paul
2010-04-08,New York,New Haven
2010-04-09,St. Louis,Winnipeg
2010-04-09,Toronto,Pittsburgh
2010-04-09,Montreal,Boston
2010-04-09,Columbus,Indianapolis
2010-04-09,Philadelphia,"Washington, D.C."
2010-04-09,Detroit,Akron
2010-04-09,Chicago,St. Paul
2010-04-09,New York,New Haven
2010-04-10,St. Louis,Winnipeg
2010-04-10,Toronto,Pittsburgh
2010-04-10,Montreal,Boston
2010-04-10,Columbus,Indianapolis
2010-04-10,Philadelphia,"Washington, D.C."
2010-04-10,Detroit,Akron
2010-04-10,Chicago,St. Paul
2010-04-10,New York,New Haven
2010-04-11,New Haven,Boston
2010-04-11,St. Paul,Chicago
2010-04-11,Indianapolis,Detroit
2010-04-11,Toronto,Philadelphia
2010-04-11,Winnipeg,St. Louis
2010-04-11,Columbus,Akron
2010-04-11,New York,Montreal
2010-04-11,Pittsburgh,"Washington, D.C."
2010-04-12,New Haven,Boston
2010-04-12,St. Paul,Chicago
2010-04-12,Indianapolis,Detroit
2010-04-12,Toronto,Philadelphia
2010-04-12,Winnipeg,St. Louis
2010-04-12,Columbus,Akron
2010-04-12,New York,Montreal
2010-04-12,Pittsburgh,"Washington, D.C."
2010-04-13,New Haven,Boston
2010-04-13,St. Paul,Chicago
2010-04-13,Indianapolis,Detroit
2010-04-13,Toronto,Philadelphia
