Date,Home,Away
2010-04-01,Tijuana,Los Angeles
2010-04-01,Atlanta,Nashville
2010-04-01,Calgary,Seattle
2010-04-01,Vancouver,Denver
2010-04-01,Dallas,Merida
2010-04-02,Birmingham,Charlotte
2010-04-02,Oakland,Phoenix
2010-04-02,San Antonio,Monterrey
2010-04-02,Tijuana,Los Angeles
2010-04-02,Atlanta,Nashville
2010-04-02,Calgary,Seattle
2010-04-02,Vancouver,Denver
2010-04-02,Dallas,Merida
2010-04-03,Birmingham,Charlotte
2010-04-03,Oakland,Phoenix
2010-04-03,San Antonio,Monterrey
2010-04-03,Tijuana,Los Angeles
2010-04-03,Atlanta,Nashville
2010-04-03,Calgary,Seattle
2010-04-03,Vancouver,Denver
2010-04-03,Dallas,Merida
2010-04-04,Birmingham,Charlotte
2010-04-04,Oakland,Phoenix
2010-04-04,San Antonio,Monterrey
2010-04-05,Merida,San Antonio
2010-04-05,Dallas,Monterrey
2010-04-05,Tijuana,Phoenix
2010-04-04,Denver,Calgary
2010-04-04,Seattle,Vancouver
2010-04-05,Charlotte,Nashville
2010-04-05,Atlanta,Birmingham
2010-04-05,Los Angeles,Oakland
2010-04-06,Merida,San Antonio
2010-04-06,Dallas,Monterrey
2010-04-06,Tijuana,Phoenix
2010-04-05,Denver,Calgary
2010-04-05,Seattle,Vancouver
2010-04-06,Charlotte,Nashville
2010-04-06,Atlanta,Birmingham
2010-04-06,Los Angeles,Oakland
2010-04-07,Merida,San Antonio
2010-04-07,Dallas,Monterrey
2010-04-07,Tijuana,Phoenix
2010-04-06,Denver,Calgary
2010-04-06,Seattle,Vancouver
2010-04-07,Charlotte,Nashville
2010-04-07,Atlanta,Birmingham
2010-04-07,Los Angeles,Oakland
2010-04-08,Merida,Dallas
2010-04-08,Monterrey,San Antonio
2010-04-08,Birmingham,Atlanta
2010-04-07,Denver,Seattle
2010-04-08,Oakland,Tijuana
2010-04-08,Vancouver,Calgary
2010-04-08,Phoenix,Los Angeles
2010-04-08,Nashville,Charlotte
2010-04-09,Merida,Dallas
2010-04-09,Monterrey,San Antonio
2010-04-09,Birmingham,Atlanta
2010-04-08,Denver,Seattle
2010-04-09,Oakland,Tijuana
2010-04-09,Vancouver,Calgary
2010-04-09,Phoenix,Los Angeles
2010-04-09,Nashville,Charlotte
2010-04-10,Merida,Dallas
2010-04-10,Monterrey,San Antonio
2010-04-10,Birmingham,Atlanta
2010-04-09,Denver,Seattle
2010-04-10,Oakland,Tijuana
2010-04-10,Vancouver,Calgary
2010-04-10,Phoenix,Los Angeles
2010-04-10,Nashville,Charlotte
2010-04-11,Calgary,Vancouver
2010-04-11,Phoenix,Tijuana
2010-04-11,Atlanta,Charlotte
2010-04-11,Monterrey,Merida
