Date,Home,Away
2010-04-01,Tijuana,Los Angeles
2010-04-01,Charlotte,Nashville
2010-04-01,Denver,Vancouver
2010-04-01,Monterrey,Dallas
2010-04-01,Oakland,Phoenix
2010-04-02,San Antonio,Merida
2010-04-02,Atlanta,Birmingham
2010-04-02,Calgary,Seattle
2010-04-02,Tijuana,Los Angeles
2010-04-02,Charlotte,Nashville
2010-04-02,Denver,Vancouver
2010-04-02,Monterrey,Dallas
2010-04-02,Oakland,Phoenix
2010-04-03,San Antonio,Merida
2010-04-03,Atlanta,Birmingham
2010-04-03,Calgary,Seattle
2010-04-03,Tijuana,Los Angeles
2010-04-03,Charlotte,Nashville
2010-04-03,Denver,Vancouver
2010-04-03,Monterrey,Dallas
2010-04-03,Oakland,Phoenix
2010-04-04,San Antonio,Merida
2010-04-04,Atlanta,Birmingham
2010-04-04,Calgary,Seattle
2010-04-05,Merida,San Antonio
2010-04-04,Tijuana,Oakland
2010-04-04,Nashville,Charlotte
2010-04-04,Phoenix,Los Angeles
2010-04-05,Calgary,Vancouver
2010-04-05,Dallas,Monterrey
2010-04-05,Seattle,Denver
2010-04-05,Birmingham,Atlanta
2010-04-06,Merida,San Antonio
2010-04-05,Tijuana,Oakland
2010-04-05,Nashville,Charlotte
2010-04-05,Phoenix,Los Angeles
2010-04-06,Calgary,Vancouver
2010-04-06,Dallas,Monterrey
2010-04-06,Seattle,Denver
2010-04-06,Birmingham,Atlanta
2010-04-07,Merida,San Antonio
2010-04-06,Tijuana,Oakland
2010-04-06,Nashville,Charlotte
2010-04-06,Phoenix,Los Angeles
2010-04-07,Calgary,Vancouver
2010-04-07,Dallas,Monterrey
2010-04-07,Seattle,Denver
2010-04-07,Birmingham,Atlanta
2010-04-08,Atlanta,Charlotte
2010-04-08,Vancouver,Calgary
2010-04-07,Oakland,Los Angeles
2010-04-08,Monterrey,San Antonio
2010-04-08,Nashville,Birmingham
2010-04-08,Merida,Dallas
2010-04-08,Tijuana,Phoenix
2010-04-08,Denver,Seattle
2010-04-09,Atlanta,Charlotte
2010-04-09,Vancouver,Calgary
2010-04-08,Oakland,Los Angeles
2010-04-09,Monterrey,San Antonio
2010-04-09,Nashville,Birmingham
2010-04-09,Merida,Dallas
2010-04-09,Tijuana,Phoenix
2010-04-09,Denver,Seattle
2010-04-10,Atlanta,Charlotte
2010-04-10,Vancouver,Calgary
2010-04-09,Oakland,Los Angeles
2010-04-10,Monterrey,San Antonio
2010-04-10,Nashville,Birmingham
2010-04-10,Merida,Dallas
2010-04-10,Tijuana,Phoenix
2010-04-10,Denver,Seattle
2010-04-11,Seattle,Vancouver
2010-04-11,Nashville,Atlanta
2010-04-11,Charlotte,Birmingham
2010-04-11,Merida,Monterrey
2010-04-11,Oakland,Tijuana
2010-04-11,Los Angeles,Phoenix
2010-04-11,Calgary,Denver
2010-04-11,Dallas,San Antonio
2010-04-12,Seattle,Vancouver
2010-04-12,Nashville,Atlanta
2010-04-12,Charlotte,Birmingham
2010-04-12,Merida,Monterrey
2010-04-12,Oakland,Tijuana
2010-04-12,Los Angeles,Phoenix
2010-04-12,Calgary,Denver
2010-04-12,Dallas,San Antonio
2010-04-13,Seattle,Vancouver
2010-04-13,Nashville,Atlanta
2010-04-13,Charlotte,Birmingham
2010-04-13,Merida,Monterrey
2010-04-13,Oakland,Tijuana
2010-04-13,Los Angeles,Phoenix
2010-04-13,Calgary,Denver
2010-04-13,Dallas,San Antonio
2010-04-14,San Antonio,Monterrey
2010-04-14,Vancouver,Seattle
2010-04-14,Los Angeles,Tijuana
2010-04-14,Phoenix,Oakland
2010-04-14,Dallas,Merida
2010-04-15,Atlanta,Nashville
2010-04-15,Birmingham,Charlotte
2010-04-15,Denver,Calgary
2010-04-15,San Antonio,Monterrey
2010-04-15,Vancouver,Seattle
2010-04-15,Los Angeles,Tijuana
2010-04-15,Phoenix,Oakland
2010-04-15,Dallas,Merida
2010-04-16,Atlanta,Nashville
2010-04-16,Birmingham,Charlotte
2010-04-16,Denver,Calgary
2010-04-16,San Antonio,Monterrey
2010-04-16,Vancouver,Seattle
2010-04-16,Los Angeles,Tijuana
2010-04-16,Phoenix,Oakland
2010-04-16,Dallas,Merida
2010-04-17,Atlanta,Nashville
2010-04-17,Birmingham,Charlotte
2010-04-17,Denver,Calgary
2010-04-18,Birmingham,Nashville
2010-04-17,Los Angeles,Oakland
2010-04-17,San Antonio,Dallas
2010-04-18,Vancouver,Denver
2010-04-18,Charlotte,Atlanta
2010-04-18,Phoenix,Tijuana
2010-04-18,Monterrey,Merida
