Date,Home,Away
2010-04-01,Winnipeg,St. Paul
2010-04-01,Indianapolis,Columbus
2010-04-01,Montreal,Boston
2010-04-01,Pittsburgh,Toronto
2010-04-01,Philadelphia,"Washington, D.C."
2010-04-02,New Haven,New York
2010-04-02,Akron,Detroit
2010-04-02,Chicago,St. Louis
2010-04-02,Winnipeg,St. Paul
2010-04-02,Indianapolis,Columbus
2010-04-02,Montreal,Boston
2010-04-02,Pittsburgh,Toronto
2010-04-02,Philadelphia,"Washington, D.C."
2010-04-03,New Haven,New York
2010-04-03,Akron,Detroit
2010-04-03,Chicago,St. Louis
2010-04-03,Winnipeg,St. Paul
2010-04-03,Indianapolis,Columbus
2010-04-03,Montreal,Boston
2010-04-03,Pittsburgh,Toronto
2010-04-03,Philadelphia,"Washington, D.C."
2010-04-04,New Haven,New York
2010-04-04,Akron,Detroit
2010-04-04,Chicago,St. Louis
2010-04-05,New Haven,Montreal
2010-04-04,Pittsburgh,"Washington, D.C."
2010-04-05,Detroit,Akron
2010-04-04,Philadelphia,Toronto
2010-04-05,St. Louis,St. Paul
2010-04-05,New York,Boston
2010-04-05,Chicago,Winnipeg
2010-04-05,Columbus,Indianapolis
2010-04-06,New Haven,Montreal
2010-04-05,Pittsburgh,"Washington, D.C."
2010-04-06,Detroit,Akron
2010-04-05,Philadelphia,Toronto
2010-04-06,St. Louis,St. Paul
2010-04-06,New York,Boston
2010-04-06,Chicago,Winnipeg
2010-04-06,Columbus,Indianapolis
2010-04-07,New Haven,Montreal
2010-04-06,Pittsburgh,"Washington, D.C."
2010-04-07,Detroit,Akron
2010-04-06,Philadelphia,Toronto
2010-04-07,St. Louis,St. Paul
2010-04-07,New York,Boston
2010-04-07,Chicago,Winnipeg
2010-04-07,Columbus,Indianapolis
2010-04-07,Philadelphia,Pittsburgh
2010-04-08,Columbus,Detroit
2010-04-08,Montreal,New Haven
2010-04-08,St. Louis,Chicago
2010-04-08,St. Paul,Winnipeg
2010-04-08,Indianapolis,Akron
2010-04-08,Boston,New York
2010-04-08,"Washington, D.C.",Toronto
2010-04-08,Philadelphia,Pittsburgh
2010-04-09,Columbus,Detroit
2010-04-09,Montreal,New Haven
2010-04-09,St. Louis,Chicago
2010-04-09,St. Paul,Winnipeg
2010-04-09,Indianapolis,Akron
2010-04-09,Boston,New York
2010-04-09,"Washington, D.C.",Toronto
2010-04-09,Philadelphia,Pittsburgh
2010-04-10,Columbus,Detroit
2010-04-10,Montreal,New Haven
2010-04-10,St. Louis,Chicago
2010-04-10,St. Paul,Winnipeg
2010-04-10,Indianapolis,Akron
2010-04-10,Boston,New York
2010-04-10,"Washington, D.C.",Toronto
2010-04-11,"Washington, D.C.",Philadelphia
2010-04-11,Winnipeg,St. Louis
2010-04-11,New York,New Haven
2010-04-11,Chicago,St. Paul
2010-04-11,Detroit,Columbus
2010-04-11,Akron,Indianapolis
2010-04-11,Toronto,Pittsburgh
2010-04-11,Boston,Montreal
2010-04-12,"Washington, D.C.",Philadelphia
2010-04-12,Winnipeg,St. Louis
2010-04-12,New York,New Haven
2010-04-12,Chicago,St. Paul
2010-04-12,Detroit,Columbus
2010-04-12,Akron,Indianapolis
2010-04-12,Toronto,Pittsburgh
2010-04-12,Boston,Montreal
2010-04-13,"Washington, D.C.",Philadelphia
2010-04-13,Winnipeg,St. Louis
2010-04-13,New York,New Haven
2010-04-13,Chicago,St. Paul
