Date,Home,Away
2010-04-01,St. Paul,St. Louis
2010-04-01,Pittsburgh,"Washington, D.C."
2010-04-01,Detroit,Columbus
2010-04-01,New Haven,Montreal
2010-04-01,Chicago,Winnipeg
2010-04-02,Akron,Indianapolis
2010-04-02,Boston,New York
2010-04-02,Toronto,Philadelphia
2010-04-02,St. Paul,St. Louis
2010-04-02,Pittsburgh,"Washington, D.C."
2010-04-02,Detroit,Columbus
2010-04-02,New Haven,Montreal
2010-04-02,Chicago,Winnipeg
2010-04-03,Akron,Indianapolis
2010-04-03,Boston,New York
2010-04-03,Toronto,Philadelphia
2010-04-03,St. Paul,St. Louis
2010-04-03,Pittsburgh,"Washington, D.C."
2010-04-03,Detroit,Columbus
2010-04-03,New Haven,Montreal
2010-04-03,Chicago,Winnipeg
2010-04-04,Akron,Indianapolis
2010-04-04,Boston,New York
2010-04-04,Toronto,Philadelphia
2010-04-05,Indianapolis,Akron
2010-04-04,St. Paul,Winnipeg
2010-04-05,Philadelphia,Pittsburgh
2010-04-05,Montreal,New York
2010-04-04,St. Louis,Chicago
2010-04-05,Columbus,Detroit
2010-04-05,New Haven,Boston
2010-04-05,Toronto,"Washington, D.C."
2010-04-06,Indianapolis,Akron
2010-04-05,St. Paul,Winnipeg
2010-04-06,Philadelphia,Pittsburgh
2010-04-06,Montreal,New York
2010-04-05,St. Louis,Chicago
2010-04-06,Columbus,Detroit
2010-04-06,New Haven,Boston
2010-04-06,Toronto,"Washington, D.C."
2010-04-07,Indianapolis,Akron
2010-04-06,St. Paul,Winnipeg
2010-04-07,Philadelphia,Pittsburgh
2010-04-07,Montreal,New York
2010-04-06,St. Louis,Chicago
2010-04-07,Columbus,Detroit
2010-04-07,New Haven,Boston
2010-04-07,Toronto,"Washington, D.C."
2010-04-08,Montreal,Boston
2010-04-07,St. Louis,St. Paul
2010-04-08,Columbus,Indianapolis
2010-04-08,Philadelphia,Toronto
2010-04-08,New Haven,New York
2010-04-08,Akron,Detroit
2010-04-08,Winnipeg,Chicago
2010-04-08,"Washington, D.C.",Pittsburgh
2010-04-09,Montreal,Boston
2010-04-08,St. Louis,St. Paul
2010-04-09,Columbus,Indianapolis
2010-04-09,Philadelphia,Toronto
2010-04-09,New Haven,New York
2010-04-09,Akron,Detroit
2010-04-09,Winnipeg,Chicago
2010-04-09,"Washington, D.C.",Pittsburgh
2010-04-10,Montreal,Boston
2010-04-09,St. Louis,St. Paul
2010-04-10,Columbus,Indianapolis
2010-04-10,Philadelphia,Toronto
2010-04-10,New Haven,New York
2010-04-10,Akron,Detroit
2010-04-10,Winnipeg,Chicago
2010-04-10,"Washington, D.C.",Pittsburgh
2010-04-11,Columbus,Akron
2010-04-11,"Washington, D.C.",Philadelphia
2010-04-11,St. Louis,Winnipeg
2010-04-11,Boston,New Haven
2010-04-11,Toronto,Pittsburgh
2010-04-11,New York,Montreal
2010-04-11,Detroit,Indianapolis
2010-04-11,St. Paul,Chicago
2010-04-12,Columbus,Akron
2010-04-12,"Washington, D.C.",Philadelphia
2010-04-12,St. Louis,Winnipeg
2010-04-12,Boston,New Haven
2010-04-12,Toronto,Pittsburgh
2010-04-12,New York,Montreal
2010-04-12,Detroit,Indianapolis
2010-04-12,St. Paul,Chicago
2010-04-13,Columbus,Akron
2010-04-13,"Washington, D.C.",Philadelphia
2010-04-13,St. Louis,Winnipeg
2010-04-13,Boston,New Haven
2010-04-13,Toronto,Pittsburgh
2010-04-13,New York,Montreal
2010-04-13,Detroit,Indianapolis
2010-04-13,St. Paul,Chicago
2010-04-14,Montreal,New Haven
2010-04-14,Detroit,Akron
2010-04-14,Chicago,St. Paul
2010-04-14,Winnipeg,St. Louis
2010-04-14,Indianapolis,Columbus
2010-04-15,New York,Boston
2010-04-15,Pittsburgh,Toronto
2010-04-15,Philadelphia,"Washington, D.C."
2010-04-15,Montreal,New Haven
2010-04-15,Detroit,Akron
2010-04-15,Chicago,St. Paul
2010-04-15,Winnipeg,St. Louis
2010-04-15,Indianapolis,Columbus
2010-04-16,New York,Boston
2010-04-16,Pittsburgh,Toronto
2010-04-16,Philadelphia,"Washington, D.C."
2010-04-16,Montreal,New Haven
2010-04-16,Detroit,Akron
2010-04-16,Chicago,St. Paul
2010-04-16,Winnipeg,St. Louis
2010-04-16,Indianapolis,Columbus
2010-04-17,New York,Boston
2010-04-17,Pittsburgh,Toronto
2010-04-17,Philadelphia,"Washington, D.C."
2010-04-18,Pittsburgh,Philadelphia
2010-04-17,Chicago,St. Louis
2010-04-18,New York,New Haven
2010-04-17,Akron,Columbus
