Date,Home,Away
2010-04-01,Atlanta,Birmingham
2010-04-01,Denver,Calgary
2010-04-01,San Antonio,Merida
2010-04-01,Tijuana,Phoenix
2010-04-01,Oakland,Los Angeles
2010-04-02,Dallas,Monterrey
2010-04-02,Charlotte,Nashville
2010-04-02,Vancouver,Seattle
2010-04-02,Atlanta,Birmingham
2010-04-02,Denver,Calgary
2010-04-02,San Antonio,Merida
2010-04-02,Tijuana,Phoenix
2010-04-02,Oakland,Los Angeles
2010-04-03,Dallas,Monterrey
2010-04-03,Charlotte,Nashville
2010-04-03,Vancouver,Seattle
2010-04-03,Atlanta,Birmingham
2010-04-03,Denver,Calgary
2010-04-03,San Antonio,Merida
2010-04-03,Tijuana,Phoenix
2010-04-03,Oakland,Los Angeles
2010-04-04,Dallas,Monterrey
2010-04-04,Charlotte,Nashville
2010-04-04,Vancouver,Seattle
2010-04-04,Phoenix,Los Angeles
2010-04-05,Denver,Seattle
2010-04-05,Monterrey,Dallas
2010-04-05,Atlanta,Nashville
2010-04-05,Birmingham,Charlotte
2010-04-05,Vancouver,Calgary
2010-04-05,Merida,San Antonio
2010-04-05,Tijuana,Oakland
2010-04-05,Phoenix,Los Angeles
2010-04-06,Denver,Seattle
2010-04-06,Monterrey,Dallas
2010-04-06,Atlanta,Nashville
2010-04-06,Birmingham,Charlotte
2010-04-06,Vancouver,Calgary
2010-04-06,Merida,San Antonio
2010-04-06,Tijuana,Oakland
2010-04-06,Phoenix,Los Angeles
2010-04-07,Denver,Seattle
2010-04-07,Monterrey,Dallas
2010-04-07,Atlanta,Nashville
2010-04-07,Birmingham,Charlotte
2010-04-07,Vancouver,Calgary
2010-04-07,Merida,San Antonio
2010-04-07,Tijuana,Oakland
2010-04-08,Monterrey,San Antonio
2010-04-08,Charlotte,Birmingham
2010-04-08,Seattle,Denver
2010-04-08,Nashville,Atlanta
2010-04-08,Tijuana,Los Angeles
2010-04-08,Calgary,Vancouver
2010-04-08,Phoenix,Oakland
2010-04-08,Dallas,Merida
2010-04-09,Monterrey,San Antonio
2010-04-09,Charlotte,Birmingham
2010-04-09,Seattle,Denver
2010-04-09,Nashville,Atlanta
2010-04-09,Tijuana,Los Angeles
2010-04-09,Calgary,Vancouver
2010-04-09,Phoenix,Oakland
2010-04-09,Dallas,Merida
2010-04-10,Monterrey,San Antonio
2010-04-10,Charlotte,Birmingham
2010-04-10,Seattle,Denver
2010-04-10,Nashville,Atlanta
2010-04-10,Tijuana,Los Angeles
2010-04-10,Calgary,Vancouver
2010-04-10,Phoenix,Oakland
2010-04-10,Dallas,Merida
2010-04-11,Denver,Vancouver
2010-04-11,Merida,Dallas
2010-04-11,Birmingham,Atlanta
2010-04-11,Phoenix,Tijuana
2010-04-11,San Antonio,Monterrey
2010-04-11,Seattle,Calgary
2010-04-11,Nashville,Charlotte
2010-04-11,Los Angeles,Oakland
2010-04-12,Denver,Vancouver
2010-04-12,Merida,Dallas
2010-04-12,Birmingham,Atlanta
2010-04-12,Phoenix,Tijuana
2010-04-12,San Antonio,Monterrey
2010-04-12,Seattle,Calgary
2010-04-12,Nashville,Charlotte
2010-04-12,Los Angeles,Oakland
2010-04-13,Denver,Vancouver
2010-04-13,Merida,Dallas
2010-04-13,Birmingham,Atlanta
2010-04-13,Phoenix,Tijuana
2010-04-13,San Antonio,Monterrey
2010-04-13,Seattle,Calgary
2010-04-13,Nashville,Charlotte
2010-04-13,Los Angeles,Oakland
2010-04-14,Calgary,Denver
2010-04-14,Los Angeles,Tijuana
2010-04-14,Merida,Monterrey
2010-04-14,Birmingham,Nashville
2010-04-14,Atlanta,Charlotte
2010-04-15,Oakland,Phoenix
2010-04-15,Seattle,Vancouver
2010-04-15,San Antonio,Dallas
2010-04-15,Calgary,Denver
2010-04-15,Los Angeles,Tijuana
2010-04-15,Merida,Monterrey
2010-04-15,Birmingham,Nashville
2010-04-15,Atlanta,Charlotte
2010-04-16,Oakland,Phoenix
2010-04-16,Seattle,Vancouver
2010-04-16,San Antonio,Dallas
2010-04-16,Calgary,Denver
2010-04-16,Los Angeles,Tijuana
2010-04-16,Merida,Monterrey
2010-04-16,Birmingham,Nashville
2010-04-16,Atlanta,Charlotte
2010-04-17,Oakland,Phoenix
2010-04-17,Seattle,Vancouver
2010-04-17,San Antonio,Dallas
2010-04-18,Los Angeles,Phoenix
2010-04-17,Monterrey,Merida
2010-04-18,Oakland,Tijuana
2010-04-18,Vancouver,Denver
2010-04-17,Charlotte,Atlanta
2010-04-18,Calgary,Seattle
2010-04-18,Nashville,Birmingham
2010-04-18,Dallas,San Antonio
2010-04-19,Los Angeles,Phoenix
2010-04-18,Monterrey,Merida
