Date,Home,Away
2010-04-01,Dallas,San Antonio
2010-04-01,Vancouver,Seattle
2010-04-01,Merida,Monterrey
2010-04-01,Charlotte,Birmingham
2010-04-01,Tijuana,Oakland
2010-04-02,Los Angeles,Phoenix
2010-04-02,Denver,Calgary
2010-04-02,Atlanta,Nashville
2010-04-02,Dallas,San Antonio
2010-04-02,Vancouver,Seattle
2010-04-02,Merida,Monterrey
2010-04-02,Charlotte,Birmingham
2010-04-02,Tijuana,Oakland
2010-04-03,Los Angeles,Phoenix
2010-04-03,Denver,Calgary
2010-04-03,Atlanta,Nashville
2010-04-03,Dallas,San Antonio
2010-04-03,Vancouver,Seattle
2010-04-03,Merida,Monterrey
2010-04-03,Charlotte,Birmingham
2010-04-03,Tijuana,Oakland
2010-04-04,Los Angeles,Phoenix
2010-04-04,Denver,Calgary
2010-04-04,Atlanta,Nashville
2010-04-04,San Antonio,Dallas
2010-04-05,Calgary,Denver
2010-04-05,Oakland,Phoenix
2010-04-05,Charlotte,Atlanta
2010-04-04,Monterrey,Merida
2010-04-05,Birmingham,Nashville
2010-04-05,Seattle,Vancouver
2010-04-05,Tijuana,Los Angeles
2010-04-05,San Antonio,Dallas
2010-04-06,Calgary,Denver
2010-04-06,Oakland,Phoenix
2010-04-06,Charlotte,Atlanta
2010-04-05,Monterrey,Merida
2010-04-06,Birmingham,Nashville
2010-04-06,Seattle,Vancouver
2010-04-06,Tijuana,Los Angeles
2010-04-06,San Antonio,Dallas
2010-04-07,Calgary,Denver
2010-04-07,Oakland,Phoenix
2010-04-07,Charlotte,Atlanta
2010-04-06,Monterrey,Merida
2010-04-07,Birmingham,Nashville
2010-04-07,Seattle,Vancouver
2010-04-07,Tijuana,Los Angeles
2010-04-08,Phoenix,Los Angeles
2010-04-07,Dallas,Merida
2010-04-08,Vancouver,Denver
2010-04-08,Nashville,Atlanta
2010-04-08,Calgary,Seattle
2010-04-08,Oakland,Tijuana
2010-04-08,Birmingham,Charlotte
2010-04-08,Monterrey,San Antonio
2010-04-09,Phoenix,Los Angeles
2010-04-08,Dallas,Merida
2010-04-09,Vancouver,Denver
2010-04-09,Nashville,Atlanta
2010-04-09,Calgary,Seattle
2010-04-09,Oakland,Tijuana
2010-04-09,Birmingham,Charlotte
2010-04-09,Monterrey,San Antonio
2010-04-10,Phoenix,Los Angeles
2010-04-09,Dallas,Merida
2010-04-10,Vancouver,Denver
2010-04-10,Nashville,Atlanta
2010-04-10,Calgary,Seattle
2010-04-10,Oakland,Tijuana
2010-04-10,Birmingham,Charlotte
2010-04-10,Monterrey,San Antonio
2010-04-11,Nashville,Charlotte
2010-04-11,Phoenix,Tijuana
2010-04-11,Birmingham,Atlanta
2010-04-11,San Antonio,Monterrey
2010-04-11,Calgary,Vancouver
2010-04-11,Merida,Dallas
2010-04-11,Los Angeles,Oakland
2010-04-11,Seattle,Denver
2010-04-12,Nashville,Charlotte
2010-04-12,Phoenix,Tijuana
2010-04-12,Birmingham,Atlanta
2010-04-12,San Antonio,Monterrey
2010-04-12,Calgary,Vancouver
2010-04-12,Merida,Dallas
2010-04-12,Los Angeles,Oakland
2010-04-12,Seattle,Denver
2010-04-13,Nashville,Charlotte
2010-04-13,Phoenix,Tijuana
2010-04-13,Birmingham,Atlanta
2010-04-13,San Antonio,Monterrey
2010-04-13,Calgary,Vancouver
2010-04-13,Merida,Dallas
2010-04-13,Los Angeles,Oakland
2010-04-13,Seattle,Denver
2010-04-14,Seattle,Calgary
2010-04-14,Denver,Vancouver
2010-04-14,Atlanta,Birmingham
2010-04-14,Charlotte,Nashville
2010-04-14,Oakland,Los Angeles
2010-04-15,Monterrey,Dallas
2010-04-15,Tijuana,Phoenix
2010-04-15,Merida,San Antonio
2010-04-15,Seattle,Calgary
2010-04-15,Denver,Vancouver
2010-04-15,Atlanta,Birmingham
2010-04-15,Charlotte,Nashville
2010-04-15,Oakland,Los Angeles
2010-04-16,Monterrey,Dallas
2010-04-16,Tijuana,Phoenix
2010-04-16,Merida,San Antonio
2010-04-16,Seattle,Calgary
2010-04-16,Denver,Vancouver
2010-04-16,Atlanta,Birmingham
2010-04-16,Charlotte,Nashville
2010-04-16,Oakland,Los Angeles
2010-04-17,Monterrey,Dallas
2010-04-17,Tijuana,Phoenix
2010-04-17,Merida,San Antonio
2010-04-18,Los Angeles,Tijuana
2010-04-17,Denver,Seattle
2010-04-18,Phoenix,Oakland
2010-04-18,San Antonio,Merida
2010-04-18,Dallas,Monterrey
2010-04-18,Nashville,Birmingham
2010-04-18,Vancouver,Calgary
2010-04-18,Atlanta,Charlotte
2010-04-19,Los Angeles,Tijuana
2010-04-18,Denver,Seattle
2010-04-19,Phoenix,Oakland
2010-04-19,San Antonio,Merida
2010-04-19,Dallas,Monterrey
2010-04-19,Nashville,Birmingham
2010-04-19,Vancouver,Calgary
2010-04-19,Atlanta,Charlotte
2010-04-20,Los Angeles,Tijuana
2010-04-19,Denver,Seattle
2010-04-20,Phoenix,Oakland
2010-04-20,San Antonio,Merida
2010-04-20,Dallas,Monterrey
2010-04-20,Nashville,Birmingham
2010-04-20,Vancouver,Calgary
2010-04-20,Atlanta,Charlotte
2010-04-21,Atlanta,Phoenix
2010-04-21,Dallas,Seattle
2010-04-21,San Antonio,Denver
2010-04-21,Oakland,Nashville
2010-04-21,Vancouver,Merida
2010-04-21,Monterrey,Calgary
2010-04-21,Los Angeles,Birmingham
2010-04-21,Charlotte,Tijuana
2010-04-22,Atlanta,Phoenix
2010-04-22,Dallas,Seattle
2010-04-22,San Antonio,Denver
2010-04-22,Oakland,Nashville
2010-04-22,Vancouver,Merida
2010-04-22,Monterrey,Calgary
2010-04-22,Los Angeles,Birmingham
2010-04-22,Charlotte,Tijuana
2010-04-23,Atlanta,Phoenix
2010-04-23,Dallas,Seattle
2010-04-23,San Antonio,Denver
2010-04-23,Oakland,Nashville
2010-04-23,Vancouver,Merida
2010-04-23,Monterrey,Calgary
2010-04-23,Los Angeles,Birmingham
2010-04-23,Charlotte,Tijuana
2010-04-24,Birmingham,Phoenix
2010-04-24,Calgary,Monterrey
2010-04-24,Vancouver,Dallas
2010-04-24,Atlanta,Oakland
2010-04-24,Seattle,San Antonio
2010-04-25,Nashville,Tijuana
2010-04-25,Charlotte,Los Angeles
2010-04-25,Merida,Denver
2010-04-25,Birmingham,Phoenix
2010-04-25,Calgary,Monterrey
2010-04-25,Vancouver,Dallas
