Date,Home,Away
2010-04-01,St. Louis,Winnipeg
2010-04-01,Pittsburgh,Philadelphia
2010-04-01,Akron,Detroit
2010-04-01,New York,New Haven
2010-04-01,Columbus,Indianapolis
2010-04-02,Chicago,St. Paul
2010-04-02,Montreal,Boston
2010-04-02,"Washington, D.C.",Toronto
2010-04-02,St. Louis,Winnipeg
2010-04-02,Pittsburgh,Philadelphia
2010-04-02,Akron,Detroit
2010-04-02,New York,New Haven
2010-04-02,Columbus,Indianapolis
2010-04-03,Chicago,St. Paul
2010-04-03,Montreal,Boston
2010-04-03,"Washington, D.C.",Toronto
2010-04-03,St. Louis,Winnipeg
2010-04-03,Pittsburgh,Philadelphia
2010-04-03,Akron,Detroit
2010-04-03,New York,New Haven
2010-04-03,Columbus,Indianapolis
2010-04-04,Chicago,St. Paul
2010-04-04,Montreal,Boston
2010-04-04,"Washington, D.C.",Toronto
2010-04-04,Philadelphia,Pittsburgh
2010-04-04,Akron,Columbus
2010-04-05,St. Paul,Chicago
2010-04-05,New York,Boston
2010-04-05,New Haven,Montreal
2010-04-05,Indianapolis,Detroit
2010-04-05,Toronto,"Washington, D.C."
2010-04-05,Winnipeg,St. Louis
2010-04-05,Philadelphia,Pittsburgh
2010-04-05,Akron,Columbus
2010-04-06,St. Paul,Chicago
2010-04-06,New York,Boston
2010-04-06,New Haven,Montreal
2010-04-06,Indianapolis,Detroit
2010-04-06,Toronto,"Washington, D.C."
2010-04-06,Winnipeg,St. Louis
2010-04-06,Philadelphia,Pittsburgh
2010-04-06,Akron,Columbus
2010-04-07,St. Paul,Chicago
2010-04-07,New York,Boston
2010-04-07,New Haven,Montreal
2010-04-07,Indianapolis,Detroit
2010-04-07,Toronto,"Washington, D.C."
2010-04-07,Winnipeg,St. Louis
2010-04-08,Columbus,Detroit
2010-04-08,Montreal,New York
2010-04-08,St. Louis,St. Paul
2010-04-08,"Washington, D.C.",Pittsburgh
2010-04-08,Toronto,Philadelphia
2010-04-08,Winnipeg,Chicago
2010-04-08,Boston,New Haven
2010-04-08,Akron,Indianapolis
2010-04-09,Columbus,Detroit
2010-04-09,Montreal,New York
2010-04-09,St. Louis,St. Paul
2010-04-09,"Washington, D.C.",Pittsburgh
2010-04-09,Toronto,Philadelphia
2010-04-09,Winnipeg,Chicago
2010-04-09,Boston,New Haven
2010-04-09,Akron,Indianapolis
2010-04-10,Columbus,Detroit
2010-04-10,Montreal,New York
2010-04-10,St. Louis,St. Paul
2010-04-10,"Washington, D.C.",Pittsburgh
2010-04-10,Toronto,Philadelphia
2010-04-10,Winnipeg,Chicago
2010-04-10,Boston,New Haven
2010-04-10,Akron,Indianapolis
2010-04-11,Winnipeg,St. Paul
2010-04-11,Philadelphia,"Washington, D.C."
2010-04-11,New York,Montreal
2010-04-11,Detroit,Akron
2010-04-11,New Haven,Boston
2010-04-11,St. Louis,Chicago
2010-04-11,Pittsburgh,Toronto
2010-04-11,Indianapolis,Columbus
2010-04-12,Winnipeg,St. Paul
2010-04-12,Philadelphia,"Washington, D.C."
2010-04-12,New York,Montreal
2010-04-12,Detroit,Akron
2010-04-12,New Haven,Boston
2010-04-12,St. Louis,Chicago
2010-04-12,Pittsburgh,Toronto
2010-04-12,Indianapolis,Columbus
2010-04-13,Winnipeg,St. Paul
2010-04-13,Philadelphia,"Washington, D.C."
2010-04-13,New York,Montreal
2010-04-13,Detroit,Akron
2010-04-13,New Haven,Boston
2010-04-13,St. Louis,Chicago
2010-04-13,Pittsburgh,Toronto
2010-04-13,Indianapolis,Columbus
2010-04-14,Columbus,Akron
2010-04-14,St. Paul,Winnipeg
2010-04-14,Philadelphia,Toronto
2010-04-14,Boston,New York
2010-04-14,Detroit,Indianapolis
2010-04-15,Pittsburgh,"Washington, D.C."
2010-04-15,Chicago,St. Louis
2010-04-15,Montreal,New Haven
2010-04-15,Columbus,Akron
2010-04-15,St. Paul,Winnipeg
2010-04-15,Philadelphia,Toronto
2010-04-15,Boston,New York
2010-04-15,Detroit,Indianapolis
2010-04-16,Pittsburgh,"Washington, D.C."
2010-04-16,Chicago,St. Louis
2010-04-16,Montreal,New Haven
2010-04-16,Columbus,Akron
2010-04-16,St. Paul,Winnipeg
2010-04-16,Philadelphia,Toronto
2010-04-16,Boston,New York
2010-04-16,Detroit,Indianapolis
2010-04-17,Pittsburgh,"Washington, D.C."
2010-04-17,Chicago,St. Louis
2010-04-17,Montreal,New Haven
2010-04-18,St. Paul,St. Louis
2010-04-18,Boston,Montreal
2010-04-18,"Washington, D.C.",Philadelphia
2010-04-17,Indianapolis,Akron
2010-04-17,Detroit,Columbus
2010-04-18,New Haven,New York
2010-04-18,Chicago,Winnipeg
2010-04-18,Toronto,Pittsburgh
2010-04-19,St. Paul,St. Louis
2010-04-19,Boston,Montreal
2010-04-19,"Washington, D.C.",Philadelphia
2010-04-18,Indianapolis,Akron
2010-04-18,Detroit,Columbus
2010-04-19,New Haven,New York
2010-04-19,Chicago,Winnipeg
2010-04-19,Toronto,Pittsburgh
2010-04-20,St. Paul,St. Louis
2010-04-20,Boston,Montreal
2010-04-20,"Washington, D.C.",Philadelphia
2010-04-19,Indianapolis,Akron
2010-04-19,Detroit,Columbus
2010-04-20,New Haven,New York
2010-04-20,Chicago,Winnipeg
2010-04-20,Toronto,Pittsburgh
2010-04-21,Philadelphia,Columbus
2010-04-21,Winnipeg,Montreal
2010-04-21,Detroit,"Washington, D.C."
2010-04-21,Toronto,Indianapolis
2010-04-21,New York,Chicago
2010-04-21,Pittsburgh,Akron
2010-04-21,Boston,St. Louis
