Date,Home,Away
2010-04-01,Oakland,Phoenix
2010-04-01,Los Angeles,Tijuana
2010-04-01,Dallas,Merida
2010-04-01,Calgary,Seattle
2010-04-01,Atlanta,Charlotte
2010-04-02,Nashville,Birmingham
2010-04-02,San Antonio,Monterrey
2010-04-02,Denver,Vancouver
2010-04-02,Oakland,Phoenix
2010-04-02,Los Angeles,Tijuana
2010-04-02,Dallas,Merida
2010-04-02,Calgary,Seattle
2010-04-02,Atlanta,Charlotte
2010-04-03,Nashville,Birmingham
2010-04-03,San Antonio,Monterrey
2010-04-03,Denver,Vancouver
2010-04-03,Oakland,Phoenix
2010-04-03,Los Angeles,Tijuana
2010-04-03,Dallas,Merida
2010-04-03,Calgary,Seattle
2010-04-03,Atlanta,Charlotte
2010-04-04,Nashville,Birmingham
2010-04-04,San Antonio,Monterrey
2010-04-04,Denver,Vancouver
2010-04-05,Nashville,Charlotte
2010-04-05,San Antonio,Dallas
2010-04-04,Los Angeles,Oakland
2010-04-05,Vancouver,Denver
2010-04-05,Atlanta,Birmingham
2010-04-05,Merida,Monterrey
2010-04-05,Tijuana,Phoenix
2010-04-05,Seattle,Calgary
2010-04-06,Nashville,Charlotte
2010-04-06,San Antonio,Dallas
2010-04-05,Los Angeles,Oakland
2010-04-06,Vancouver,Denver
2010-04-06,Atlanta,Birmingham
2010-04-06,Merida,Monterrey
2010-04-06,Tijuana,Phoenix
2010-04-06,Seattle,Calgary
2010-04-07,Nashville,Charlotte
2010-04-07,San Antonio,Dallas
2010-04-06,Los Angeles,Oakland
2010-04-07,Vancouver,Denver
2010-04-07,Atlanta,Birmingham
2010-04-07,Merida,Monterrey
2010-04-07,Tijuana,Phoenix
2010-04-07,Seattle,Calgary
2010-04-08,Oakland,Tijuana
2010-04-08,Birmingham,Nashville
2010-04-08,Vancouver,Calgary
2010-04-08,Phoenix,Los Angeles
2010-04-08,Monterrey,Merida
2010-04-08,Charlotte,Atlanta
2010-04-08,Denver,Seattle
2010-04-08,Dallas,San Antonio
2010-04-09,Oakland,Tijuana
2010-04-09,Birmingham,Nashville
2010-04-09,Vancouver,Calgary
2010-04-09,Phoenix,Los Angeles
2010-04-09,Monterrey,Merida
2010-04-09,Charlotte,Atlanta
2010-04-09,Denver,Seattle
2010-04-09,Dallas,San Antonio
2010-04-10,Oakland,Tijuana
2010-04-10,Birmingham,Nashville
2010-04-10,Vancouver,Calgary
2010-04-10,Phoenix,Los Angeles
2010-04-10,Monterrey,Merida
2010-04-10,Charlotte,Atlanta
2010-04-10,Denver,Seattle
2010-04-10,Dallas,San Antonio
2010-04-11,Charlotte,Nashville
2010-04-11,Seattle,Denver
2010-04-11,Los Angeles,Phoenix
2010-04-11,San Antonio,Merida
2010-04-11,Birmingham,Atlanta
2010-04-11,Tijuana,Oakland
2010-04-11,Calgary,Vancouver
2010-04-11,Monterrey,Dallas
2010-04-12,Charlotte,Nashville
2010-04-12,Seattle,Denver
2010-04-12,Los Angeles,Phoenix
2010-04-12,San Antonio,Merida
2010-04-12,Birmingham,Atlanta
2010-04-12,Tijuana,Oakland
2010-04-12,Calgary,Vancouver
2010-04-12,Monterrey,Dallas
2010-04-13,Charlotte,Nashville
2010-04-13,Seattle,Denver
2010-04-13,Los Angeles,Phoenix
2010-04-13,San Antonio,Merida
2010-04-13,Birmingham,Atlanta
2010-04-13,Tijuana,Oakland
2010-04-13,Calgary,Vancouver
2010-04-13,Monterrey,Dallas
2010-04-14,Denver,Calgary
2010-04-14,Atlanta,Nashville
2010-04-14,Tijuana,Los Angeles
2010-04-14,Phoenix,Oakland
2010-04-14,Charlotte,Birmingham
2010-04-15,Vancouver,Seattle
2010-04-15,Merida,San Antonio
2010-04-15,Dallas,Monterrey
2010-04-15,Denver,Calgary
2010-04-15,Atlanta,Nashville
2010-04-15,Tijuana,Los Angeles
2010-04-15,Phoenix,Oakland
2010-04-15,Charlotte,Birmingham
2010-04-16,Vancouver,Seattle
2010-04-16,Merida,San Antonio
2010-04-16,Dallas,Monterrey
2010-04-16,Denver,Calgary
2010-04-16,Atlanta,Nashville
2010-04-16,Tijuana,Los Angeles
2010-04-16,Phoenix,Oakland
2010-04-16,Charlotte,Birmingham
2010-04-17,Vancouver,Seattle
2010-04-17,Merida,San Antonio
2010-04-17,Dallas,Monterrey
2010-04-17,Phoenix,Tijuana
2010-04-18,Monterrey,San Antonio
2010-04-17,Oakland,Los Angeles
2010-04-17,Calgary,Denver
2010-04-17,Birmingham,Charlotte
2010-04-18,Nashville,Atlanta
2010-04-18,Merida,Dallas
2010-04-18,Seattle,Vancouver
2010-04-18,Phoenix,Tijuana
2010-04-19,Monterrey,San Antonio
2010-04-18,Oakland,Los Angeles
2010-04-18,Calgary,Denver
2010-04-18,Birmingham,Charlotte
2010-04-19,Nashville,Atlanta
2010-04-19,Merida,Dallas
2010-04-19,Seattle,Vancouver
2010-04-19,Phoenix,Tijuana
2010-04-20,Monterrey,San Antonio
2010-04-19,Oakland,Los Angeles
2010-04-19,Calgary,Denver
2010-04-19,Birmingham,Charlotte
2010-04-20,Nashville,Atlanta
2010-04-20,Merida,Dallas
2010-04-20,Seattle,Vancouver
2010-04-21,Vancouver,Atlanta
2010-04-21,Monterrey,Los Angeles
2010-04-20,Charlotte,Calgary
2010-04-21,Oakland,Merida
2010-04-21,Phoenix,San Antonio
2010-04-21,Nashville,Denver
2010-04-21,Tijuana,Dallas
2010-04-21,Seattle,Birmingham
2010-04-22,Vancouver,Atlanta
2010-04-22,Monterrey,Los Angeles
2010-04-21,Charlotte,Calgary
2010-04-22,Oakland,Merida
2010-04-22,Phoenix,San Antonio
2010-04-22,Nashville,Denver
2010-04-22,Tijuana,Dallas
2010-04-22,Seattle,Birmingham
2010-04-23,Vancouver,Atlanta
2010-04-23,Monterrey,Los Angeles
2010-04-22,Charlotte,Calgary
2010-04-23,Oakland,Merida
2010-04-23,Phoenix,San Antonio
2010-04-23,Nashville,Denver
2010-04-23,Tijuana,Dallas
2010-04-23,Seattle,Birmingham
2010-04-24,Tijuana,San Antonio
2010-04-24,Phoenix,Monterrey
2010-04-24,Oakland,Dallas
2010-04-24,Seattle,Charlotte
2010-04-24,Vancouver,Birmingham
2010-04-25,Calgary,Nashville
2010-04-25,Atlanta,Denver
2010-04-25,Los Angeles,Merida
2010-04-25,Tijuana,San Antonio
2010-04-25,Phoenix,Monterrey
2010-04-25,Oakland,Dallas
2010-04-25,Seattle,Charlotte
2010-04-25,Vancouver,Birmingham
2010-04-26,Calgary,Nashville
2010-04-26,Atlanta,Denver
2010-04-26,Los Angeles,Merida
2010-04-26,Tijuana,San Antonio
2010-04-26,Phoenix,Monterrey
2010-04-26,Oakland,Dallas
2010-04-26,Seattle,Charlotte
2010-04-26,Vancouver,Birmingham
2010-04-27,Calgary,Nashville
2010-04-27,Atlanta,Denver
2010-04-27,Los Angeles,Merida
2010-04-28,San Antonio,Los Angeles
2010-04-28,Merida,Phoenix
2010-04-27,Vancouver,Charlotte
2010-04-27,Birmingham,Seattle
2010-04-27,Tijuana,Monterrey
2010-04-28,Denver,Atlanta
2010-04-28,Dallas,Oakland
2010-04-28,Nashville,Calgary
2010-04-29,San Antonio,Los Angeles
2010-04-29,Merida,Phoenix
2010-04-28,Vancouver,Charlotte
2010-04-28,Birmingham,Seattle
2010-04-28,Tijuana,Monterrey
2010-04-29,Denver,Atlanta
2010-04-29,Dallas,Oakland
2010-04-29,Nashville,Calgary
2010-04-30,San Antonio,Los Angeles
2010-04-30,Merida,Phoenix
2010-04-29,Vancouver,Charlotte
2010-04-29,Birmingham,Seattle
2010-04-29,Tijuana,Monterrey
2010-04-30,Denver,Atlanta
2010-04-30,Dallas,Oakland
2010-04-30,Nashville,Calgary
2010-05-01,Denver,Charlotte
2010-05-01,Merida,Los Angeles
2010-05-01,Dallas,Tijuana
2010-04-30,Birmingham,Vancouver
2010-05-01,Oakland,Monterrey
2010-05-01,San Antonio,Phoenix
2010-05-01,Nashville,Seattle
2010-05-01,Atlanta,Calgary
2010-05-02,Denver,Charlotte
2010-05-02,Merida,Los Angeles
2010-05-02,Dallas,Tijuana
2010-05-01,Birmingham,Vancouver
2010-05-02,Oakland,Monterrey
2010-05-02,San Antonio,Phoenix
2010-05-02,Nashville,Seattle
2010-05-02,Atlanta,Calgary
2010-05-03,Denver,Charlotte
2010-05-03,Merida,Los Angeles
2010-05-03,Dallas,Tijuana
2010-05-02,Birmingham,Vancouver
2010-05-03,Oakland,Monterrey
2010-05-03,San Antonio,Phoenix
2010-05-03,Nashville,Seattle
2010-05-03,Atlanta,Calgary
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,Vancouver,Phoenix
2010-05-07,Birmingham,Merida
2010-05-07,Los Angeles,Calgary
2010-05-07,Monterrey,Nashville
2010-05-07,Atlanta,Dallas
2010-05-08,Oakland,Denver
2010-05-08,Seattle,Tijuana
2010-05-08,San Antonio,Charlotte
2010-05-08,Vancouver,Phoenix
2010-05-08,Birmingham,Merida
2010-05-08,Los Angeles,Calgary
2010-05-08,Monterrey,Nashville
2010-05-08,Atlanta,Dallas
2010-05-09,Oakland,Denver
2010-05-09,Seattle,Tijuana
2010-05-09,San Antonio,Charlotte
2010-05-09,Vancouver,Phoenix
2010-05-09,Birmingham,Merida
2010-05-09,Los Angeles,Calgary
2010-05-09,Monterrey,Nashville
2010-05-09,Atlanta,Dallas
2010-05-10,Oakland,Denver
2010-05-10,Seattle,Tijuana
2010-05-10,San Antonio,Charlotte
2010-05-10,Monterrey,Birmingham
2010-05-11,Tijuana,Calgary
2010-05-11,Los Angeles,Denver
2010-05-10,Dallas,Nashville
2010-05-11,Merida,Charlotte
2010-05-11,Seattle,Phoenix
2010-05-11,Atlanta,San Antonio
2010-05-11,Oakland,Vancouver
2010-05-11,Monterrey,Birmingham
2010-05-12,Tijuana,Calgary
2010-05-12,Los Angeles,Denver
2010-05-11,Dallas,Nashville
2010-05-12,Merida,Charlotte
2010-05-12,Seattle,Phoenix
2010-05-12,Atlanta,San Antonio
2010-05-12,Oakland,Vancouver
2010-05-12,Monterrey,Birmingham
2010-05-13,Tijuana,Calgary
2010-05-13,Los Angeles,Denver
2010-05-12,Dallas,Nashville
2010-05-13,Merida,Charlotte
2010-05-13,Seattle,Phoenix
2010-05-13,Atlanta,San Antonio
2010-05-13,Oakland,Vancouver
2010-05-14,Nashville,Dallas
2010-05-14,Atlanta,Monterrey
2010-05-14,Tijuana,Vancouver
2010-05-14,Calgary,Phoenix
2010-05-14,Los Angeles,Seattle
2010-05-15,Merida,Birmingham
2010-05-15,Denver,Oakland
2010-05-15,Charlotte,San Antonio
2010-05-15,Nashville,Dallas
2010-05-15,Atlanta,Monterrey
2010-05-15,Tijuana,Vancouver
2010-05-15,Calgary,Phoenix
2010-05-15,Los Angeles,Seattle
2010-05-16,Merida,Birmingham
2010-05-16,Denver,Oakland
2010-05-16,Charlotte,San Antonio
2010-05-16,Nashville,Dallas
2010-05-16,Atlanta,Monterrey
2010-05-16,Tijuana,Vancouver
2010-05-16,Calgary,Phoenix
2010-05-16,Los Angeles,Seattle
2010-05-17,Merida,Birmingham
2010-05-17,Denver,Oakland
2010-05-17,Charlotte,San Antonio
2010-05-18,Phoenix,Denver
2010-05-17,Monterrey,Atlanta
2010-05-18,Oakland,Calgary
2010-05-18,Merida,Nashville
2010-05-18,Birmingham,San Antonio
2010-05-18,Vancouver,Tijuana
2010-05-18,Charlotte,Dallas
2010-05-18,Seattle,Los Angeles
2010-05-19,Phoenix,Denver
2010-05-18,Monterrey,Atlanta
2010-05-19,Oakland,Calgary
2010-05-19,Merida,Nashville
2010-05-19,Birmingham,San Antonio
2010-05-19,Vancouver,Tijuana
2010-05-19,Charlotte,Dallas
2010-05-19,Seattle,Los Angeles
2010-05-20,Phoenix,Denver
2010-05-19,Monterrey,Atlanta
2010-05-20,Oakland,Calgary
2010-05-20,Merida,Nashville
2010-05-20,Birmingham,San Antonio
2010-05-20,Vancouver,Tijuana
2010-05-20,Charlotte,Dallas
2010-05-20,Seattle,Los Angeles
2010-05-21,Charlotte,Monterrey
2010-05-21,Birmingham,Dallas
2010-05-21,Denver,Tijuana
2010-05-21,Vancouver,Los Angeles
2010-05-21,San Antonio,Atlanta
2010-05-21,Oakland,Seattle
2010-05-21,Phoenix,Calgary
2010-05-21,Nashville,Merida
2010-05-22,Charlotte,Monterrey
2010-05-22,Birmingham,Dallas
2010-05-22,Denver,Tijuana
2010-05-22,Vancouver,Los Angeles
2010-05-22,San Antonio,Atlanta
2010-05-22,Oakland,Seattle
2010-05-22,Phoenix,Calgary
2010-05-22,Nashville,Merida
2010-05-23,Charlotte,Monterrey
2010-05-23,Birmingham,Dallas
2010-05-23,Denver,Tijuana
2010-05-23,Vancouver,Los Angeles
2010-05-23,San Antonio,Atlanta
2010-05-23,Oakland,Seattle
2010-05-23,Phoenix,Calgary
2010-05-23,Nashville,Merida
2010-05-24,Nashville,San Antonio
2010-05-24,Dallas,Atlanta
2010-05-24,Phoenix,Vancouver
2010-05-24,Calgary,Tijuana
2010-05-24,Seattle,Oakland
2010-05-25,Birmingham,Monterrey
2010-05-25,Charlotte,Merida
2010-05-25,Denver,Los Angeles
2010-05-25,Nashville,San Antonio
2010-05-25,Dallas,Atlanta
2010-05-25,Phoenix,Vancouver
2010-05-25,Calgary,Tijuana
2010-05-25,Seattle,Oakland
2010-05-26,Birmingham,Monterrey
2010-05-26,Charlotte,Merida
2010-05-26,Denver,Los Angeles
2010-05-26,Nashville,San Antonio
2010-05-26,Dallas,Atlanta
2010-05-26,Phoenix,Vancouver
2010-05-26,Calgary,Tijuana
2010-05-26,Seattle,Oakland
2010-05-27,Birmingham,Monterrey
2010-05-27,Charlotte,Merida
2010-05-27,Denver,Los Angeles
2010-05-28,Dallas,Birmingham
2010-05-27,San Antonio,Nashville
2010-05-27,Vancouver,Oakland
2010-05-28,Calgary,Los Angeles
2010-05-27,Phoenix,Seattle
2010-05-28,Atlanta,Merida
2010-05-28,Monterrey,Charlotte
2010-05-28,Tijuana,Denver
2010-05-29,Dallas,Birmingham
2010-05-28,San Antonio,Nashville
2010-05-28,Vancouver,Oakland
2010-05-29,Calgary,Los Angeles
2010-05-28,Phoenix,Seattle
2010-05-29,Atlanta,Merida
2010-05-29,Monterrey,Charlotte
2010-05-29,Tijuana,Denver
2010-05-30,Dallas,Birmingham
2010-05-29,San Antonio,Nashville
2010-05-29,Vancouver,Oakland
2010-05-30,Calgary,Los Angeles
2010-05-29,Phoenix,Seattle
2010-05-30,Atlanta,Merida
2010-05-30,Monterrey,Charlotte
2010-05-30,Tijuana,Denver
2010-05-31,San Antonio,Birmingham
2010-05-31,Calgary,Oakland
2010-05-31,Merida,Atlanta
2010-05-31,Los Angeles,Vancouver
2010-05-31,Nashville,Monterrey
2010-05-31,Denver,Phoenix
2010-05-31,Tijuana,Seattle
2010-05-31,Dallas,Charlotte
2010-06-01,San Antonio,Birmingham
2010-06-01,Calgary,Oakland
2010-06-01,Merida,Atlanta
2010-06-01,Los Angeles,Vancouver
2010-06-01,Nashville,Monterrey
2010-06-01,Denver,Phoenix
2010-06-01,Tijuana,Seattle
2010-06-01,Dallas,Charlotte
2010-06-02,San Antonio,Birmingham
2010-06-02,Calgary,Oakland
2010-06-02,Merida,Atlanta
2010-06-02,Los Angeles,Vancouver
2010-06-02,Nashville,Monterrey
2010-06-02,Denver,Phoenix
2010-06-02,Tijuana,Seattle
2010-06-02,Dallas,Charlotte
2010-06-03,Charlotte,Dallas
2010-06-03,Tijuana,Seattle
2010-06-03,Denver,Los Angeles
2010-06-03,Atlanta,Merida
2010-06-03,Phoenix,Calgary
