Date,Home,Away
2010-04-01,Nashville,Atlanta
2010-04-01,Phoenix,Tijuana
2010-04-01,San Antonio,Dallas
2010-04-01,Oakland,Los Angeles
2010-04-01,Denver,Vancouver
2010-04-02,Birmingham,Charlotte
2010-04-02,Calgary,Seattle
2010-04-02,Monterrey,Merida
2010-04-02,Nashville,Atlanta
2010-04-02,Phoenix,Tijuana
2010-04-02,San Antonio,Dallas
2010-04-02,Oakland,Los Angeles
2010-04-02,Denver,Vancouver
2010-04-03,Birmingham,Charlotte
2010-04-03,Calgary,Seattle
2010-04-03,Monterrey,Merida
2010-04-03,Nashville,Atlanta
2010-04-03,Phoenix,Tijuana
2010-04-03,San Antonio,Dallas
2010-04-03,Oakland,Los Angeles
2010-04-03,Denver,Vancouver
2010-04-04,Birmingham,Charlotte
2010-04-04,Calgary,Seattle
2010-04-04,Monterrey,Merida
2010-04-05,Merida,San Antonio
2010-04-05,Charlotte,Birmingham
2010-04-04,Phoenix,Los Angeles
2010-04-05,Denver,Seattle
2010-04-05,Calgary,Vancouver
2010-04-05,Monterrey,Dallas
2010-04-05,Tijuana,Oakland
2010-04-05,Atlanta,Nashville
2010-04-06,Merida,San Antonio
2010-04-06,Charlotte,Birmingham
2010-04-05,Phoenix,Los Angeles
2010-04-06,Denver,Seattle
2010-04-06,Calgary,Vancouver
2010-04-06,Monterrey,Dallas
2010-04-06,Tijuana,Oakland
2010-04-06,Atlanta,Nashville
2010-04-07,Merida,San Antonio
2010-04-07,Charlotte,Birmingham
2010-04-06,Phoenix,Los Angeles
2010-04-07,Denver,Seattle
2010-04-07,Calgary,Vancouver
2010-04-07,Monterrey,Dallas
2010-04-07,Tijuana,Oakland
2010-04-07,Atlanta,Nashville
2010-04-08,Vancouver,Denver
2010-04-08,Los Angeles,Oakland
2010-04-08,Tijuana,Phoenix
2010-04-08,San Antonio,Monterrey
2010-04-08,Charlotte,Nashville
2010-04-08,Birmingham,Atlanta
2010-04-08,Seattle,Calgary
2010-04-08,Dallas,Merida
2010-04-09,Vancouver,Denver
2010-04-09,Los Angeles,Oakland
2010-04-09,Tijuana,Phoenix
2010-04-09,San Antonio,Monterrey
2010-04-09,Charlotte,Nashville
2010-04-09,Birmingham,Atlanta
2010-04-09,Seattle,Calgary
2010-04-09,Dallas,Merida
2010-04-10,Vancouver,Denver
2010-04-10,Los Angeles,Oakland
2010-04-10,Tijuana,Phoenix
2010-04-10,San Antonio,Monterrey
2010-04-10,Charlotte,Nashville
2010-04-10,Birmingham,Atlanta
2010-04-10,Seattle,Calgary
2010-04-10,Dallas,Merida
2010-04-11,Calgary,Denver
2010-04-11,Dallas,San Antonio
2010-04-11,Los Angeles,Phoenix
2010-04-11,Nashville,Birmingham
2010-04-11,Charlotte,Atlanta
2010-04-11,Oakland,Tijuana
2010-04-11,Vancouver,Seattle
2010-04-11,Merida,Monterrey
2010-04-12,Calgary,Denver
2010-04-12,Dallas,San Antonio
2010-04-12,Los Angeles,Phoenix
2010-04-12,Nashville,Birmingham
2010-04-12,Charlotte,Atlanta
2010-04-12,Oakland,Tijuana
2010-04-12,Vancouver,Seattle
2010-04-12,Merida,Monterrey
2010-04-13,Calgary,Denver
2010-04-13,Dallas,San Antonio
2010-04-13,Los Angeles,Phoenix
2010-04-13,Nashville,Birmingham
2010-04-13,Charlotte,Atlanta
2010-04-13,Oakland,Tijuana
2010-04-13,Vancouver,Seattle
2010-04-13,Merida,Monterrey
2010-04-14,Merida,Dallas
2010-04-14,Seattle,Denver
2010-04-14,Tijuana,Los Angeles
2010-04-14,Monterrey,San Antonio
2010-04-14,Atlanta,Birmingham
2010-04-15,Oakland,Phoenix
2010-04-15,Vancouver,Calgary
2010-04-15,Nashville,Charlotte
2010-04-15,Merida,Dallas
2010-04-15,Seattle,Denver
2010-04-15,Tijuana,Los Angeles
2010-04-15,Monterrey,San Antonio
2010-04-15,Atlanta,Birmingham
2010-04-16,Oakland,Phoenix
2010-04-16,Vancouver,Calgary
2010-04-16,Nashville,Charlotte
2010-04-16,Merida,Dallas
2010-04-16,Seattle,Denver
2010-04-16,Tijuana,Los Angeles
2010-04-16,Monterrey,San Antonio
2010-04-16,Atlanta,Birmingham
2010-04-17,Oakland,Phoenix
2010-04-17,Vancouver,Calgary
2010-04-17,Nashville,Charlotte
2010-04-18,Denver,Calgary
2010-04-18,Seattle,Vancouver
2010-04-17,Los Angeles,Tijuana
2010-04-18,Atlanta,Charlotte
2010-04-17,San Antonio,Merida
2010-04-18,Phoenix,Oakland
2010-04-18,Birmingham,Nashville
2010-04-18,Dallas,Monterrey
2010-04-19,Denver,Calgary
2010-04-19,Seattle,Vancouver
2010-04-18,Los Angeles,Tijuana
2010-04-19,Atlanta,Charlotte
2010-04-18,San Antonio,Merida
2010-04-19,Phoenix,Oakland
2010-04-19,Birmingham,Nashville
2010-04-19,Dallas,Monterrey
2010-04-20,Denver,Calgary
2010-04-20,Seattle,Vancouver
2010-04-19,Los Angeles,Tijuana
2010-04-20,Atlanta,Charlotte
2010-04-19,San Antonio,Merida
2010-04-20,Phoenix,Oakland
2010-04-20,Birmingham,Nashville
2010-04-20,Dallas,Monterrey
2010-04-21,Merida,Vancouver
2010-04-21,Los Angeles,Charlotte
2010-04-21,Birmingham,Phoenix
2010-04-21,San Antonio,Calgary
2010-04-21,Nashville,Oakland
2010-04-21,Seattle,Dallas
2010-04-21,Denver,Monterrey
2010-04-21,Tijuana,Atlanta
2010-04-22,Merida,Vancouver
2010-04-22,Los Angeles,Charlotte
2010-04-22,Birmingham,Phoenix
2010-04-22,San Antonio,Calgary
2010-04-22,Nashville,Oakland
2010-04-22,Seattle,Dallas
2010-04-22,Denver,Monterrey
2010-04-22,Tijuana,Atlanta
2010-04-23,Merida,Vancouver
2010-04-23,Los Angeles,Charlotte
2010-04-23,Birmingham,Phoenix
2010-04-23,San Antonio,Calgary
2010-04-23,Nashville,Oakland
2010-04-23,Seattle,Dallas
2010-04-23,Denver,Monterrey
2010-04-23,Tijuana,Atlanta
2010-04-24,Calgary,San Antonio
2010-04-24,Los Angeles,Birmingham
2010-04-24,Charlotte,Phoenix
2010-04-24,Oakland,Atlanta
2010-04-24,Tijuana,Nashville
2010-04-25,Merida,Seattle
2010-04-25,Monterrey,Denver
2010-04-25,Dallas,Vancouver
2010-04-25,Calgary,San Antonio
2010-04-25,Los Angeles,Birmingham
2010-04-25,Charlotte,Phoenix
2010-04-25,Oakland,Atlanta
2010-04-25,Tijuana,Nashville
2010-04-26,Merida,Seattle
2010-04-26,Monterrey,Denver
2010-04-26,Dallas,Vancouver
2010-04-26,Calgary,San Antonio
2010-04-26,Los Angeles,Birmingham
2010-04-26,Charlotte,Phoenix
2010-04-26,Oakland,Atlanta
2010-04-26,Tijuana,Nashville
2010-04-27,Merida,Seattle
2010-04-27,Monterrey,Denver
2010-04-27,Dallas,Vancouver
2010-04-27,Charlotte,Tijuana
2010-04-27,Atlanta,Oakland
2010-04-28,San Antonio,Vancouver
2010-04-28,Calgary,Dallas
2010-04-27,Phoenix,Nashville
2010-04-28,Merida,Denver
2010-04-28,Birmingham,Los Angeles
2010-04-28,Monterrey,Seattle
2010-04-28,Charlotte,Tijuana
2010-04-28,Atlanta,Oakland
2010-04-29,San Antonio,Vancouver
2010-04-29,Calgary,Dallas
2010-04-28,Phoenix,Nashville
2010-04-29,Merida,Denver
2010-04-29,Birmingham,Los Angeles
2010-04-29,Monterrey,Seattle
2010-04-29,Charlotte,Tijuana
2010-04-29,Atlanta,Oakland
2010-04-30,San Antonio,Vancouver
2010-04-30,Calgary,Dallas
2010-04-29,Phoenix,Nashville
2010-04-30,Merida,Denver
2010-04-30,Birmingham,Los Angeles
2010-04-30,Monterrey,Seattle
2010-05-01,Oakland,Birmingham
2010-05-01,San Antonio,Denver
2010-05-01,Merida,Calgary
2010-05-01,Dallas,Seattle
2010-05-01,Nashville,Los Angeles
2010-05-01,Atlanta,Phoenix
2010-05-01,Tijuana,Charlotte
2010-05-01,Vancouver,Monterrey
2010-05-02,Oakland,Birmingham
2010-05-02,San Antonio,Denver
2010-05-02,Merida,Calgary
2010-05-02,Dallas,Seattle
2010-05-02,Nashville,Los Angeles
2010-05-02,Atlanta,Phoenix
2010-05-02,Tijuana,Charlotte
2010-05-02,Vancouver,Monterrey
2010-05-03,Oakland,Birmingham
2010-05-03,San Antonio,Denver
2010-05-03,Merida,Calgary
2010-05-03,Dallas,Seattle
2010-05-03,Nashville,Los Angeles
2010-05-03,Atlanta,Phoenix
2010-05-03,Tijuana,Charlotte
2010-05-03,Vancouver,Monterrey
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,Los Angeles,Denver
2010-05-07,Dallas,Birmingham
2010-05-07,Merida,Atlanta
2010-05-07,Tijuana,Seattle
2010-05-07,San Antonio,Charlotte
2010-05-08,Nashville,Monterrey
2010-05-08,Calgary,Phoenix
2010-05-08,Vancouver,Oakland
2010-05-08,Los Angeles,Denver
2010-05-08,Dallas,Birmingham
2010-05-08,Merida,Atlanta
2010-05-08,Tijuana,Seattle
2010-05-08,San Antonio,Charlotte
2010-05-09,Nashville,Monterrey
2010-05-09,Calgary,Phoenix
2010-05-09,Vancouver,Oakland
2010-05-09,Los Angeles,Denver
2010-05-09,Dallas,Birmingham
2010-05-09,Merida,Atlanta
2010-05-09,Tijuana,Seattle
2010-05-09,San Antonio,Charlotte
2010-05-10,Nashville,Monterrey
2010-05-10,Calgary,Phoenix
2010-05-10,Vancouver,Oakland
2010-05-11,Oakland,Calgary
2010-05-11,Seattle,Phoenix
2010-05-10,Atlanta,San Antonio
2010-05-10,Birmingham,Merida
2010-05-11,Monterrey,Nashville
2010-05-11,Denver,Tijuana
2010-05-11,Dallas,Charlotte
2010-05-11,Vancouver,Los Angeles
2010-05-12,Oakland,Calgary
2010-05-12,Seattle,Phoenix
2010-05-11,Atlanta,San Antonio
2010-05-11,Birmingham,Merida
2010-05-12,Monterrey,Nashville
2010-05-12,Denver,Tijuana
2010-05-12,Dallas,Charlotte
2010-05-12,Vancouver,Los Angeles
2010-05-13,Oakland,Calgary
2010-05-13,Seattle,Phoenix
2010-05-12,Atlanta,San Antonio
2010-05-12,Birmingham,Merida
2010-05-13,Monterrey,Nashville
2010-05-13,Denver,Tijuana
2010-05-13,Dallas,Charlotte
2010-05-13,Vancouver,Los Angeles
2010-05-14,Seattle,Oakland
2010-05-14,Charlotte,San Antonio
2010-05-14,Phoenix,Calgary
2010-05-14,Merida,Nashville
2010-05-14,Tijuana,Denver
2010-05-15,Birmingham,Monterrey
2010-05-15,Dallas,Atlanta
