Date,Home,Away
2010-04-01,Boston,Montreal
2010-04-01,Winnipeg,St. Louis
2010-04-01,Pittsburgh,Toronto
2010-04-01,Detroit,Indianapolis
2010-04-01,New Haven,New York
2010-04-02,Philadelphia,"Washington, D.C."
2010-04-02,Akron,Columbus
2010-04-02,St. Paul,Chicago
2010-04-02,Boston,Montreal
2010-04-02,Winnipeg,St. Louis
2010-04-02,Pittsburgh,Toronto
2010-04-02,Detroit,Indianapolis
2010-04-02,New Haven,New York
2010-04-03,Philadelphia,"Washington, D.C."
2010-04-03,Akron,Columbus
2010-04-03,St. Paul,Chicago
2010-04-03,Boston,Montreal
2010-04-03,Winnipeg,St. Louis
2010-04-03,Pittsburgh,Toronto
2010-04-03,Detroit,Indianapolis
2010-04-03,New Haven,New York
2010-04-04,Philadelphia,"Washington, D.C."
2010-04-04,Akron,Columbus
2010-04-04,St. Paul,Chicago
2010-04-04,New York,New Haven
2010-04-05,Winnipeg,Chicago
2010-04-05,Columbus,Indianapolis
2010-04-05,"Washington, D.C.",Philadelphia
2010-04-04,Montreal,Boston
2010-04-05,Detroit,Akron
2010-04-05,St. Paul,St. Louis
2010-04-05,Toronto,Pittsburgh
2010-04-05,New York,New Haven
2010-04-06,Winnipeg,Chicago
2010-04-06,Columbus,Indianapolis
2010-04-06,"Washington, D.C.",Philadelphia
2010-04-05,Montreal,Boston
2010-04-06,Detroit,Akron
2010-04-06,St. Paul,St. Louis
2010-04-06,Toronto,Pittsburgh
2010-04-06,New York,New Haven
2010-04-07,Winnipeg,Chicago
2010-04-07,Columbus,Indianapolis
2010-04-07,"Washington, D.C.",Philadelphia
2010-04-06,Montreal,Boston
2010-04-07,Detroit,Akron
2010-04-07,St. Paul,St. Louis
2010-04-07,Toronto,Pittsburgh
2010-04-08,Columbus,Detroit
2010-04-08,St. Louis,Winnipeg
2010-04-08,Philadelphia,Pittsburgh
2010-04-07,Boston,New York
2010-04-07,New Haven,Montreal
2010-04-08,Toronto,"Washington, D.C."
2010-04-08,Chicago,St. Paul
2010-04-08,Akron,Indianapolis
2010-04-09,Columbus,Detroit
2010-04-09,St. Louis,Winnipeg
2010-04-09,Philadelphia,Pittsburgh
2010-04-08,Boston,New York
2010-04-08,New Haven,Montreal
2010-04-09,Toronto,"Washington, D.C."
2010-04-09,Chicago,St. Paul
2010-04-09,Akron,Indianapolis
2010-04-10,Columbus,Detroit
2010-04-10,St. Louis,Winnipeg
2010-04-10,Philadelphia,Pittsburgh
2010-04-09,Boston,New York
2010-04-09,New Haven,Montreal
2010-04-10,Toronto,"Washington, D.C."
