Date,Home,Away
2010-04-01,Calgary,Vancouver
2010-04-01,Phoenix,Oakland
2010-04-01,Monterrey,San Antonio
2010-04-01,Nashville,Birmingham
2010-04-01,Merida,Dallas
2010-04-02,Denver,Seattle
2010-04-02,Tijuana,Los Angeles
2010-04-02,Atlanta,Charlotte
2010-04-02,Calgary,Vancouver
2010-04-02,Phoenix,Oakland
2010-04-02,Monterrey,San Antonio
2010-04-02,Nashville,Birmingham
2010-04-02,Merida,Dallas
2010-04-03,Denver,Seattle
2010-04-03,Tijuana,Los Angeles
2010-04-03,Atlanta,Charlotte
2010-04-03,Calgary,Vancouver
2010-04-03,Phoenix,Oakland
2010-04-03,Monterrey,San Antonio
2010-04-03,Nashville,Birmingham
2010-04-03,Merida,Dallas
2010-04-04,Denver,Seattle
2010-04-04,Tijuana,Los Angeles
2010-04-04,Atlanta,Charlotte
2010-04-04,Vancouver,Calgary
2010-04-05,Tijuana,Phoenix
2010-04-04,Dallas,Merida
2010-04-05,Nashville,Charlotte
2010-04-04,San Antonio,Monterrey
2010-04-05,Seattle,Denver
2010-04-05,Atlanta,Birmingham
2010-04-05,Oakland,Los Angeles
2010-04-05,Vancouver,Calgary
2010-04-06,Tijuana,Phoenix
2010-04-05,Dallas,Merida
2010-04-06,Nashville,Charlotte
2010-04-05,San Antonio,Monterrey
2010-04-06,Seattle,Denver
2010-04-06,Atlanta,Birmingham
2010-04-06,Oakland,Los Angeles
2010-04-06,Vancouver,Calgary
2010-04-07,Tijuana,Phoenix
2010-04-06,Dallas,Merida
2010-04-07,Nashville,Charlotte
2010-04-06,San Antonio,Monterrey
2010-04-07,Seattle,Denver
2010-04-07,Atlanta,Birmingham
2010-04-07,Oakland,Los Angeles
2010-04-08,Los Angeles,Oakland
2010-04-08,Denver,Vancouver
2010-04-08,Seattle,Calgary
2010-04-08,Birmingham,Atlanta
2010-04-08,Charlotte,Nashville
2010-04-08,Monterrey,Dallas
2010-04-08,Phoenix,Tijuana
2010-04-08,San Antonio,Merida
2010-04-09,Los Angeles,Oakland
2010-04-09,Denver,Vancouver
2010-04-09,Seattle,Calgary
2010-04-09,Birmingham,Atlanta
2010-04-09,Charlotte,Nashville
2010-04-09,Monterrey,Dallas
2010-04-09,Phoenix,Tijuana
2010-04-09,San Antonio,Merida
2010-04-10,Los Angeles,Oakland
2010-04-10,Denver,Vancouver
2010-04-10,Seattle,Calgary
2010-04-10,Birmingham,Atlanta
2010-04-10,Charlotte,Nashville
2010-04-10,Monterrey,Dallas
2010-04-10,Phoenix,Tijuana
2010-04-10,San Antonio,Merida
2010-04-11,Denver,Calgary
2010-04-11,Oakland,Tijuana
2010-04-11,Monterrey,Merida
2010-04-11,Nashville,Atlanta
2010-04-11,Phoenix,Los Angeles
2010-04-11,Dallas,San Antonio
2010-04-11,Seattle,Vancouver
2010-04-11,Birmingham,Charlotte
2010-04-12,Denver,Calgary
2010-04-12,Oakland,Tijuana
2010-04-12,Monterrey,Merida
2010-04-12,Nashville,Atlanta
2010-04-12,Phoenix,Los Angeles
2010-04-12,Dallas,San Antonio
2010-04-12,Seattle,Vancouver
2010-04-12,Birmingham,Charlotte
2010-04-13,Denver,Calgary
2010-04-13,Oakland,Tijuana
2010-04-13,Monterrey,Merida
2010-04-13,Nashville,Atlanta
2010-04-13,Phoenix,Los Angeles
2010-04-13,Dallas,San Antonio
2010-04-13,Seattle,Vancouver
2010-04-13,Birmingham,Charlotte
2010-04-14,Charlotte,Birmingham
2010-04-14,Merida,San Antonio
2010-04-14,Vancouver,Denver
2010-04-14,Tijuana,Oakland
2010-04-14,Los Angeles,Phoenix
2010-04-15,Dallas,Monterrey
2010-04-15,Calgary,Seattle
2010-04-15,Atlanta,Nashville
2010-04-15,Charlotte,Birmingham
2010-04-15,Merida,San Antonio
2010-04-15,Vancouver,Denver
2010-04-15,Tijuana,Oakland
2010-04-15,Los Angeles,Phoenix
2010-04-16,Dallas,Monterrey
2010-04-16,Calgary,Seattle
2010-04-16,Atlanta,Nashville
2010-04-16,Charlotte,Birmingham
2010-04-16,Merida,San Antonio
2010-04-16,Vancouver,Denver
2010-04-16,Tijuana,Oakland
2010-04-16,Los Angeles,Phoenix
2010-04-17,Dallas,Monterrey
2010-04-17,Calgary,Seattle
2010-04-17,Atlanta,Nashville
2010-04-18,San Antonio,Dallas
2010-04-17,Los Angeles,Tijuana
2010-04-17,Oakland,Phoenix
2010-04-18,Birmingham,Nashville
2010-04-18,Merida,Monterrey
2010-04-18,Vancouver,Seattle
2010-04-18,Calgary,Denver
2010-04-18,Charlotte,Atlanta
2010-04-19,San Antonio,Dallas
2010-04-18,Los Angeles,Tijuana
2010-04-18,Oakland,Phoenix
2010-04-19,Birmingham,Nashville
2010-04-19,Merida,Monterrey
2010-04-19,Vancouver,Seattle
2010-04-19,Calgary,Denver
2010-04-19,Charlotte,Atlanta
2010-04-20,San Antonio,Dallas
2010-04-19,Los Angeles,Tijuana
2010-04-19,Oakland,Phoenix
2010-04-20,Birmingham,Nashville
2010-04-20,Merida,Monterrey
2010-04-20,Vancouver,Seattle
2010-04-20,Calgary,Denver
2010-04-20,Charlotte,Atlanta
2010-04-21,Calgary,Birmingham
2010-04-21,Tijuana,Merida
2010-04-21,Denver,Nashville
2010-04-21,San Antonio,Oakland
2010-04-21,Phoenix,Dallas
2010-04-21,Charlotte,Seattle
2010-04-21,Monterrey,Los Angeles
2010-04-21,Atlanta,Vancouver
2010-04-22,Calgary,Birmingham
2010-04-22,Tijuana,Merida
2010-04-22,Denver,Nashville
2010-04-22,San Antonio,Oakland
2010-04-22,Phoenix,Dallas
2010-04-22,Charlotte,Seattle
2010-04-22,Monterrey,Los Angeles
2010-04-22,Atlanta,Vancouver
2010-04-23,Calgary,Birmingham
2010-04-23,Tijuana,Merida
2010-04-23,Denver,Nashville
2010-04-23,San Antonio,Oakland
