Date,Home,Away
2010-04-01,Nashville,Birmingham
2010-04-01,Monterrey,Merida
2010-04-01,Dallas,San Antonio
2010-04-01,Phoenix,Los Angeles
2010-04-01,Seattle,Denver
2010-04-02,Charlotte,Atlanta
2010-04-02,Vancouver,Calgary
2010-04-02,Tijuana,Oakland
2010-04-02,Nashville,Birmingham
2010-04-02,Monterrey,Merida
2010-04-02,Dallas,San Antonio
2010-04-02,Phoenix,Los Angeles
2010-04-02,Seattle,Denver
2010-04-03,Charlotte,Atlanta
2010-04-03,Vancouver,Calgary
2010-04-03,Tijuana,Oakland
2010-04-03,Nashville,Birmingham
2010-04-03,Monterrey,Merida
2010-04-03,Dallas,San Antonio
2010-04-03,Phoenix,Los Angeles
2010-04-03,Seattle,Denver
2010-04-04,Charlotte,Atlanta
2010-04-04,Vancouver,Calgary
2010-04-04,Tijuana,Oakland
2010-04-05,Birmingham,Charlotte
2010-04-04,Merida,Dallas
2010-04-05,Calgary,Denver
2010-04-05,Oakland,Phoenix
2010-04-05,Seattle,Vancouver
2010-04-05,Tijuana,Los Angeles
2010-04-05,San Antonio,Monterrey
2010-04-05,Atlanta,Nashville
2010-04-06,Birmingham,Charlotte
2010-04-05,Merida,Dallas
2010-04-06,Calgary,Denver
2010-04-06,Oakland,Phoenix
2010-04-06,Seattle,Vancouver
2010-04-06,Tijuana,Los Angeles
2010-04-06,San Antonio,Monterrey
2010-04-06,Atlanta,Nashville
2010-04-07,Birmingham,Charlotte
2010-04-06,Merida,Dallas
2010-04-07,Calgary,Denver
2010-04-07,Oakland,Phoenix
2010-04-07,Seattle,Vancouver
2010-04-07,Tijuana,Los Angeles
2010-04-07,San Antonio,Monterrey
2010-04-07,Atlanta,Nashville
2010-04-08,Merida,Monterrey
2010-04-08,Denver,Seattle
2010-04-08,Atlanta,Birmingham
2010-04-08,Oakland,Tijuana
2010-04-08,Nashville,Charlotte
2010-04-08,San Antonio,Dallas
2010-04-08,Los Angeles,Phoenix
2010-04-08,Calgary,Vancouver
2010-04-09,Merida,Monterrey
2010-04-09,Denver,Seattle
2010-04-09,Atlanta,Birmingham
2010-04-09,Oakland,Tijuana
2010-04-09,Nashville,Charlotte
2010-04-09,San Antonio,Dallas
2010-04-09,Los Angeles,Phoenix
2010-04-09,Calgary,Vancouver
2010-04-10,Merida,Monterrey
2010-04-10,Denver,Seattle
2010-04-10,Atlanta,Birmingham
2010-04-10,Oakland,Tijuana
2010-04-10,Nashville,Charlotte
2010-04-10,San Antonio,Dallas
2010-04-10,Los Angeles,Phoenix
2010-04-10,Calgary,Vancouver
2010-04-11,Vancouver,Denver
2010-04-11,Charlotte,Birmingham
2010-04-11,Merida,San Antonio
2010-04-11,Tijuana,Phoenix
2010-04-11,Nashville,Atlanta
2010-04-11,Los Angeles,Oakland
2010-04-11,Seattle,Calgary
2010-04-11,Monterrey,Dallas
2010-04-12,Vancouver,Denver
2010-04-12,Charlotte,Birmingham
2010-04-12,Merida,San Antonio
2010-04-12,Tijuana,Phoenix
2010-04-12,Nashville,Atlanta
2010-04-12,Los Angeles,Oakland
2010-04-12,Seattle,Calgary
2010-04-12,Monterrey,Dallas
2010-04-13,Vancouver,Denver
2010-04-13,Charlotte,Birmingham
2010-04-13,Merida,San Antonio
2010-04-13,Tijuana,Phoenix
2010-04-13,Nashville,Atlanta
2010-04-13,Los Angeles,Oakland
2010-04-13,Seattle,Calgary
2010-04-13,Monterrey,Dallas
2010-04-14,Atlanta,Charlotte
2010-04-14,San Antonio,Merida
2010-04-14,Birmingham,Nashville
2010-04-14,Phoenix,Tijuana
2010-04-14,Calgary,Seattle
2010-04-15,Oakland,Los Angeles
2010-04-15,Dallas,Monterrey
2010-04-15,Denver,Vancouver
2010-04-15,Atlanta,Charlotte
2010-04-15,San Antonio,Merida
2010-04-15,Birmingham,Nashville
2010-04-15,Phoenix,Tijuana
2010-04-15,Calgary,Seattle
