Date,Home,Away
2010-04-01,Toronto,"Washington, D.C."
2010-04-01,St. Louis,Chicago
2010-04-01,Akron,Detroit
2010-04-01,Boston,New York
2010-04-01,St. Paul,Winnipeg
2010-04-02,Philadelphia,Pittsburgh
2010-04-02,Indianapolis,Columbus
2010-04-02,New Haven,Montreal
2010-04-02,Toronto,"Washington, D.C."
2010-04-02,St. Louis,Chicago
2010-04-02,Akron,Detroit
2010-04-02,Boston,New York
2010-04-02,St. Paul,Winnipeg
2010-04-03,Philadelphia,Pittsburgh
2010-04-03,Indianapolis,Columbus
2010-04-03,New Haven,Montreal
2010-04-03,Toronto,"Washington, D.C."
2010-04-03,St. Louis,Chicago
2010-04-03,Akron,Detroit
2010-04-03,Boston,New York
2010-04-03,St. Paul,Winnipeg
2010-04-04,Philadelphia,Pittsburgh
2010-04-04,Indianapolis,Columbus
2010-04-04,New Haven,Montreal
2010-04-05,Philadelphia,"Washington, D.C."
2010-04-05,Columbus,Indianapolis
2010-04-04,Detroit,Akron
2010-04-05,Montreal,New York
2010-04-04,Chicago,Winnipeg
2010-04-05,St. Paul,St. Louis
2010-04-05,Toronto,Pittsburgh
2010-04-05,New Haven,Boston
2010-04-06,Philadelphia,"Washington, D.C."
2010-04-06,Columbus,Indianapolis
2010-04-05,Detroit,Akron
2010-04-06,Montreal,New York
2010-04-05,Chicago,Winnipeg
2010-04-06,St. Paul,St. Louis
2010-04-06,Toronto,Pittsburgh
2010-04-06,New Haven,Boston
2010-04-07,Philadelphia,"Washington, D.C."
2010-04-07,Columbus,Indianapolis
2010-04-06,Detroit,Akron
2010-04-07,Montreal,New York
2010-04-06,Chicago,Winnipeg
2010-04-07,St. Paul,St. Louis
2010-04-07,Toronto,Pittsburgh
2010-04-07,New Haven,Boston
2010-04-08,Winnipeg,St. Louis
2010-04-08,Boston,New Haven
2010-04-08,"Washington, D.C.",Toronto
2010-04-08,Detroit,Columbus
2010-04-08,Chicago,St. Paul
2010-04-08,Akron,Indianapolis
2010-04-08,Pittsburgh,Philadelphia
2010-04-08,New York,Montreal
2010-04-09,Winnipeg,St. Louis
2010-04-09,Boston,New Haven
2010-04-09,"Washington, D.C.",Toronto
2010-04-09,Detroit,Columbus
2010-04-09,Chicago,St. Paul
2010-04-09,Akron,Indianapolis
2010-04-09,Pittsburgh,Philadelphia
2010-04-09,New York,Montreal
2010-04-10,Winnipeg,St. Louis
2010-04-10,Boston,New Haven
2010-04-10,"Washington, D.C.",Toronto
2010-04-10,Detroit,Columbus
2010-04-10,Chicago,St. Paul
2010-04-10,Akron,Indianapolis
2010-04-10,Pittsburgh,Philadelphia
2010-04-10,New York,Montreal
2010-04-11,Montreal,Boston
2010-04-11,Toronto,Philadelphia
2010-04-11,Winnipeg,Chicago
2010-04-11,New York,New Haven
2010-04-11,Columbus,Detroit
2010-04-11,St. Louis,St. Paul
2010-04-11,Pittsburgh,"Washington, D.C."
2010-04-11,Indianapolis,Akron
2010-04-12,Montreal,Boston
2010-04-12,Toronto,Philadelphia
2010-04-12,Winnipeg,Chicago
2010-04-12,New York,New Haven
2010-04-12,Columbus,Detroit
2010-04-12,St. Louis,St. Paul
2010-04-12,Pittsburgh,"Washington, D.C."
2010-04-12,Indianapolis,Akron
2010-04-13,Montreal,Boston
2010-04-13,Toronto,Philadelphia
2010-04-13,Winnipeg,Chicago
2010-04-13,New York,New Haven
2010-04-13,Columbus,Detroit
2010-04-13,St. Louis,St. Paul
2010-04-13,Pittsburgh,"Washington, D.C."
2010-04-13,Indianapolis,Akron
2010-04-14,Detroit,Indianapolis
2010-04-14,Philadelphia,Toronto
2010-04-14,Winnipeg,St. Paul
2010-04-14,Montreal,New Haven
2010-04-14,New York,Boston
2010-04-15,Akron,Columbus
2010-04-15,"Washington, D.C.",Pittsburgh
2010-04-15,Chicago,St. Louis
2010-04-15,Detroit,Indianapolis
2010-04-15,Philadelphia,Toronto
2010-04-15,Winnipeg,St. Paul
2010-04-15,Montreal,New Haven
2010-04-15,New York,Boston
2010-04-16,Akron,Columbus
2010-04-16,"Washington, D.C.",Pittsburgh
2010-04-16,Chicago,St. Louis
2010-04-16,Detroit,Indianapolis
2010-04-16,Philadelphia,Toronto
2010-04-16,Winnipeg,St. Paul
2010-04-16,Montreal,New Haven
2010-04-16,New York,Boston
2010-04-17,Akron,Columbus
2010-04-17,"Washington, D.C.",Pittsburgh
2010-04-17,Chicago,St. Louis
2010-04-17,Indianapolis,Detroit
2010-04-17,New Haven,New York
2010-04-18,St. Louis,Winnipeg
2010-04-17,Boston,Montreal
2010-04-18,"Washington, D.C.",Philadelphia
2010-04-18,Pittsburgh,Toronto
2010-04-18,St. Paul,Chicago
2010-04-18,Columbus,Akron
2010-04-18,Indianapolis,Detroit
2010-04-18,New Haven,New York
2010-04-19,St. Louis,Winnipeg
2010-04-18,Boston,Montreal
2010-04-19,"Washington, D.C.",Philadelphia
2010-04-19,Pittsburgh,Toronto
2010-04-19,St. Paul,Chicago
2010-04-19,Columbus,Akron
2010-04-19,Indianapolis,Detroit
2010-04-19,New Haven,New York
2010-04-20,St. Louis,Winnipeg
2010-04-19,Boston,Montreal
2010-04-20,"Washington, D.C.",Philadelphia
2010-04-20,Pittsburgh,Toronto
2010-04-20,St. Paul,Chicago
2010-04-20,Columbus,Akron
2010-04-21,Pittsburgh,Detroit
2010-04-21,New Haven,Winnipeg
2010-04-21,"Washington, D.C.",Columbus
2010-04-21,St. Paul,New York
2010-04-21,Indianapolis,Toronto
2010-04-21,Boston,St. Louis
2010-04-21,Chicago,Montreal
2010-04-21,Philadelphia,Akron
2010-04-22,Pittsburgh,Detroit
2010-04-22,New Haven,Winnipeg
2010-04-22,"Washington, D.C.",Columbus
2010-04-22,St. Paul,New York
2010-04-22,Indianapolis,Toronto
2010-04-22,Boston,St. Louis
2010-04-22,Chicago,Montreal
2010-04-22,Philadelphia,Akron
2010-04-23,Pittsburgh,Detroit
2010-04-23,New Haven,Winnipeg
2010-04-23,"Washington, D.C.",Columbus
2010-04-23,St. Paul,New York
2010-04-23,Indianapolis,Toronto
2010-04-23,Boston,St. Louis
2010-04-23,Chicago,Montreal
2010-04-23,Philadelphia,Akron
2010-04-24,New York,St. Paul
2010-04-24,"Washington, D.C.",Indianapolis
2010-04-24,Montreal,St. Louis
2010-04-24,Columbus,Philadelphia
2010-04-24,Detroit,Pittsburgh
2010-04-25,New Haven,Chicago
2010-04-25,Toronto,Akron
2010-04-25,Boston,Winnipeg
2010-04-25,New York,St. Paul
2010-04-25,"Washington, D.C.",Indianapolis
2010-04-25,Montreal,St. Louis
2010-04-25,Columbus,Philadelphia
2010-04-25,Detroit,Pittsburgh
2010-04-26,New Haven,Chicago
2010-04-26,Toronto,Akron
2010-04-26,Boston,Winnipeg
2010-04-26,New York,St. Paul
2010-04-26,"Washington, D.C.",Indianapolis
2010-04-26,Montreal,St. Louis
2010-04-26,Columbus,Philadelphia
2010-04-26,Detroit,Pittsburgh
2010-04-27,New Haven,Chicago
2010-04-27,Toronto,Akron
2010-04-27,Boston,Winnipeg
2010-04-27,Philadelphia,Indianapolis
2010-04-28,Winnipeg,New Haven
2010-04-27,Columbus,Pittsburgh
2010-04-28,Boston,Chicago
2010-04-28,Toronto,Detroit
2010-04-28,Akron,"Washington, D.C."
2010-04-28,St. Louis,New York
2010-04-28,Montreal,St. Paul
2010-04-28,Philadelphia,Indianapolis
2010-04-29,Winnipeg,New Haven
2010-04-28,Columbus,Pittsburgh
2010-04-29,Boston,Chicago
2010-04-29,Toronto,Detroit
2010-04-29,Akron,"Washington, D.C."
2010-04-29,St. Louis,New York
2010-04-29,Montreal,St. Paul
2010-04-29,Philadelphia,Indianapolis
2010-04-30,Winnipeg,New Haven
2010-04-29,Columbus,Pittsburgh
2010-04-30,Boston,Chicago
2010-04-30,Toronto,Detroit
2010-04-30,Akron,"Washington, D.C."
2010-04-30,St. Louis,New York
2010-04-30,Montreal,St. Paul
2010-05-01,St. Louis,Montreal
2010-05-01,Columbus,"Washington, D.C."
2010-05-01,Philadelphia,Detroit
2010-05-01,Pittsburgh,Akron
2010-05-01,Chicago,Boston
2010-05-01,New Haven,St. Paul
2010-05-01,Winnipeg,New York
2010-05-01,Toronto,Indianapolis
2010-05-02,St. Louis,Montreal
2010-05-02,Columbus,"Washington, D.C."
2010-05-02,Philadelphia,Detroit
2010-05-02,Pittsburgh,Akron
2010-05-02,Chicago,Boston
2010-05-02,New Haven,St. Paul
2010-05-02,Winnipeg,New York
2010-05-02,Toronto,Indianapolis
2010-05-03,St. Louis,Montreal
2010-05-03,Columbus,"Washington, D.C."
2010-05-03,Philadelphia,Detroit
2010-05-03,Pittsburgh,Akron
2010-05-03,Chicago,Boston
2010-05-03,New Haven,St. Paul
2010-05-03,Winnipeg,New York
2010-05-03,Toronto,Indianapolis
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,Detroit,Chicago
2010-05-07,Winnipeg,Indianapolis
2010-05-07,Columbus,St. Louis
2010-05-07,New York,Pittsburgh
2010-05-07,St. Paul,Akron
2010-05-08,Montreal,"Washington, D.C."
2010-05-08,Boston,Philadelphia
2010-05-08,Toronto,New Haven
2010-05-08,Detroit,Chicago
2010-05-08,Winnipeg,Indianapolis
2010-05-08,Columbus,St. Louis
2010-05-08,New York,Pittsburgh
2010-05-08,St. Paul,Akron
2010-05-09,Montreal,"Washington, D.C."
2010-05-09,Boston,Philadelphia
2010-05-09,Toronto,New Haven
2010-05-09,Detroit,Chicago
2010-05-09,Winnipeg,Indianapolis
2010-05-09,Columbus,St. Louis
2010-05-09,New York,Pittsburgh
2010-05-09,St. Paul,Akron
2010-05-10,Montreal,"Washington, D.C."
2010-05-10,Boston,Philadelphia
2010-05-10,Toronto,New Haven
2010-05-10,St. Louis,Columbus
2010-05-11,New Haven,Pittsburgh
2010-05-11,New York,Toronto
2010-05-11,Boston,"Washington, D.C."
2010-05-10,Detroit,St. Paul
2010-05-11,Philadelphia,Montreal
2010-05-11,Winnipeg,Akron
2010-05-11,Indianapolis,Chicago
2010-05-11,St. Louis,Columbus
2010-05-12,New Haven,Pittsburgh
2010-05-12,New York,Toronto
2010-05-12,Boston,"Washington, D.C."
2010-05-11,Detroit,St. Paul
2010-05-12,Philadelphia,Montreal
2010-05-12,Winnipeg,Akron
2010-05-12,Indianapolis,Chicago
2010-05-12,St. Louis,Columbus
2010-05-13,New Haven,Pittsburgh
2010-05-13,New York,Toronto
2010-05-13,Boston,"Washington, D.C."
2010-05-12,Detroit,St. Paul
2010-05-13,Philadelphia,Montreal
2010-05-13,Winnipeg,Akron
2010-05-13,Indianapolis,Chicago
2010-05-14,New Haven,Philadelphia
2010-05-14,Chicago,Detroit
2010-05-14,Montreal,Pittsburgh
2010-05-14,Akron,St. Louis
2010-05-14,Indianapolis,St. Paul
2010-05-15,New York,"Washington, D.C."
2010-05-15,Toronto,Boston
2010-05-15,Columbus,Winnipeg
2010-05-15,New Haven,Philadelphia
2010-05-15,Chicago,Detroit
2010-05-15,Montreal,Pittsburgh
2010-05-15,Akron,St. Louis
2010-05-15,Indianapolis,St. Paul
2010-05-16,New York,"Washington, D.C."
2010-05-16,Toronto,Boston
2010-05-16,Columbus,Winnipeg
2010-05-16,New Haven,Philadelphia
2010-05-16,Chicago,Detroit
2010-05-16,Montreal,Pittsburgh
2010-05-16,Akron,St. Louis
2010-05-16,Indianapolis,St. Paul
2010-05-17,New York,"Washington, D.C."
2010-05-17,Toronto,Boston
2010-05-17,Columbus,Winnipeg
2010-05-17,Indianapolis,St. Louis
2010-05-17,Pittsburgh,Montreal
2010-05-17,Akron,Chicago
2010-05-17,St. Paul,Detroit
2010-05-18,"Washington, D.C.",New Haven
2010-05-18,Philadelphia,New York
2010-05-18,Boston,Toronto
2010-05-18,Winnipeg,Columbus
2010-05-18,Indianapolis,St. Louis
2010-05-18,Pittsburgh,Montreal
2010-05-18,Akron,Chicago
2010-05-18,St. Paul,Detroit
2010-05-19,"Washington, D.C.",New Haven
2010-05-19,Philadelphia,New York
2010-05-19,Boston,Toronto
2010-05-19,Winnipeg,Columbus
2010-05-19,Indianapolis,St. Louis
2010-05-19,Pittsburgh,Montreal
2010-05-19,Akron,Chicago
2010-05-19,St. Paul,Detroit
2010-05-20,"Washington, D.C.",New Haven
2010-05-20,Philadelphia,New York
2010-05-20,Boston,Toronto
2010-05-20,Winnipeg,Columbus
2010-05-20,Chicago,Indianapolis
2010-05-20,Detroit,St. Louis
2010-05-21,Pittsburgh,Boston
2010-05-21,Columbus,St. Paul
2010-05-21,New York,Philadelphia
2010-05-21,"Washington, D.C.",Montreal
2010-05-21,New Haven,Toronto
2010-05-21,Akron,Winnipeg
2010-05-21,Chicago,Indianapolis
2010-05-21,Detroit,St. Louis
2010-05-22,Pittsburgh,Boston
2010-05-22,Columbus,St. Paul
2010-05-22,New York,Philadelphia
2010-05-22,"Washington, D.C.",Montreal
2010-05-22,New Haven,Toronto
2010-05-22,Akron,Winnipeg
2010-05-22,Chicago,Indianapolis
2010-05-22,Detroit,St. Louis
2010-05-23,Pittsburgh,Boston
2010-05-23,Columbus,St. Paul
2010-05-23,New York,Philadelphia
2010-05-23,"Washington, D.C.",Montreal
2010-05-23,New Haven,Toronto
2010-05-23,Akron,Winnipeg
2010-05-24,Indianapolis,Winnipeg
2010-05-24,Pittsburgh,New York
2010-05-24,St. Paul,Columbus
2010-05-24,Montreal,Toronto
2010-05-24,Philadelphia,New Haven
2010-05-25,St. Louis,Detroit
2010-05-25,"Washington, D.C.",Boston
2010-05-25,Chicago,Akron
2010-05-25,Indianapolis,Winnipeg
2010-05-25,Pittsburgh,New York
2010-05-25,St. Paul,Columbus
2010-05-25,Montreal,Toronto
2010-05-25,Philadelphia,New Haven
2010-05-26,St. Louis,Detroit
2010-05-26,"Washington, D.C.",Boston
2010-05-26,Chicago,Akron
2010-05-26,Indianapolis,Winnipeg
2010-05-26,Pittsburgh,New York
2010-05-26,St. Paul,Columbus
2010-05-26,Montreal,Toronto
2010-05-26,Philadelphia,New Haven
2010-05-27,St. Louis,Detroit
2010-05-27,"Washington, D.C.",Boston
2010-05-27,Chicago,Akron
2010-05-28,Philadelphia,Boston
2010-05-27,Pittsburgh,New Haven
2010-05-28,Columbus,Chicago
2010-05-28,Detroit,Winnipeg
2010-05-27,St. Paul,Indianapolis
2010-05-28,Toronto,Montreal
2010-05-28,"Washington, D.C.",New York
2010-05-28,St. Louis,Akron
2010-05-29,Philadelphia,Boston
2010-05-28,Pittsburgh,New Haven
2010-05-29,Columbus,Chicago
2010-05-29,Detroit,Winnipeg
2010-05-28,St. Paul,Indianapolis
2010-05-29,Toronto,Montreal
2010-05-29,"Washington, D.C.",New York
2010-05-29,St. Louis,Akron
2010-05-30,Philadelphia,Boston
2010-05-29,Pittsburgh,New Haven
2010-05-30,Columbus,Chicago
2010-05-30,Detroit,Winnipeg
2010-05-29,St. Paul,Indianapolis
2010-05-30,Toronto,Montreal
2010-05-30,"Washington, D.C.",New York
2010-05-30,St. Louis,Akron
2010-05-31,Winnipeg,Detroit
2010-05-31,Boston,Pittsburgh
2010-05-31,Montreal,Philadelphia
2010-05-31,Chicago,Columbus
2010-05-31,Akron,St. Paul
2010-05-31,St. Louis,Indianapolis
2010-05-31,New Haven,"Washington, D.C."
2010-05-31,Toronto,New York
2010-06-01,Winnipeg,Detroit
2010-06-01,Boston,Pittsburgh
2010-06-01,Montreal,Philadelphia
2010-06-01,Chicago,Columbus
2010-06-01,Akron,St. Paul
2010-06-01,St. Louis,Indianapolis
2010-06-01,New Haven,"Washington, D.C."
2010-06-01,Toronto,New York
2010-06-02,Winnipeg,Detroit
2010-06-02,Boston,Pittsburgh
2010-06-02,Montreal,Philadelphia
2010-06-02,Chicago,Columbus
2010-06-02,Akron,St. Paul
2010-06-02,St. Louis,Indianapolis
2010-06-02,New Haven,"Washington, D.C."
2010-06-02,Toronto,New York
2010-06-03,New York,"Washington, D.C."
2010-06-03,Indianapolis,Chicago
2010-06-03,Boston,Toronto
2010-06-03,Detroit,St. Louis
2010-06-03,Pittsburgh,Montreal
2010-06-04,Philadelphia,New Haven
2010-06-04,St. Paul,Akron
2010-06-04,Columbus,Winnipeg
2010-06-04,New York,"Washington, D.C."
2010-06-04,Indianapolis,Chicago
2010-06-04,Boston,Toronto
2010-06-04,Detroit,St. Louis
2010-06-04,Pittsburgh,Montreal
2010-06-05,Philadelphia,New Haven
2010-06-05,St. Paul,Akron
2010-06-05,Columbus,Winnipeg
2010-06-05,New York,"Washington, D.C."
2010-06-05,Indianapolis,Chicago
2010-06-05,Boston,Toronto
2010-06-05,Detroit,St. Louis
2010-06-05,Pittsburgh,Montreal
2010-06-06,Philadelphia,New Haven
2010-06-06,St. Paul,Akron
2010-06-06,Columbus,Winnipeg
2010-06-07,Detroit,Winnipeg
2010-06-06,Toronto,New York
2010-06-07,Philadelphia,Montreal
2010-06-06,St. Louis,Indianapolis
2010-06-07,Chicago,Columbus
2010-06-07,Pittsburgh,New Haven
2010-06-07,Akron,St. Paul
2010-06-07,Boston,"Washington, D.C."
2010-06-08,Detroit,Winnipeg
2010-06-07,Toronto,New York
2010-06-08,Philadelphia,Montreal
2010-06-07,St. Louis,Indianapolis
2010-06-08,Chicago,Columbus
2010-06-08,Pittsburgh,New Haven
2010-06-08,Akron,St. Paul
2010-06-08,Boston,"Washington, D.C."
2010-06-09,Detroit,Winnipeg
2010-06-08,Toronto,New York
2010-06-09,Philadelphia,Montreal
2010-06-08,St. Louis,Indianapolis
2010-06-09,Chicago,Columbus
2010-06-09,Pittsburgh,New Haven
2010-06-09,Akron,St. Paul
2010-06-09,Boston,"Washington, D.C."
2010-06-10,New York,Philadelphia
2010-06-10,Columbus,St. Paul
2010-06-10,Detroit,Chicago
2010-06-10,Winnipeg,Indianapolis
2010-06-10,St. Louis,Akron
2010-06-10,Montreal,"Washington, D.C."
2010-06-10,Pittsburgh,Boston
2010-06-10,New Haven,Toronto
2010-06-11,New York,Philadelphia
2010-06-11,Columbus,St. Paul
2010-06-11,Detroit,Chicago
2010-06-11,Winnipeg,Indianapolis
2010-06-11,St. Louis,Akron
2010-06-11,Montreal,"Washington, D.C."
2010-06-11,Pittsburgh,Boston
2010-06-11,New Haven,Toronto
2010-06-12,New York,Philadelphia
2010-06-12,Columbus,St. Paul
2010-06-12,Detroit,Chicago
2010-06-12,Winnipeg,Indianapolis
2010-06-12,St. Louis,Akron
2010-06-12,Montreal,"Washington, D.C."
2010-06-12,Pittsburgh,Boston
2010-06-12,New Haven,Toronto
2010-06-13,Indianapolis,Winnipeg
2010-06-13,Toronto,New Haven
2010-06-13,Chicago,Akron
2010-06-13,St. Paul,Columbus
2010-06-13,Pittsburgh,New York
2010-06-14,"Washington, D.C.",Montreal
2010-06-14,Philadelphia,Boston
2010-06-14,St. Louis,Detroit
2010-06-14,Indianapolis,Winnipeg
2010-06-14,Toronto,New Haven
2010-06-14,Chicago,Akron
2010-06-14,St. Paul,Columbus
2010-06-14,Pittsburgh,New York
2010-06-15,"Washington, D.C.",Montreal
2010-06-15,Philadelphia,Boston
2010-06-15,St. Louis,Detroit
2010-06-15,Indianapolis,Winnipeg
2010-06-15,Toronto,New Haven
2010-06-15,Chicago,Akron
2010-06-15,St. Paul,Columbus
2010-06-15,Pittsburgh,New York
2010-06-16,"Washington, D.C.",Montreal
2010-06-16,Philadelphia,Boston
2010-06-16,St. Louis,Detroit
2010-06-16,Winnipeg,Columbus
2010-06-16,New Haven,Pittsburgh
2010-06-17,Chicago,Detroit
2010-06-17,Akron,St. Louis
2010-06-17,"Washington, D.C.",Boston
2010-06-17,Montreal,Toronto
2010-06-17,Indianapolis,St. Paul
2010-06-17,Philadelphia,New York
2010-06-17,Winnipeg,Columbus
2010-06-17,New Haven,Pittsburgh
2010-06-18,Chicago,Detroit
2010-06-18,Akron,St. Louis
2010-06-18,"Washington, D.C.",Boston
2010-06-18,Montreal,Toronto
2010-06-18,Indianapolis,St. Paul
2010-06-18,Philadelphia,New York
2010-06-18,Winnipeg,Columbus
2010-06-18,New Haven,Pittsburgh
2010-06-19,Chicago,Detroit
2010-06-19,Akron,St. Louis
2010-06-19,"Washington, D.C.",Boston
2010-06-19,Montreal,Toronto
2010-06-19,Indianapolis,St. Paul
2010-06-19,Philadelphia,New York
2010-06-20,Toronto,Boston
2010-06-20,Columbus,St. Louis
2010-06-20,"Washington, D.C.",New York
2010-06-20,Akron,Chicago
2010-06-20,St. Paul,Indianapolis
2010-06-20,Montreal,Pittsburgh
2010-06-20,New Haven,Philadelphia
2010-06-20,Winnipeg,Detroit
2010-06-21,Toronto,Boston
2010-06-21,Columbus,St. Louis
2010-06-21,"Washington, D.C.",New York
2010-06-21,Akron,Chicago
2010-06-21,St. Paul,Indianapolis
2010-06-21,Montreal,Pittsburgh
2010-06-21,New Haven,Philadelphia
2010-06-21,Winnipeg,Detroit
2010-06-22,Toronto,Boston
2010-06-22,Columbus,St. Louis
2010-06-22,"Washington, D.C.",New York
2010-06-22,Akron,Chicago
2010-06-22,St. Paul,Indianapolis
2010-06-22,Montreal,Pittsburgh
2010-06-22,New Haven,Philadelphia
2010-06-22,Winnipeg,Detroit
2010-06-23,Boston,Pittsburgh
2010-06-23,Montreal,Philadelphia
2010-06-23,Akron,Winnipeg
2010-06-23,"Washington, D.C.",New Haven
2010-06-23,Indianapolis,St. Louis
2010-06-24,Detroit,St. Paul
2010-06-24,Columbus,Chicago
2010-06-24,New York,Toronto
2010-06-24,Boston,Pittsburgh
2010-06-24,Montreal,Philadelphia
2010-06-24,Akron,Winnipeg
2010-06-24,"Washington, D.C.",New Haven
2010-06-24,Indianapolis,St. Louis
2010-06-25,Detroit,St. Paul
2010-06-25,Columbus,Chicago
2010-06-25,New York,Toronto
2010-06-25,Boston,Pittsburgh
2010-06-25,Montreal,Philadelphia
2010-06-25,Akron,Winnipeg
2010-06-25,"Washington, D.C.",New Haven
2010-06-25,Indianapolis,St. Louis
2010-06-26,Detroit,St. Paul
2010-06-26,Columbus,Chicago
2010-06-26,New York,Toronto
2010-06-26,Boston,Philadelphia
2010-06-27,St. Paul,Detroit
2010-06-26,New Haven,"Washington, D.C."
2010-06-27,St. Louis,Columbus
2010-06-27,New York,Pittsburgh
2010-06-27,Toronto,Montreal
2010-06-27,Winnipeg,Akron
2010-06-27,Chicago,Indianapolis
2010-06-27,Boston,Philadelphia
2010-06-28,St. Paul,Detroit
2010-06-27,New Haven,"Washington, D.C."
2010-06-28,St. Louis,Columbus
2010-06-28,New York,Pittsburgh
2010-06-28,Toronto,Montreal
2010-06-28,Winnipeg,Akron
2010-06-28,Chicago,Indianapolis
2010-06-28,Boston,Philadelphia
2010-06-29,St. Paul,Detroit
2010-06-28,New Haven,"Washington, D.C."
2010-06-29,St. Louis,Columbus
2010-06-29,New York,Pittsburgh
2010-06-29,Toronto,Montreal
2010-06-29,Winnipeg,Akron
2010-06-29,Chicago,Indianapolis
2010-06-30,,
2010-07-01,,
2010-07-02,,
2010-07-03,,
2010-07-04,Winnipeg,St. Louis
2010-07-04,Boston,Montreal
2010-07-04,Philadelphia,Toronto
2010-07-04,Akron,Columbus
2010-07-04,Chicago,St. Paul
2010-07-05,Pittsburgh,"Washington, D.C."
2010-07-05,Indianapolis,Detroit
2010-07-05,New Haven,New York
2010-07-05,Winnipeg,St. Louis
2010-07-05,Boston,Montreal
2010-07-05,Philadelphia,Toronto
2010-07-05,Akron,Columbus
2010-07-05,Chicago,St. Paul
2010-07-06,Pittsburgh,"Washington, D.C."
2010-07-06,Indianapolis,Detroit
2010-07-06,New Haven,New York
2010-07-06,Winnipeg,St. Louis
2010-07-06,Boston,Montreal
2010-07-06,Philadelphia,Toronto
2010-07-06,Akron,Columbus
2010-07-06,Chicago,St. Paul
2010-07-07,Pittsburgh,"Washington, D.C."
2010-07-07,Indianapolis,Detroit
2010-07-07,New Haven,New York
2010-07-07,Toronto,Philadelphia
2010-07-07,Chicago,Winnipeg
2010-07-07,Montreal,Boston
2010-07-08,Detroit,Columbus
2010-07-08,New York,New Haven
2010-07-08,Akron,Indianapolis
2010-07-08,"Washington, D.C.",Pittsburgh
2010-07-08,St. Paul,St. Louis
2010-07-08,Toronto,Philadelphia
2010-07-08,Chicago,Winnipeg
2010-07-08,Montreal,Boston
2010-07-09,Detroit,Columbus
2010-07-09,New York,New Haven
2010-07-09,Akron,Indianapolis
2010-07-09,"Washington, D.C.",Pittsburgh
2010-07-09,St. Paul,St. Louis
2010-07-09,Toronto,Philadelphia
2010-07-09,Chicago,Winnipeg
2010-07-09,Montreal,Boston
2010-07-10,Detroit,Columbus
2010-07-10,New York,New Haven
2010-07-10,Akron,Indianapolis
2010-07-10,"Washington, D.C.",Pittsburgh
2010-07-10,St. Paul,St. Louis
2010-07-11,Montreal,New Haven
2010-07-11,St. Louis,Winnipeg
2010-07-11,St. Paul,Chicago
2010-07-11,Columbus,Indianapolis
2010-07-11,Philadelphia,"Washington, D.C."
2010-07-11,Toronto,Pittsburgh
2010-07-11,Boston,New York
2010-07-11,Detroit,Akron
2010-07-12,Montreal,New Haven
2010-07-12,St. Louis,Winnipeg
2010-07-12,St. Paul,Chicago
2010-07-12,Columbus,Indianapolis
2010-07-12,Philadelphia,"Washington, D.C."
2010-07-12,Toronto,Pittsburgh
2010-07-12,Boston,New York
2010-07-12,Detroit,Akron
2010-07-13,Montreal,New Haven
2010-07-13,St. Louis,Winnipeg
2010-07-13,St. Paul,Chicago
2010-07-13,Columbus,Indianapolis
2010-07-13,Philadelphia,"Washington, D.C."
2010-07-13,Toronto,Pittsburgh
2010-07-13,Boston,New York
2010-07-13,Detroit,Akron
2010-07-14,Philadelphia,Pittsburgh
2010-07-14,St. Louis,St. Paul
2010-07-14,New York,Boston
2010-07-14,Columbus,Detroit
2010-07-14,"Washington, D.C.",Toronto
2010-07-15,New Haven,Montreal
2010-07-15,Winnipeg,Chicago
2010-07-15,Indianapolis,Akron
2010-07-15,Philadelphia,Pittsburgh
2010-07-15,St. Louis,St. Paul
2010-07-15,New York,Boston
2010-07-15,Columbus,Detroit
2010-07-15,"Washington, D.C.",Toronto
2010-07-16,New Haven,Montreal
2010-07-16,Winnipeg,Chicago
2010-07-16,Indianapolis,Akron
2010-07-16,Philadelphia,Pittsburgh
2010-07-16,St. Louis,St. Paul
