Date,Home,Away
2010-04-01,Columbus,Akron
2010-04-01,Toronto,Philadelphia
2010-04-01,St. Paul,Winnipeg
2010-04-01,Montreal,New Haven
2010-04-01,"Washington, D.C.",Pittsburgh
2010-04-02,Indianapolis,Detroit
2010-04-02,Boston,New York
2010-04-02,Chicago,St. Louis
2010-04-02,Columbus,Akron
2010-04-02,Toronto,Philadelphia
2010-04-02,St. Paul,Winnipeg
2010-04-02,Montreal,New Haven
2010-04-02,"Washington, D.C.",Pittsburgh
2010-04-03,Indianapolis,Detroit
2010-04-03,Boston,New York
2010-04-03,Chicago,St. Louis
2010-04-03,Columbus,Akron
2010-04-03,Toronto,Philadelphia
2010-04-03,St. Paul,Winnipeg
2010-04-03,Montreal,New Haven
2010-04-03,"Washington, D.C.",Pittsburgh
2010-04-04,Indianapolis,Detroit
2010-04-04,Boston,New York
2010-04-04,Chicago,St. Louis
2010-04-04,Pittsburgh,"Washington, D.C."
2010-04-05,Winnipeg,St. Louis
2010-04-04,Philadelphia,Toronto
2010-04-05,New Haven,New York
2010-04-05,Indianapolis,Akron
2010-04-05,Montreal,Boston
2010-04-05,Columbus,Detroit
2010-04-05,St. Paul,Chicago
2010-04-05,Pittsburgh,"Washington, D.C."
2010-04-06,Winnipeg,St. Louis
2010-04-05,Philadelphia,Toronto
2010-04-06,New Haven,New York
2010-04-06,Indianapolis,Akron
2010-04-06,Montreal,Boston
2010-04-06,Columbus,Detroit
2010-04-06,St. Paul,Chicago
2010-04-06,Pittsburgh,"Washington, D.C."
2010-04-07,Winnipeg,St. Louis
2010-04-06,Philadelphia,Toronto
2010-04-07,New Haven,New York
2010-04-07,Indianapolis,Akron
2010-04-07,Montreal,Boston
2010-04-07,Columbus,Detroit
2010-04-07,St. Paul,Chicago
2010-04-08,St. Paul,St. Louis
2010-04-08,Boston,New Haven
2010-04-08,Chicago,Winnipeg
2010-04-07,"Washington, D.C.",Toronto
2010-04-08,Detroit,Akron
2010-04-08,Pittsburgh,Philadelphia
2010-04-08,New York,Montreal
2010-04-08,Indianapolis,Columbus
2010-04-09,St. Paul,St. Louis
2010-04-09,Boston,New Haven
2010-04-09,Chicago,Winnipeg
2010-04-08,"Washington, D.C.",Toronto
2010-04-09,Detroit,Akron
2010-04-09,Pittsburgh,Philadelphia
2010-04-09,New York,Montreal
2010-04-09,Indianapolis,Columbus
2010-04-10,St. Paul,St. Louis
2010-04-10,Boston,New Haven
2010-04-10,Chicago,Winnipeg
2010-04-09,"Washington, D.C.",Toronto
2010-04-10,Detroit,Akron
2010-04-10,Pittsburgh,Philadelphia
2010-04-10,New York,Montreal
2010-04-10,Indianapolis,Columbus
2010-04-11,New Haven,Montreal
2010-04-11,Detroit,Columbus
2010-04-11,Akron,Indianapolis
2010-04-11,Pittsburgh,Toronto
2010-04-11,New York,Boston
2010-04-11,Philadelphia,"Washington, D.C."
2010-04-11,St. Louis,St. Paul
2010-04-11,Winnipeg,Chicago
2010-04-12,New Haven,Montreal
2010-04-12,Detroit,Columbus
2010-04-12,Akron,Indianapolis
2010-04-12,Pittsburgh,Toronto
2010-04-12,New York,Boston
2010-04-12,Philadelphia,"Washington, D.C."
2010-04-12,St. Louis,St. Paul
2010-04-12,Winnipeg,Chicago
2010-04-13,New Haven,Montreal
2010-04-13,Detroit,Columbus
2010-04-13,Akron,Indianapolis
2010-04-13,Pittsburgh,Toronto
2010-04-13,New York,Boston
2010-04-13,Philadelphia,"Washington, D.C."
2010-04-13,St. Louis,St. Paul
2010-04-13,Winnipeg,Chicago
2010-04-14,Chicago,St. Paul
2010-04-14,Montreal,New York
2010-04-14,Columbus,Indianapolis
2010-04-14,"Washington, D.C.",Philadelphia
2010-04-14,Akron,Detroit
2010-04-15,New Haven,Boston
2010-04-15,Toronto,Pittsburgh
2010-04-15,St. Louis,Winnipeg
2010-04-15,Chicago,St. Paul
2010-04-15,Montreal,New York
2010-04-15,Columbus,Indianapolis
2010-04-15,"Washington, D.C.",Philadelphia
2010-04-15,Akron,Detroit
2010-04-16,New Haven,Boston
2010-04-16,Toronto,Pittsburgh
2010-04-16,St. Louis,Winnipeg
2010-04-16,Chicago,St. Paul
2010-04-16,Montreal,New York
2010-04-16,Columbus,Indianapolis
2010-04-16,"Washington, D.C.",Philadelphia
2010-04-16,Akron,Detroit
2010-04-17,New Haven,Boston
2010-04-17,Toronto,Pittsburgh
2010-04-17,St. Louis,Winnipeg
2010-04-18,St. Louis,Chicago
2010-04-17,Detroit,Indianapolis
2010-04-17,Akron,Columbus
2010-04-18,Boston,Montreal
2010-04-18,New York,New Haven
2010-04-18,Philadelphia,Pittsburgh
2010-04-18,Winnipeg,St. Paul
2010-04-18,Toronto,"Washington, D.C."
2010-04-19,St. Louis,Chicago
2010-04-18,Detroit,Indianapolis
2010-04-18,Akron,Columbus
2010-04-19,Boston,Montreal
2010-04-19,New York,New Haven
2010-04-19,Philadelphia,Pittsburgh
2010-04-19,Winnipeg,St. Paul
2010-04-19,Toronto,"Washington, D.C."
2010-04-20,St. Louis,Chicago
2010-04-19,Detroit,Indianapolis
2010-04-19,Akron,Columbus
2010-04-20,Boston,Montreal
2010-04-20,New York,New Haven
2010-04-20,Philadelphia,Pittsburgh
2010-04-20,Winnipeg,St. Paul
2010-04-20,Toronto,"Washington, D.C."
2010-04-21,New Haven,Winnipeg
2010-04-21,Philadelphia,Indianapolis
2010-04-21,New York,St. Paul
2010-04-21,"Washington, D.C.",Akron
2010-04-21,Toronto,Columbus
2010-04-21,St. Louis,Boston
2010-04-21,Detroit,Pittsburgh
2010-04-21,Montreal,Chicago
2010-04-22,New Haven,Winnipeg
2010-04-22,Philadelphia,Indianapolis
2010-04-22,New York,St. Paul
2010-04-22,"Washington, D.C.",Akron
2010-04-22,Toronto,Columbus
2010-04-22,St. Louis,Boston
2010-04-22,Detroit,Pittsburgh
2010-04-22,Montreal,Chicago
2010-04-23,New Haven,Winnipeg
2010-04-23,Philadelphia,Indianapolis
2010-04-23,New York,St. Paul
2010-04-23,"Washington, D.C.",Akron
2010-04-23,Toronto,Columbus
2010-04-23,St. Louis,Boston
2010-04-23,Detroit,Pittsburgh
2010-04-23,Montreal,Chicago
2010-04-24,St. Paul,Montreal
2010-04-24,New Haven,Chicago
2010-04-24,Columbus,"Washington, D.C."
2010-04-24,New York,Winnipeg
2010-04-24,Toronto,Akron
2010-04-25,Indianapolis,Pittsburgh
2010-04-25,Philadelphia,Detroit
2010-04-25,Boston,St. Louis
2010-04-25,St. Paul,Montreal
2010-04-25,New Haven,Chicago
2010-04-25,Columbus,"Washington, D.C."
2010-04-25,New York,Winnipeg
2010-04-25,Toronto,Akron
2010-04-26,Indianapolis,Pittsburgh
2010-04-26,Philadelphia,Detroit
2010-04-26,Boston,St. Louis
2010-04-26,St. Paul,Montreal
2010-04-26,New Haven,Chicago
2010-04-26,Columbus,"Washington, D.C."
2010-04-26,New York,Winnipeg
2010-04-26,Toronto,Akron
2010-04-27,Indianapolis,Pittsburgh
2010-04-27,Philadelphia,Detroit
2010-04-27,Boston,St. Louis
2010-04-28,Detroit,Philadelphia
2010-04-27,New York,Chicago
2010-04-28,St. Louis,Montreal
2010-04-27,Akron,"Washington, D.C."
2010-04-28,Winnipeg,Boston
2010-04-28,New Haven,St. Paul
2010-04-28,Indianapolis,Toronto
2010-04-28,Columbus,Pittsburgh
2010-04-29,Detroit,Philadelphia
2010-04-28,New York,Chicago
2010-04-29,St. Louis,Montreal
2010-04-28,Akron,"Washington, D.C."
2010-04-29,Winnipeg,Boston
2010-04-29,New Haven,St. Paul
2010-04-29,Indianapolis,Toronto
2010-04-29,Columbus,Pittsburgh
2010-04-30,Detroit,Philadelphia
2010-04-29,New York,Chicago
2010-04-30,St. Louis,Montreal
2010-04-29,Akron,"Washington, D.C."
2010-04-30,Winnipeg,Boston
2010-04-30,New Haven,St. Paul
2010-04-30,Indianapolis,Toronto
2010-04-30,Columbus,Pittsburgh
2010-05-01,Pittsburgh,Indianapolis
2010-05-01,Montreal,St. Louis
2010-05-01,Philadelphia,Akron
2010-05-01,Winnipeg,New Haven
2010-05-01,St. Paul,Boston
2010-05-01,Chicago,New York
2010-05-01,Detroit,"Washington, D.C."
2010-05-01,Columbus,Toronto
2010-05-02,Pittsburgh,Indianapolis
2010-05-02,Montreal,St. Louis
2010-05-02,Philadelphia,Akron
2010-05-02,Winnipeg,New Haven
2010-05-02,St. Paul,Boston
2010-05-02,Chicago,New York
2010-05-02,Detroit,"Washington, D.C."
2010-05-02,Columbus,Toronto
2010-05-03,Pittsburgh,Indianapolis
2010-05-03,Montreal,St. Louis
2010-05-03,Philadelphia,Akron
2010-05-03,Winnipeg,New Haven
2010-05-03,St. Paul,Boston
2010-05-03,Chicago,New York
2010-05-03,Detroit,"Washington, D.C."
2010-05-03,Columbus,Toronto
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,Detroit,St. Paul
2010-05-07,Philadelphia,New Haven
2010-05-07,Columbus,Chicago
2010-05-07,Boston,Toronto
2010-05-07,Indianapolis,Winnipeg
2010-05-08,"Washington, D.C.",Montreal
2010-05-08,St. Louis,Akron
2010-05-08,New York,Pittsburgh
2010-05-08,Detroit,St. Paul
2010-05-08,Philadelphia,New Haven
