Date,Home,Away
2010-04-01,Merida,Dallas
2010-04-01,Oakland,Los Angeles
2010-04-01,Atlanta,Nashville
2010-04-01,Birmingham,Charlotte
2010-04-01,Vancouver,Calgary
2010-04-02,Denver,Seattle
2010-04-02,Monterrey,San Antonio
2010-04-02,Phoenix,Tijuana
2010-04-02,Merida,Dallas
2010-04-02,Oakland,Los Angeles
2010-04-02,Atlanta,Nashville
2010-04-02,Birmingham,Charlotte
2010-04-02,Vancouver,Calgary
2010-04-03,Denver,Seattle
2010-04-03,Monterrey,San Antonio
2010-04-03,Phoenix,Tijuana
2010-04-03,Merida,Dallas
2010-04-03,Oakland,Los Angeles
2010-04-03,Atlanta,Nashville
2010-04-03,Birmingham,Charlotte
2010-04-03,Vancouver,Calgary
2010-04-04,Denver,Seattle
2010-04-04,Monterrey,San Antonio
2010-04-04,Phoenix,Tijuana
2010-04-05,Phoenix,Los Angeles
2010-04-05,San Antonio,Monterrey
2010-04-05,Seattle,Vancouver
2010-04-04,Dallas,Merida
2010-04-04,Atlanta,Charlotte
2010-04-05,Calgary,Denver
2010-04-05,Nashville,Birmingham
2010-04-05,Oakland,Tijuana
2010-04-06,Phoenix,Los Angeles
2010-04-06,San Antonio,Monterrey
2010-04-06,Seattle,Vancouver
2010-04-05,Dallas,Merida
2010-04-05,Atlanta,Charlotte
2010-04-06,Calgary,Denver
2010-04-06,Nashville,Birmingham
2010-04-06,Oakland,Tijuana
2010-04-07,Phoenix,Los Angeles
2010-04-07,San Antonio,Monterrey
2010-04-07,Seattle,Vancouver
2010-04-06,Dallas,Merida
2010-04-06,Atlanta,Charlotte
2010-04-07,Calgary,Denver
2010-04-07,Nashville,Birmingham
2010-04-07,Oakland,Tijuana
2010-04-08,Tijuana,Los Angeles
2010-04-08,Birmingham,Atlanta
2010-04-08,Dallas,Monterrey
2010-04-08,Calgary,Seattle
2010-04-08,Denver,Vancouver
2010-04-08,Nashville,Charlotte
2010-04-08,Phoenix,Oakland
2010-04-08,Merida,San Antonio
2010-04-09,Tijuana,Los Angeles
2010-04-09,Birmingham,Atlanta
2010-04-09,Dallas,Monterrey
2010-04-09,Calgary,Seattle
2010-04-09,Denver,Vancouver
2010-04-09,Nashville,Charlotte
2010-04-09,Phoenix,Oakland
2010-04-09,Merida,San Antonio
2010-04-10,Tijuana,Los Angeles
2010-04-10,Birmingham,Atlanta
2010-04-10,Dallas,Monterrey
2010-04-10,Calgary,Seattle
2010-04-10,Denver,Vancouver
2010-04-10,Nashville,Charlotte
2010-04-10,Phoenix,Oakland
2010-04-10,Merida,San Antonio
2010-04-11,Calgary,Vancouver
2010-04-11,Dallas,San Antonio
2010-04-11,Los Angeles,Oakland
2010-04-11,Birmingham,Nashville
2010-04-11,Charlotte,Atlanta
2010-04-11,Merida,Monterrey
2010-04-11,Tijuana,Phoenix
2010-04-11,Seattle,Denver
2010-04-12,Calgary,Vancouver
2010-04-12,Dallas,San Antonio
2010-04-12,Los Angeles,Oakland
2010-04-12,Birmingham,Nashville
2010-04-12,Charlotte,Atlanta
2010-04-12,Merida,Monterrey
2010-04-12,Tijuana,Phoenix
2010-04-12,Seattle,Denver
2010-04-13,Calgary,Vancouver
2010-04-13,Dallas,San Antonio
2010-04-13,Los Angeles,Oakland
2010-04-13,Birmingham,Nashville
2010-04-13,Charlotte,Atlanta
2010-04-13,Merida,Monterrey
2010-04-13,Tijuana,Phoenix
2010-04-13,Seattle,Denver
2010-04-14,Denver,Calgary
2010-04-14,Los Angeles,Tijuana
2010-04-14,Monterrey,Dallas
2010-04-14,Vancouver,Seattle
2010-04-14,San Antonio,Merida
2010-04-15,Oakland,Phoenix
2010-04-15,Charlotte,Birmingham
2010-04-15,Nashville,Atlanta
2010-04-15,Denver,Calgary
2010-04-15,Los Angeles,Tijuana
2010-04-15,Monterrey,Dallas
2010-04-15,Vancouver,Seattle
2010-04-15,San Antonio,Merida
2010-04-16,Oakland,Phoenix
2010-04-16,Charlotte,Birmingham
2010-04-16,Nashville,Atlanta
2010-04-16,Denver,Calgary
2010-04-16,Los Angeles,Tijuana
2010-04-16,Monterrey,Dallas
2010-04-16,Vancouver,Seattle
2010-04-16,San Antonio,Merida
2010-04-17,Oakland,Phoenix
2010-04-17,Charlotte,Birmingham
2010-04-17,Nashville,Atlanta
2010-04-17,Monterrey,Merida
2010-04-18,Atlanta,Birmingham
2010-04-18,Tijuana,Oakland
2010-04-17,Vancouver,Denver
2010-04-18,Charlotte,Nashville
2010-04-18,Seattle,Calgary
2010-04-18,San Antonio,Dallas
2010-04-18,Los Angeles,Phoenix
2010-04-18,Monterrey,Merida
2010-04-19,Atlanta,Birmingham
2010-04-19,Tijuana,Oakland
2010-04-18,Vancouver,Denver
2010-04-19,Charlotte,Nashville
2010-04-19,Seattle,Calgary
2010-04-19,San Antonio,Dallas
2010-04-19,Los Angeles,Phoenix
2010-04-19,Monterrey,Merida
2010-04-20,Atlanta,Birmingham
2010-04-20,Tijuana,Oakland
2010-04-19,Vancouver,Denver
2010-04-20,Charlotte,Nashville
2010-04-20,Seattle,Calgary
2010-04-20,San Antonio,Dallas
2010-04-20,Los Angeles,Phoenix
2010-04-21,Atlanta,Oakland
2010-04-21,Dallas,Seattle
2010-04-21,San Antonio,Calgary
2010-04-21,Birmingham,Tijuana
2010-04-20,Vancouver,Merida
2010-04-21,Los Angeles,Charlotte
2010-04-21,Phoenix,Nashville
2010-04-21,Monterrey,Denver
2010-04-22,Atlanta,Oakland
2010-04-22,Dallas,Seattle
2010-04-22,San Antonio,Calgary
2010-04-22,Birmingham,Tijuana
2010-04-21,Vancouver,Merida
2010-04-22,Los Angeles,Charlotte
2010-04-22,Phoenix,Nashville
2010-04-22,Monterrey,Denver
2010-04-23,Atlanta,Oakland
2010-04-23,Dallas,Seattle
2010-04-23,San Antonio,Calgary
2010-04-23,Birmingham,Tijuana
2010-04-22,Vancouver,Merida
2010-04-23,Los Angeles,Charlotte
2010-04-23,Phoenix,Nashville
2010-04-23,Monterrey,Denver
2010-04-24,Los Angeles,Nashville
2010-04-24,Seattle,Dallas
2010-04-24,Tijuana,Birmingham
2010-04-24,Vancouver,Monterrey
2010-04-24,Denver,Merida
2010-04-25,Phoenix,Charlotte
2010-04-25,Oakland,Atlanta
2010-04-25,Calgary,San Antonio
2010-04-25,Los Angeles,Nashville
2010-04-25,Seattle,Dallas
2010-04-25,Tijuana,Birmingham
2010-04-25,Vancouver,Monterrey
2010-04-25,Denver,Merida
2010-04-26,Phoenix,Charlotte
2010-04-26,Oakland,Atlanta
2010-04-26,Calgary,San Antonio
2010-04-26,Los Angeles,Nashville
2010-04-26,Seattle,Dallas
2010-04-26,Tijuana,Birmingham
2010-04-26,Vancouver,Monterrey
2010-04-26,Denver,Merida
2010-04-27,Phoenix,Charlotte
2010-04-27,Oakland,Atlanta
2010-04-27,Calgary,San Antonio
2010-04-28,Birmingham,Oakland
2010-04-27,Nashville,Los Angeles
2010-04-28,Seattle,San Antonio
2010-04-27,Dallas,Denver
2010-04-28,Tijuana,Atlanta
2010-04-28,Calgary,Merida
2010-04-28,Charlotte,Phoenix
2010-04-28,Monterrey,Vancouver
2010-04-29,Birmingham,Oakland
2010-04-28,Nashville,Los Angeles
2010-04-29,Seattle,San Antonio
2010-04-28,Dallas,Denver
2010-04-29,Tijuana,Atlanta
2010-04-29,Calgary,Merida
2010-04-29,Charlotte,Phoenix
2010-04-29,Monterrey,Vancouver
2010-04-30,Birmingham,Oakland
2010-04-29,Nashville,Los Angeles
2010-04-30,Seattle,San Antonio
2010-04-29,Dallas,Denver
2010-04-30,Tijuana,Atlanta
2010-04-30,Calgary,Merida
2010-04-30,Charlotte,Phoenix
2010-04-30,Monterrey,Vancouver
2010-05-01,Dallas,Vancouver
2010-05-01,Merida,Seattle
2010-05-01,Oakland,Birmingham
2010-05-01,Atlanta,Tijuana
2010-05-01,Nashville,Phoenix
2010-05-01,Monterrey,Calgary
2010-05-01,Charlotte,Los Angeles
2010-05-01,San Antonio,Denver
2010-05-02,Dallas,Vancouver
2010-05-02,Merida,Seattle
2010-05-02,Oakland,Birmingham
2010-05-02,Atlanta,Tijuana
2010-05-02,Nashville,Phoenix
2010-05-02,Monterrey,Calgary
2010-05-02,Charlotte,Los Angeles
2010-05-02,San Antonio,Denver
2010-05-03,Dallas,Vancouver
2010-05-03,Merida,Seattle
2010-05-03,Oakland,Birmingham
2010-05-03,Atlanta,Tijuana
2010-05-03,Nashville,Phoenix
2010-05-03,Monterrey,Calgary
2010-05-03,Charlotte,Los Angeles
2010-05-03,San Antonio,Denver
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,San Antonio,Nashville
2010-05-07,Atlanta,Dallas
2010-05-07,Denver,Los Angeles
2010-05-07,Birmingham,Monterrey
2010-05-07,Calgary,Oakland
2010-05-08,Tijuana,Seattle
2010-05-08,Charlotte,Merida
2010-05-08,Vancouver,Phoenix
2010-05-08,San Antonio,Nashville
2010-05-08,Atlanta,Dallas
2010-05-08,Denver,Los Angeles
2010-05-08,Birmingham,Monterrey
2010-05-08,Calgary,Oakland
2010-05-09,Tijuana,Seattle
2010-05-09,Charlotte,Merida
2010-05-09,Vancouver,Phoenix
2010-05-09,San Antonio,Nashville
2010-05-09,Atlanta,Dallas
2010-05-09,Denver,Los Angeles
2010-05-09,Birmingham,Monterrey
2010-05-09,Calgary,Oakland
2010-05-10,Tijuana,Seattle
2010-05-10,Charlotte,Merida
2010-05-10,Vancouver,Phoenix
2010-05-10,Calgary,Los Angeles
2010-05-11,Birmingham,Merida
2010-05-10,Nashville,Dallas
2010-05-11,Charlotte,San Antonio
2010-05-11,Seattle,Tijuana
2010-05-11,Phoenix,Vancouver
2010-05-11,Monterrey,Atlanta
2010-05-11,Oakland,Denver
2010-05-11,Calgary,Los Angeles
2010-05-12,Birmingham,Merida
2010-05-11,Nashville,Dallas
2010-05-12,Charlotte,San Antonio
2010-05-12,Seattle,Tijuana
2010-05-12,Phoenix,Vancouver
2010-05-12,Monterrey,Atlanta
2010-05-12,Oakland,Denver
2010-05-12,Calgary,Los Angeles
2010-05-13,Birmingham,Merida
2010-05-12,Nashville,Dallas
2010-05-13,Charlotte,San Antonio
2010-05-13,Seattle,Tijuana
2010-05-13,Phoenix,Vancouver
2010-05-13,Monterrey,Atlanta
2010-05-13,Oakland,Denver
2010-05-14,Dallas,Nashville
2010-05-14,Tijuana,Denver
2010-05-14,Seattle,Phoenix
2010-05-14,Vancouver,Los Angeles
2010-05-14,Charlotte,Monterrey
2010-05-15,San Antonio,Birmingham
2010-05-15,Merida,Atlanta
2010-05-15,Oakland,Calgary
2010-05-15,Dallas,Nashville
2010-05-15,Tijuana,Denver
2010-05-15,Seattle,Phoenix
2010-05-15,Vancouver,Los Angeles
2010-05-15,Charlotte,Monterrey
2010-05-16,San Antonio,Birmingham
2010-05-16,Merida,Atlanta
2010-05-16,Oakland,Calgary
2010-05-16,Dallas,Nashville
2010-05-16,Tijuana,Denver
2010-05-16,Seattle,Phoenix
2010-05-16,Vancouver,Los Angeles
2010-05-16,Charlotte,Monterrey
2010-05-17,San Antonio,Birmingham
2010-05-17,Merida,Atlanta
2010-05-17,Oakland,Calgary
2010-05-18,Vancouver,Oakland
2010-05-18,San Antonio,Atlanta
2010-05-18,Los Angeles,Calgary
2010-05-17,Phoenix,Seattle
2010-05-17,Nashville,Monterrey
2010-05-18,Birmingham,Dallas
2010-05-18,Merida,Charlotte
2010-05-18,Denver,Tijuana
2010-05-19,Vancouver,Oakland
2010-05-19,San Antonio,Atlanta
2010-05-19,Los Angeles,Calgary
2010-05-18,Phoenix,Seattle
2010-05-18,Nashville,Monterrey
2010-05-19,Birmingham,Dallas
2010-05-19,Merida,Charlotte
2010-05-19,Denver,Tijuana
2010-05-20,Vancouver,Oakland
2010-05-20,San Antonio,Atlanta
2010-05-20,Los Angeles,Calgary
2010-05-19,Phoenix,Seattle
2010-05-19,Nashville,Monterrey
2010-05-20,Birmingham,Dallas
2010-05-20,Merida,Charlotte
2010-05-20,Denver,Tijuana
2010-05-21,Phoenix,Calgary
2010-05-21,Atlanta,Merida
2010-05-21,Los Angeles,Seattle
2010-05-21,Tijuana,Vancouver
