Date,Home,Away
2010-04-01,Monterrey,Dallas
2010-04-01,Seattle,Denver
2010-04-01,Charlotte,Birmingham
2010-04-01,Phoenix,Tijuana
2010-04-01,Oakland,Los Angeles
2010-04-02,San Antonio,Merida
2010-04-02,Atlanta,Nashville
2010-04-02,Calgary,Vancouver
2010-04-02,Monterrey,Dallas
2010-04-02,Seattle,Denver
2010-04-02,Charlotte,Birmingham
2010-04-02,Phoenix,Tijuana
2010-04-02,Oakland,Los Angeles
2010-04-03,San Antonio,Merida
2010-04-03,Atlanta,Nashville
2010-04-03,Calgary,Vancouver
2010-04-03,Monterrey,Dallas
2010-04-03,Seattle,Denver
2010-04-03,Charlotte,Birmingham
2010-04-03,Phoenix,Tijuana
2010-04-03,Oakland,Los Angeles
2010-04-04,San Antonio,Merida
2010-04-04,Atlanta,Nashville
2010-04-04,Calgary,Vancouver
2010-04-05,Merida,Monterrey
2010-04-05,Birmingham,Atlanta
2010-04-04,Oakland,Tijuana
2010-04-05,Denver,Calgary
2010-04-05,Nashville,Charlotte
2010-04-05,San Antonio,Dallas
2010-04-05,Los Angeles,Phoenix
2010-04-05,Vancouver,Seattle
2010-04-06,Merida,Monterrey
2010-04-06,Birmingham,Atlanta
2010-04-05,Oakland,Tijuana
2010-04-06,Denver,Calgary
2010-04-06,Nashville,Charlotte
2010-04-06,San Antonio,Dallas
2010-04-06,Los Angeles,Phoenix
2010-04-06,Vancouver,Seattle
2010-04-07,Merida,Monterrey
2010-04-07,Birmingham,Atlanta
2010-04-06,Oakland,Tijuana
2010-04-07,Denver,Calgary
2010-04-07,Nashville,Charlotte
2010-04-07,San Antonio,Dallas
2010-04-07,Los Angeles,Phoenix
2010-04-07,Vancouver,Seattle
2010-04-08,Dallas,San Antonio
2010-04-08,Vancouver,Calgary
2010-04-08,Los Angeles,Tijuana
2010-04-08,Birmingham,Charlotte
2010-04-08,Denver,Seattle
2010-04-08,Nashville,Atlanta
2010-04-08,Oakland,Phoenix
2010-04-08,Monterrey,Merida
2010-04-09,Dallas,San Antonio
2010-04-09,Vancouver,Calgary
2010-04-09,Los Angeles,Tijuana
2010-04-09,Birmingham,Charlotte
2010-04-09,Denver,Seattle
2010-04-09,Nashville,Atlanta
2010-04-09,Oakland,Phoenix
2010-04-09,Monterrey,Merida
2010-04-10,Dallas,San Antonio
2010-04-10,Vancouver,Calgary
2010-04-10,Los Angeles,Tijuana
2010-04-10,Birmingham,Charlotte
2010-04-10,Denver,Seattle
2010-04-10,Nashville,Atlanta
2010-04-10,Oakland,Phoenix
2010-04-10,Monterrey,Merida
2010-04-11,Seattle,Vancouver
2010-04-11,Los Angeles,Oakland
2010-04-11,Dallas,Merida
2010-04-11,Calgary,Denver
2010-04-11,Monterrey,San Antonio
2010-04-11,Charlotte,Nashville
2010-04-11,Tijuana,Phoenix
2010-04-11,Atlanta,Birmingham
2010-04-12,Seattle,Vancouver
2010-04-12,Los Angeles,Oakland
2010-04-12,Dallas,Merida
2010-04-12,Calgary,Denver
2010-04-12,Monterrey,San Antonio
2010-04-12,Charlotte,Nashville
2010-04-12,Tijuana,Phoenix
2010-04-12,Atlanta,Birmingham
2010-04-13,Seattle,Vancouver
2010-04-13,Los Angeles,Oakland
2010-04-13,Dallas,Merida
2010-04-13,Calgary,Denver
2010-04-13,Monterrey,San Antonio
2010-04-13,Charlotte,Nashville
2010-04-13,Tijuana,Phoenix
2010-04-13,Atlanta,Birmingham
2010-04-14,Nashville,Birmingham
2010-04-14,Merida,San Antonio
2010-04-14,Vancouver,Denver
2010-04-14,Seattle,Calgary
2010-04-14,Phoenix,Oakland
2010-04-15,Dallas,Monterrey
2010-04-15,Charlotte,Atlanta
2010-04-15,Tijuana,Los Angeles
2010-04-15,Nashville,Birmingham
2010-04-15,Merida,San Antonio
2010-04-15,Vancouver,Denver
2010-04-15,Seattle,Calgary
2010-04-15,Phoenix,Oakland
2010-04-16,Dallas,Monterrey
2010-04-16,Charlotte,Atlanta
2010-04-16,Tijuana,Los Angeles
2010-04-16,Nashville,Birmingham
2010-04-16,Merida,San Antonio
2010-04-16,Vancouver,Denver
2010-04-16,Seattle,Calgary
2010-04-16,Phoenix,Oakland
2010-04-17,Dallas,Monterrey
2010-04-17,Charlotte,Atlanta
2010-04-17,Tijuana,Los Angeles
2010-04-17,Birmingham,Nashville
2010-04-18,Phoenix,Los Angeles
2010-04-18,Atlanta,Charlotte
2010-04-18,Merida,Dallas
2010-04-17,Calgary,Seattle
2010-04-18,Tijuana,Oakland
2010-04-18,San Antonio,Monterrey
2010-04-18,Denver,Vancouver
2010-04-18,Birmingham,Nashville
2010-04-19,Phoenix,Los Angeles
2010-04-19,Atlanta,Charlotte
2010-04-19,Merida,Dallas
2010-04-18,Calgary,Seattle
2010-04-19,Tijuana,Oakland
2010-04-19,San Antonio,Monterrey
2010-04-19,Denver,Vancouver
2010-04-19,Birmingham,Nashville
2010-04-20,Phoenix,Los Angeles
2010-04-20,Atlanta,Charlotte
2010-04-20,Merida,Dallas
2010-04-19,Calgary,Seattle
2010-04-20,Tijuana,Oakland
2010-04-20,San Antonio,Monterrey
2010-04-20,Denver,Vancouver
2010-04-21,Vancouver,San Antonio
2010-04-21,Birmingham,Oakland
2010-04-21,Calgary,Dallas
2010-04-21,Denver,Monterrey
2010-04-21,Los Angeles,Nashville
2010-04-21,Tijuana,Charlotte
2010-04-21,Merida,Seattle
2010-04-21,Phoenix,Atlanta
2010-04-22,Vancouver,San Antonio
2010-04-22,Birmingham,Oakland
2010-04-22,Calgary,Dallas
2010-04-22,Denver,Monterrey
2010-04-22,Los Angeles,Nashville
2010-04-22,Tijuana,Charlotte
2010-04-22,Merida,Seattle
2010-04-22,Phoenix,Atlanta
2010-04-23,Vancouver,San Antonio
2010-04-23,Birmingham,Oakland
2010-04-23,Calgary,Dallas
2010-04-23,Denver,Monterrey
2010-04-23,Los Angeles,Nashville
2010-04-23,Tijuana,Charlotte
2010-04-23,Merida,Seattle
2010-04-23,Phoenix,Atlanta
2010-04-24,Birmingham,Phoenix
2010-04-24,Oakland,Charlotte
2010-04-24,Merida,Calgary
2010-04-24,Dallas,Seattle
2010-04-24,Monterrey,Vancouver
2010-04-25,Atlanta,Los Angeles
2010-04-25,Nashville,Tijuana
2010-04-25,Denver,San Antonio
2010-04-25,Birmingham,Phoenix
2010-04-25,Oakland,Charlotte
2010-04-25,Merida,Calgary
2010-04-25,Dallas,Seattle
2010-04-25,Monterrey,Vancouver
2010-04-26,Atlanta,Los Angeles
2010-04-26,Nashville,Tijuana
2010-04-26,Denver,San Antonio
2010-04-26,Birmingham,Phoenix
2010-04-26,Oakland,Charlotte
2010-04-26,Merida,Calgary
2010-04-26,Dallas,Seattle
2010-04-26,Monterrey,Vancouver
2010-04-27,Atlanta,Los Angeles
2010-04-27,Nashville,Tijuana
2010-04-27,Denver,San Antonio
2010-04-28,Birmingham,Tijuana
2010-04-28,Nashville,Phoenix
2010-04-28,Oakland,Atlanta
2010-04-28,Calgary,San Antonio
2010-04-27,Vancouver,Merida
2010-04-28,Seattle,Monterrey
2010-04-28,Charlotte,Los Angeles
2010-04-28,Dallas,Denver
2010-04-29,Birmingham,Tijuana
2010-04-29,Nashville,Phoenix
2010-04-29,Oakland,Atlanta
2010-04-29,Calgary,San Antonio
2010-04-28,Vancouver,Merida
2010-04-29,Seattle,Monterrey
2010-04-29,Charlotte,Los Angeles
2010-04-29,Dallas,Denver
2010-04-30,Birmingham,Tijuana
2010-04-30,Nashville,Phoenix
2010-04-30,Oakland,Atlanta
2010-04-30,Calgary,San Antonio
2010-04-29,Vancouver,Merida
2010-04-30,Seattle,Monterrey
2010-04-30,Charlotte,Los Angeles
2010-04-30,Dallas,Denver
2010-05-01,Seattle,Dallas
2010-05-01,Atlanta,Oakland
2010-05-01,Charlotte,Phoenix
2010-05-01,San Antonio,Vancouver
2010-05-01,Nashville,Los Angeles
2010-05-01,Monterrey,Denver
2010-05-01,Tijuana,Birmingham
2010-05-01,Calgary,Merida
2010-05-02,Seattle,Dallas
2010-05-02,Atlanta,Oakland
2010-05-02,Charlotte,Phoenix
2010-05-02,San Antonio,Vancouver
2010-05-02,Nashville,Los Angeles
2010-05-02,Monterrey,Denver
2010-05-02,Tijuana,Birmingham
2010-05-02,Calgary,Merida
2010-05-03,Seattle,Dallas
2010-05-03,Atlanta,Oakland
2010-05-03,Charlotte,Phoenix
2010-05-03,San Antonio,Vancouver
2010-05-03,Nashville,Los Angeles
2010-05-03,Monterrey,Denver
2010-05-03,Tijuana,Birmingham
2010-05-03,Calgary,Merida
2010-05-04,,
2010-05-05,,
2010-05-06,,
2010-05-07,Monterrey,Nashville
2010-05-07,Calgary,Oakland
2010-05-07,Tijuana,Vancouver
2010-05-07,Atlanta,Dallas
2010-05-07,Merida,Birmingham
2010-05-08,Seattle,Phoenix
2010-05-08,San Antonio,Charlotte
2010-05-08,Los Angeles,Denver
2010-05-08,Monterrey,Nashville
2010-05-08,Calgary,Oakland
2010-05-08,Tijuana,Vancouver
2010-05-08,Atlanta,Dallas
2010-05-08,Merida,Birmingham
2010-05-09,Seattle,Phoenix
2010-05-09,San Antonio,Charlotte
2010-05-09,Los Angeles,Denver
2010-05-09,Monterrey,Nashville
2010-05-09,Calgary,Oakland
2010-05-09,Tijuana,Vancouver
2010-05-09,Atlanta,Dallas
2010-05-09,Merida,Birmingham
2010-05-10,Seattle,Phoenix
2010-05-10,San Antonio,Charlotte
2010-05-10,Los Angeles,Denver
2010-05-11,Los Angeles,Calgary
2010-05-11,Charlotte,Monterrey
2010-05-10,Nashville,Merida
2010-05-11,Phoenix,Vancouver
2010-05-11,Denver,Oakland
2010-05-11,Birmingham,Dallas
2010-05-11,Atlanta,San Antonio
2010-05-11,Seattle,Tijuana
2010-05-12,Los Angeles,Calgary
2010-05-12,Charlotte,Monterrey
2010-05-11,Nashville,Merida
2010-05-12,Phoenix,Vancouver
2010-05-12,Denver,Oakland
2010-05-12,Birmingham,Dallas
2010-05-12,Atlanta,San Antonio
2010-05-12,Seattle,Tijuana
2010-05-13,Los Angeles,Calgary
2010-05-13,Charlotte,Monterrey
2010-05-12,Nashville,Merida
2010-05-13,Phoenix,Vancouver
2010-05-13,Denver,Oakland
2010-05-13,Birmingham,Dallas
2010-05-13,Atlanta,San Antonio
2010-05-13,Seattle,Tijuana
2010-05-14,Dallas,Charlotte
2010-05-14,Los Angeles,Vancouver
2010-05-14,Birmingham,Merida
2010-05-14,Atlanta,Monterrey
2010-05-14,Tijuana,Denver
2010-05-15,Nashville,San Antonio
2010-05-15,Seattle,Oakland
2010-05-15,Calgary,Phoenix
2010-05-15,Dallas,Charlotte
2010-05-15,Los Angeles,Vancouver
2010-05-15,Birmingham,Merida
2010-05-15,Atlanta,Monterrey
2010-05-15,Tijuana,Denver
2010-05-16,Nashville,San Antonio
2010-05-16,Seattle,Oakland
2010-05-16,Calgary,Phoenix
2010-05-16,Dallas,Charlotte
2010-05-16,Los Angeles,Vancouver
2010-05-16,Birmingham,Merida
2010-05-16,Atlanta,Monterrey
2010-05-16,Tijuana,Denver
2010-05-17,Nashville,San Antonio
2010-05-17,Seattle,Oakland
2010-05-17,Calgary,Phoenix
2010-05-18,Los Angeles,Seattle
2010-05-18,Nashville,Dallas
2010-05-18,Phoenix,Calgary
2010-05-17,Merida,Charlotte
2010-05-18,San Antonio,Atlanta
2010-05-18,Vancouver,Tijuana
2010-05-18,Birmingham,Monterrey
2010-05-18,Oakland,Denver
2010-05-19,Los Angeles,Seattle
2010-05-19,Nashville,Dallas
2010-05-19,Phoenix,Calgary
2010-05-18,Merida,Charlotte
2010-05-19,San Antonio,Atlanta
2010-05-19,Vancouver,Tijuana
2010-05-19,Birmingham,Monterrey
2010-05-19,Oakland,Denver
2010-05-20,Los Angeles,Seattle
2010-05-20,Nashville,Dallas
2010-05-20,Phoenix,Calgary
2010-05-19,Merida,Charlotte
2010-05-20,San Antonio,Atlanta
2010-05-20,Vancouver,Tijuana
2010-05-20,Birmingham,Monterrey
2010-05-20,Oakland,Denver
2010-05-21,Seattle,Los Angeles
2010-05-21,Tijuana,Calgary
2010-05-21,Phoenix,Denver
2010-05-21,Charlotte,San Antonio
2010-05-21,Monterrey,Birmingham
2010-05-21,Merida,Atlanta
2010-05-21,Vancouver,Oakland
2010-05-21,Dallas,Nashville
2010-05-22,Seattle,Los Angeles
